"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","De'Andre Hunter","2019","SF","ATL","$7,068,360","$0","$7,068,360","0.065","$6,626,588","$8,025,410","4","$32,101,641","$6,626,588","0","2019","21",""
"","Josh Jackson","2019","SF","MEM","$7,059,480","$0","$7,059,480","0.065","$6,618,263","$6,780,321","4","$27,121,282","$17,749,823","2020","2017","19",""
"","Davis Bertans","2019","PF","WAS","$7,000,000","$0","$7,000,000","0.064","$6,562,500","$7,250,000","2","$14,500,000","$15,418,582","2020","2018","25",""
"","Jaren Jackson Jr.","2019","PF","MEM","$6,927,480","$0","$6,927,480","0.063","$6,494,513","$7,320,110","4","$29,280,440","$12,409,553","0","2018","18",""
"","Jaylen Brown","2019","SG","BOS","$6,534,829","$0","$6,534,829","0.060","$6,126,402","$5,351,067","4","$21,404,269","$20,995,842","0","2016","19",""
"","Darius Garland","2019","PG","CLE","$6,400,920","$0","$6,400,920","0.059","$6,400,920","$7,270,829","4","$29,083,315","$6,400,920","0","2019","18",""
"","De'Aaron Fox","2019","PG","SAC","$6,392,760","$0","$6,392,760","0.059","$5,993,213","$6,143,127","4","$24,572,507","$16,073,333","0","2017","19",""
"","Montrezl Harrell","2019","C","LAC","$6,000,000","$0","$6,000,000","0.055","$5,625,000","$6,000,000","2","$12,000,000","$15,141,382","2020","2018","23",""
"","Marco Belinelli","2019","SG","SAS","$5,846,154","$0","$5,846,154","0.054","$5,480,769","$6,000,000","2","$12,000,000","$48,789,616","2020","2018","31",""
"","Jonathan Isaac","2019","PF","ORL","$5,806,440","$0","$5,806,440","0.053","$5,443,538","$5,581,102","4","$22,324,406","$14,598,938","0","2017","19",""
"","Aron Baynes","2019","C","PHX","$5,453,280","$0","$5,453,280","0.050","$5,112,450","$5,323,440","2","$10,646,880","$30,739,510","2020","2018","31",""
"","Kris Dunn","2019","PG","CHI","$5,348,007","$0","$5,348,007","0.049","$5,013,757","$4,372,072","4","$17,488,287","$17,154,037","2020","2016","21",""
"","Buddy Hield","2019","SG","SAC","$4,861,208","$0","$4,861,208","0.045","$4,557,383","$3,971,912","4","$15,887,648","$15,583,823","0","2016","23",""
"","Justin Holiday","2019","SG","IND","$4,767,000","$0","$4,767,000","0.044","$4,469,063","$4,767,000","1","$4,767,000","$16,295,877","2020","2019","29",""
"","Jamal Murray","2019","PG","DEN","$4,444,746","$0","$4,444,746","0.041","$4,166,949","$3,627,677","4","$14,510,706","$14,232,909","0","2016","18",""
"","Alex Len","2019","C","SAC","$4,160,000","$0","$4,160,000","0.038","$1,385,198","$4,255,000","2","$8,510,000","$28,210,979","2020","2018","24",""
"","Luke Kennard","2019","SG","DET","$3,827,160","$0","$3,827,160","0.035","$3,587,963","$3,783,887","4","$15,135,546","$9,622,523","0","2017","20",""
"","Jakob Poeltl","2019","C","SAS","$3,754,886","$0","$3,754,886","0.034","$3,520,206","$3,057,952","4","$12,231,806","$11,997,126","2020","2016","20",""
"","Tyler Herro","2019","SG","MIA","$3,640,200","$0","$3,640,200","0.033","$3,412,688","$4,297,209","4","$17,188,836","$3,412,688","0","2019","18",""
"","Donovan Mitchell","2019","SG","UTA","$3,635,760","$0","$3,635,760","0.033","$3,408,525","$3,641,005","4","$14,564,021","$9,141,285","0","2017","20",""
"","Thon Maker","2019","C","DET","$3,569,643","$0","$3,569,643","0.033","$3,346,540","$2,905,531","4","$11,622,123","$11,399,020","2020","2016","18",""
"","Domantas Sabonis","2019","C","IND","$3,529,555","$0","$3,529,555","0.032","$3,308,958","$2,794,889","4","$11,179,555","$10,958,958","0","2016","19",""
"","Taurean Prince","2019","SF","BKN","$3,481,986","$0","$3,481,986","0.032","$3,264,362","$2,687,417","4","$10,749,666","$10,532,042","0","2016","21",""
"","Dario Saric","2019","PF","PHX","$3,481,986","$0","$3,481,986","0.032","$3,264,362","$2,687,417","4","$10,749,666","$10,532,042","2020","2016","21",""
"","Michael Porter Jr.","2019","SF","DEN","$3,389,400","$0","$3,389,400","0.031","$3,177,563","$3,773,274","4","$15,093,095","$6,071,723","0","2018","19",""
"","Denzel Valentine","2019","SG","CHI","$3,377,569","$0","$3,377,569","0.031","$3,166,471","$2,484,192","4","$9,936,769","$9,725,671","2020","2016","22",""
"","Juancho Hernangomez","2019","PF","MIN","$3,321,030","$0","$3,321,030","0.030","$1,124,601","$2,387,918","4","$9,551,670","$9,344,106","2020","2016","20",""
"","Yogi Ferrell","2019","PG","SAC","$3,150,000","$0","$3,150,000","0.029","$2,953,125","$3,075,000","2","$6,150,000","$7,707,803","2020","2018","24",""
"","Cedi Osman","2019","SF","CLE","$2,907,143","$0","$2,907,143","0.027","$2,725,447","$2,772,355","3","$8,317,064","$8,135,368","0","2017","21",""
"","Bryn Forbes","2019","SG","SAS","$2,875,000","$0","$2,875,000","0.026","$2,695,313","$3,000,000","2","$6,000,000","$7,676,395","2020","2018","24",""
"","Malik Beasley","2019","SG","MIN","$2,731,714","$0","$2,731,714","0.025","$925,040","$1,958,379","4","$7,833,514","$7,662,782","2020","2016","19",""
"","Kevin Huerter","2019","SG","ATL","$2,636,280","$0","$2,636,280","0.024","$2,471,513","$2,975,629","4","$11,902,517","$4,722,473","0","2018","19",""
"","Caris LeVert","2019","SG","BKN","$2,625,718","$0","$2,625,718","0.024","$2,461,611","$1,880,820","4","$7,523,278","$7,359,171","0","2016","21",""
"","DeAndre' Bembry","2019","SF","ATL","$2,603,982","$0","$2,603,982","0.024","$2,441,233","$1,826,396","4","$7,305,582","$7,142,833","2020","2016","21",""
"","Rondae Hollis-Jefferson","2019","SF","TOR","$2,500,000","$0","$2,500,000","0.023","$2,343,750","$2,500,000","1","$2,500,000","$9,016,569","2020","2019","23",""
"","Brandon Clarke","2019","PF","MEM","$2,478,840","$0","$2,478,840","0.023","$2,478,840","$3,038,140","4","$12,152,560","$2,478,840","0","2019","22",""
"","Grayson Allen","2019","SG","MEM","$2,429,400","$0","$2,429,400","0.022","$2,277,563","$1,762,260","4","$7,049,040","$4,351,883","0","2018","22",""
"","Pascal Siakam","2019","PF","TOR","$2,351,839","$0","$2,351,839","0.022","$2,204,849","$1,601,360","4","$6,405,441","$6,258,451","0","2016","21",""
"","Skal Labissiere","2019","PF","ATL","$2,338,847","$0","$2,338,847","0.021","$778,790","$1,596,312","4","$6,385,249","$6,239,071","2020","2016","19",""
"","Dejounte Murray","2019","PG","SAS","$2,321,735","$0","$2,321,735","0.021","$2,176,627","$1,589,844","4","$6,359,377","$6,214,269","0","2016","19",""
"","Damian Jones","2019","C","ATL","$2,305,057","$0","$2,305,057","0.021","$2,160,991","$1,583,545","4","$6,334,179","$6,190,113","2020","2016","20",""
"","Ante Zizic","2019","C","CLE","$2,281,800","$0","$2,281,800","0.021","$2,139,188","$2,437,994","4","$9,751,975","$5,737,148","2020","2017","19",""
"","OG Anunoby","2019","SF","TOR","$2,281,800","$0","$2,281,800","0.021","$2,139,188","$2,437,994","4","$9,751,975","$5,737,148","0","2017","19",""
"","Nassir Little","2019","SF","POR","$2,105,520","$0","$2,105,520","0.019","$1,973,925","$2,700,987","4","$10,803,948","$1,973,925","0","2019","18",""
"","Caleb Swanigan","2019","PF","POR","$2,033,160","$0","$2,033,160","0.019","$860,791","$2,226,217","4","$8,904,867","$5,112,008","2020","2017","19",""
"","Torrey Craig","2019","SF","DEN","$2,000,000","$0","$2,000,000","0.018","$1,875,000","$2,000,000","2","$4,000,000","$3,875,000","2020","2018","27",""
"","Noah Vonleh","2019","PF","DEN","$2,000,000","$0","$2,000,000","0.018","$677,260","$2,000,000","1","$2,000,000","$14,914,928","2020","2019","23",""
"","Landry Shamet","2019","SG","BKN","$1,995,120","$0","$1,995,120","0.018","$1,870,425","$2,389,286","4","$9,557,142","$3,574,065","0","2018","20",""
"","Jordan Poole","2019","SG","GSW","$1,964,760","$0","$1,964,760","0.018","$1,964,760","$2,522,720","4","$10,090,879","$1,964,760","0","2019","19",""
"","Keldon Johnson","2019","SF","SAS","$1,950,600","$0","$1,950,600","0.018","$1,828,688","$2,504,346","4","$10,017,385","$1,828,688","0","2019","19",""
"","Derrick White","2019","PG","SAS","$1,948,080","$0","$1,948,080","0.018","$1,826,325","$2,134,031","4","$8,536,124","$4,898,085","0","2017","22",""
"","Bruno Caboclo","2019","SF","HOU","$1,845,301","$0","$1,845,301","0.017","$729,780","$1,183,726","2","$2,367,451","$9,573,886","2020","2018","22",""
"","Shabazz Napier","2019","PG","WAS","$1,845,301","$0","$1,845,301","0.017","$729,780","$1,893,862","2","$3,787,723","$10,032,283","2020","2018","26",""
"","Markieff Morris","2019","PF","LAL","$1,750,000","$0","$1,750,000","0.016","$1,750,000","$1,750,000","1","$1,750,000","$45,196,432","2020","2019","29",""
"","Pat Connaughton","2019","SG","MIL","$1,723,050","$0","$1,723,050","0.016","$1,615,359","$1,682,025","2","$3,364,050","$6,227,470","2020","2018","24",""
"","Jahlil Okafor","2019","C","NOP","$1,702,486","$0","$1,702,486","0.016","$1,596,081","$1,634,747","2","$3,269,493","$17,529,728","2020","2018","22",""
"","Cheick Diallo","2019","PF","PHX","$1,678,854","$0","$1,678,854","0.015","$1,573,926","$1,678,854","1","$1,678,854","$4,974,959","2020","2019","22",""
"","Willy Hernangomez","2019","C","CHA","$1,676,735","$0","$1,676,735","0.015","$1,571,939","$1,508,109","4","$6,032,436","$5,927,640","2020","2016","21",""
"","Treveon Graham","2019","SG","ATL","$1,645,357","$0","$1,645,357","0.015","$845,918","$1,578,979","2","$3,157,958","$5,089,040","2020","2018","24",""
"","Jordan McRae","2019","SG","DET","$1,645,357","$0","$1,645,357","0.015","$547,871","$831,225","2","$1,662,449","$2,644,288","2020","2018","26",""
"","Christian Wood","2019","PF","DET","$1,645,357","$0","$1,645,357","0.015","$1,542,522","$1,578,979","2","$3,157,958","$4,235,548","2020","2018","22",""
"","Derrick Jones Jr.","2019","SF","MIA","$1,645,357","$0","$1,645,357","0.015","$1,542,522","$1,578,979","2","$3,157,958","$3,999,052","2020","2018","20",""
"","Vince Carter","2019","SG","ATL","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$171,885,974","2020","2019","41",""
"","Wilson Chandler","2019","SF","BKN","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$78,028,230","2020","2019","31",""
"","Jose Barea","2019","PG","DAL","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$41,639,806","2020","2019","34",""
"","Tyson Chandler","2019","C","HOU","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$187,576,101","2020","2019","36",""
"","Thabo Sefolosha","2019","SF","HOU","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$46,485,782","2020","2019","34",""
"","JaKarr Sampson","2019","SG","IND","$1,737,145","$0","$1,620,564","0.015","$1,628,573","$1,737,145","1","$1,737,145","$2,482,929","2020","2019","25",""
"","Patrick Patterson","2019","PF","LAC","$2,331,593","$0","$1,620,564","0.015","$2,185,868","$2,331,593","1","$2,331,593","$40,319,406","2020","2019","29",""
"","Jared Dudley","2019","SF","LAL","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$58,768,216","2020","2019","33",""
"","Dwight Howard","2019","C","LAL","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$239,936,039","2020","2019","33",""
"","Udonis Haslem","2019","PF","MIA","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$62,893,351","2020","2019","38",""
"","Kyle Korver","2019","SG","MIL","$2,564,753","$0","$1,620,564","0.015","$2,404,456","$2,564,753","1","$2,564,753","$83,721,338","2020","2019","37",""
"","Nerlens Noel","2019","C","OKC","$2,028,594","$0","$1,620,564","0.015","$1,901,807","$2,028,594","1","$2,028,594","$22,176,564","2020","2019","24",""
"","Michael Carter-Williams","2019","PG","ORL","$2,028,594","$0","$1,620,564","0.015","$1,901,807","$2,028,594","1","$2,028,594","$16,153,416","2020","2019","27",""
"","Alec Burks","2019","SG","PHI","$2,320,044","$0","$1,620,564","0.015","$772,529","$2,320,044","1","$2,320,044","$53,148,572","2020","2019","27",""
"","Kyle O'Quinn","2019","C","PHI","$2,028,594","$0","$1,620,564","0.015","$1,901,807","$2,028,594","1","$2,028,594","$20,600,044","2020","2019","28",""
"","Glenn Robinson III","2019","SG","PHI","$1,882,867","$0","$1,620,564","0.015","$744,637","$1,882,867","1","$1,882,867","$10,140,008","2020","2019","24",""
"","Raul Neto","2019","PG","PHI","$1,737,145","$0","$1,620,564","0.015","$1,628,573","$1,737,145","1","$1,737,145","$7,087,755","2020","2019","26",""
"","Emmanuel Mudiay","2019","PG","UTA","$1,737,145","$0","$1,620,564","0.015","$1,628,573","$1,737,145","1","$1,737,145","$15,648,573","2020","2019","22",""
"","Dwayne Bacon","2019","SF","CHA","$1,618,520","$0","$1,618,520","0.015","$1,517,363","$1,270,792","3","$3,812,377","$3,711,220","2020","2017","21",""
"","Dillon Brooks","2019","SF","MEM","$1,618,520","$0","$1,618,520","0.015","$1,517,363","$1,270,792","3","$3,812,377","$3,711,220","2020","2017","20",""
"","Sterling Brown","2019","SG","MIL","$1,618,520","$0","$1,618,520","0.015","$1,517,363","$1,270,792","3","$3,812,377","$3,711,220","2020","2017","21",""
"","Frank Jackson","2019","PG","NOP","$1,618,520","$0","$1,618,520","0.015","$1,517,363","$1,270,792","3","$3,812,377","$3,711,220","2020","2017","18",""
"","Damyean Dotson","2019","SG","NYK","$1,618,520","$0","$1,618,520","0.015","$1,517,363","$1,365,587","3","$4,096,762","$3,995,605","2020","2017","22",""
"","Wesley Iwundu","2019","SF","ORL","$1,618,520","$0","$1,618,520","0.015","$1,517,363","$1,348,921","3","$4,046,762","$3,945,605","2020","2017","22",""
"","Royce O'Neale","2019","SF","UTA","$1,618,520","$0","$1,618,520","0.015","$1,517,363","$1,270,792","3","$3,812,377","$3,711,220","2020","2017","23",""
"","Chris Boucher","2019","PF","TOR","$1,588,231","$0","$1,588,231","0.015","$1,488,967","$1,022,825","2","$2,045,649","$1,946,385","2020","2018","24",""
"","Malcolm Miller","2019","SF","TOR","$1,588,231","$0","$1,588,231","0.015","$1,488,967","$1,022,825","2","$2,045,649","$1,971,385","2020","2018","24",""
"","Brad Wanamaker","2019","PG","BOS","$1,445,697","$0","$1,445,697","0.013","$1,355,341","$1,445,697","1","$1,445,697","$2,193,805","2020","2019","29",""
"","Wenyen Gabriel","2019","PF","POR","$1,445,697","$0","$1,445,697","0.013","$702,429","$1,445,697","1","$1,445,697","$1,445,697","2020","2019","21",""
"","Alize Johnson","2019","PF","IND","$1,416,852","$0","$1,416,852","0.013","$1,328,299","$1,127,658","2","$2,255,316","$2,166,763","2020","2018","21",""
"","De'Anthony Melton","2019","PG","MEM","$1,416,852","$0","$1,416,852","0.013","$1,328,299","$1,182,926","2","$2,365,852","$2,277,299","2020","2018","19",""
"","Kenrich Williams","2019","PF","NOP","$1,416,852","$0","$1,416,852","0.013","$1,328,299","$1,127,658","2","$2,255,316","$2,166,763","2020","2018","23",""
"","Jevon Carter","2019","PG","PHX","$1,416,852","$0","$1,416,852","0.013","$1,328,299","$1,127,658","2","$2,255,316","$2,166,763","2020","2018","22",""
"","Carmelo Anthony","2019","SF","POR","$2,159,029","$0","$1,364,204","0.013","$2,024,090","$2,159,029","1","$2,159,029","$248,805,232","2020","2019","34",""
"","Kevin Porter Jr.","2019","SF","CLE","$1,290,960","$0","$1,290,960","0.012","$1,290,960","$2,002,298","4","$8,009,193","$1,290,960","0","2019","18",""
"","Gary Payton II","2019","PG","WAS","$1,090,781","$0","$1,052,909","0.010","$1,090,781","$1,090,781","1","$1,090,781","$1,854,876","2020","2019","26",""
"","Terance Mann","2019","SG","LAC","$1,000,000","$0","$1,000,000","0.009","$937,500","$1,433,534","3","$4,300,602","$937,500","0","2019","22",""
"","Daniel Gafford","2019","C","CHI","$898,310","$0","$898,310","0.008","$842,166","$1,532,398","4","$6,129,593","$842,166","0","2019","20",""
"","Shaquille Harrison","2019","PG","CHI","$898,310","$0","$898,310","0.008","$842,166","$898,310","1","$898,310","$2,470,590","2020","2019","25",""
"","Michael Kidd-Gilchrist","2019","SF","DAL","$810,763","$0","$604,278","0.006","$810,763","$810,763","1","$810,763","$72,760,923","2020","2019","25",""
"","Marvin Williams","2019","PF","MIL","$956,349","$0","$604,278","0.006","$956,349","$956,349","1","$956,349","$122,709,628","0","2019","32",""
"","Gary Clark","2019","SF","ORL","$555,409","$0","$555,409","0.005","$555,409","$555,409","1","$555,409","$2,024,063","2020","2019","24",""
"","DeMarre Carroll","2019","SF","HOU","$811,447","$0","$512,721","0.005","$811,447","$811,447","1","$811,447","$74,383,477","2020","2019","32",""
"","Reggie Jackson","2019","PG","LAC","$734,025","$0","$512,721","0.005","$734,025","$734,025","1","$734,025","$85,537,851","2020","2019","28",""
"","Jeff Green","2019","SF","HOU","$695,526","$0","$439,475","0.004","$695,526","$695,526","1","$695,526","$72,746,507","2020","2019","32",""
"","Troy Daniels","2019","SG","DEN","$481,361","$0","$384,541","0.004","$481,361","$384,541","1","$384,541","$14,432,310","2020","2019","27",""
"","Dion Waiters","2019","SG","LAL","$503,656","$0","$375,385","0.003","$503,656","$503,656","1","$503,656","$54,872,926","2020","2019","27",""
"","Dean Wade","2019","PF","CLE","$375,000","$0","$375,000","0.003","$375,000","$1,401,571","4","$5,606,283","$375,000","0","2019","22",""
