"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Domantas Sabonis","2023","PF","SAC","$28,000,000","$0","$30,600,000","0.225","$28,000,000","$18,725,000","4","$74,900,000","$110,373,326","2024","2020","23",""
"","Jordan Clarkson","2023","SG","UTA","$23,487,629","$0","$23,487,629","0.173","$23,487,629","$12,880,000","4","$51,520,000","$110,420,336","2024","2020","27",""
"","Joe Harris","2023","SG","DET","$19,928,571","$0","$19,928,571","0.147","$19,928,571","$18,750,000","4","$75,000,000","$91,755,507","2024","2020","28",""
"","Buddy Hield","2023","SG","IND","$18,568,183","$0","$19,279,843","0.142","$18,568,183","$23,500,000","4","$94,000,000","$103,374,841","2024","2020","27",""
"","Dejounte Murray","2023","PG","ATL","$17,714,000","$0","$18,214,000","0.134","$18,214,000","$16,000,000","4","$64,000,000","$71,214,269","2024","2020","23",""
"","Marcus Morris Sr.","2023","SF","PHI","$17,116,279","$0","$17,116,279","0.126","$16,427,693","$16,000,000","4","$64,000,000","$106,365,919","2024","2020","30",""
"","Davis Bertans","2023","PF","OKC","$17,000,000","$0","$17,000,000","0.125","$17,000,000","$16,000,000","5","$80,000,000","$79,418,582","2025","2020","27",""
"","Anthony Edwards","2023","SG","MIN","$13,534,817","$0","$13,534,817","0.100","$13,534,817","$11,067,784","4","$44,271,137","$44,271,137","2024","2020","18",""
"","James Wiseman","2023","C","DET","$12,119,440","$0","$12,119,440","0.089","$12,119,440","$9,904,960","4","$39,619,840","$39,619,840","2024","2020","18",""
"","LaMelo Ball","2023","PG","CHA","$10,900,635","$0","$10,900,635","0.080","$10,900,635","$8,899,069","4","$35,596,275","$35,596,275","2024","2020","18",""
"","Patrick Williams","2023","SF","CHI","$9,835,881","$0","$9,835,881","0.072","$9,835,881","$8,025,410","4","$32,101,641","$32,101,641","2024","2020","18",""
"","Royce O'Neale","2023","SF","BKN","$9,500,000","$0","$9,500,000","0.070","$9,500,000","$9,000,000","4","$36,000,000","$39,711,220","2024","2020","26",""
"","Isaac Okoro","2023","SG","CLE","$8,920,795","$0","$8,920,795","0.066","$8,920,795","$7,270,829","4","$29,083,315","$29,083,315","2024","2020","18",""
"","Onyeka Okongwu","2023","C","ATL","$8,109,063","$0","$8,109,063","0.060","$8,109,063","$6,605,536","4","$26,422,143","$26,422,143","0","2020","19",""
"","De'Anthony Melton","2023","SG","PHI","$8,000,000","$0","$8,000,000","0.059","$8,000,000","$8,656,922","4","$34,627,688","$36,904,987","2024","2020","21",""
"","Killian Hayes","2023","PG","DET","$7,413,955","$0","$7,413,955","0.055","$7,413,955","$6,032,879","4","$24,131,515","$24,131,515","2024","2020","18",""
"","Obi Toppin","2023","PF","IND","$6,803,012","$0","$6,803,012","0.050","$6,803,012","$5,529,623","4","$22,118,492","$22,118,492","2024","2020","21",""
"","Cedi Osman","2023","SF","SAS","$6,718,842","$0","$6,718,842","0.049","$6,718,842","$7,779,711","4","$31,118,844","$39,254,212","2024","2020","24",""
"","Deni Avdija","2023","SF","WAS","$6,263,188","$0","$6,263,188","0.046","$6,263,188","$5,085,337","4","$20,341,348","$20,341,348","0","2020","18",""
"","Devin Vassell","2023","SG","SAS","$5,887,899","$0","$5,887,899","0.043","$5,887,899","$4,648,375","4","$18,593,499","$18,593,499","0","2020","19",""
"","Tyrese Haliburton","2023","PG","IND","$5,808,435","$0","$5,808,435","0.043","$5,808,435","$4,469,749","4","$17,878,995","$17,878,995","2024","2020","19",""
"","Kira Lewis Jr.","2023","PG","NOP","$5,722,116","$0","$5,722,116","0.042","$5,722,116","$4,297,209","4","$17,188,836","$17,188,836","2024","2020","18",""
"","Aaron Nesmith","2023","SF","IND","$5,634,257","$0","$5,634,257","0.041","$5,634,257","$4,132,054","4","$16,528,217","$16,528,217","0","2020","20",""
"","Cole Anthony","2023","PG","ORL","$5,539,771","$0","$5,539,771","0.041","$5,539,771","$3,971,993","4","$15,887,971","$15,887,971","0","2020","19",""
"","Isaiah Stewart","2023","C","DET","$5,266,713","$0","$5,266,713","0.039","$5,266,713","$3,774,548","4","$15,098,193","$15,098,193","2024","2020","18",""
"","Chuma Okeke","2023","PF","ORL","$5,266,713","$0","$5,266,713","0.039","$5,266,713","$3,774,548","4","$15,098,193","$15,098,193","2024","2020","21",""
"","Aleksej Pokusevski","2023","PF","OKC","$5,009,633","$0","$5,009,633","0.037","$5,009,633","$3,587,278","4","$14,349,113","$14,349,113","2024","2020","18",""
"","Josh Green","2023","SG","DAL","$4,765,339","$0","$4,765,339","0.035","$4,765,339","$3,409,505","4","$13,638,019","$13,638,019","0","2020","19",""
"","Saddiq Bey","2023","SF","ATL","$4,556,983","$0","$4,556,983","0.034","$4,556,983","$3,257,576","4","$13,030,303","$13,030,303","2024","2020","20",""
"","Precious Achiuwa","2023","PF","NYK","$4,379,527","$0","$4,379,527","0.032","$2,693,157","$3,128,282","4","$12,513,127","$12,513,127","2024","2020","20",""
"","Tyrese Maxey","2023","PG","PHI","$4,343,920","$0","$4,343,920","0.032","$4,343,920","$3,038,140","4","$12,152,560","$12,152,560","2024","2020","19",""
"","Zeke Nnaji","2023","PF","DEN","$4,306,281","$0","$4,306,281","0.032","$4,306,281","$2,950,670","4","$11,802,681","$11,802,681","0","2020","18",""
"","Immanuel Quickley","2023","PG","TOR","$4,171,548","$0","$4,171,548","0.031","$2,565,262","$2,700,987","4","$10,803,948","$10,803,948","2024","2020","20",""
"","Payton Pritchard","2023","PG","BOS","$4,037,278","$0","$4,037,278","0.030","$4,037,278","$2,612,430","4","$10,449,718","$10,449,718","2024","2020","21",""
"","Jaden McDaniels","2023","PF","MIN","$3,901,399","$0","$3,901,399","0.029","$3,901,399","$2,522,720","4","$10,090,879","$10,090,879","0","2020","19",""
"","Malachi Flynn","2023","PG","NYK","$3,873,025","$0","$3,873,025","0.028","$2,381,688","$2,504,346","4","$10,017,385","$10,017,385","2024","2020","21",""
"","Desmond Bane","2023","SG","MEM","$3,845,083","$0","$3,845,083","0.028","$3,845,083","$2,486,231","4","$9,944,923","$9,944,923","2024","2020","21",""
"","John Konchar","2023","SG","MEM","$2,400,000","$0","$2,400,000","0.018","$2,400,000","$2,250,000","4","$9,000,000","$9,000,000","0","2020","23",""
"","Naji Marshall","2023","SF","NOP","$1,930,681","$0","$1,930,681","0.014","$1,930,681","$1,337,821","4","$5,351,283","$5,351,283","2024","2020","21",""
"","Kenyon Martin Jr.","2023","SF","PHI","$1,930,681","$0","$1,930,681","0.014","$1,853,010","$1,532,398","4","$6,129,593","$6,129,593","2024","2020","18",""
"","Xavier Tillman","2023","C","MEM","$1,930,681","$0","$1,930,681","0.014","$1,930,681","$1,632,821","4","$6,531,283","$6,531,283","2024","2020","20",""
