"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","LeBron James","2016","SF","CLE","$30,963,450","$0","$30,963,450","0.329","$30,963,450","$33,285,709","3","$99,857,127","$200,607,292","2018","2016","31",""
"","Al Horford","2016","C","BOS","$26,540,100","$0","$26,540,100","0.282","$26,540,100","$28,331,557","4","$113,326,228","$101,723,654","2019","2016","29",""
"","Kevin Durant","2016","SF","GSW","$26,540,100","$0","$26,540,100","0.282","$26,540,100","$27,137,253","2","$54,274,505","$132,183,333","2018","2016","27",""
"","James Harden","2016","SG","HOU","$26,540,100","$0","$26,540,100","0.282","$26,540,100","$29,491,212","4","$117,964,846","$88,561,998","2020","2016","26",""
"","Russell Westbrook","2016","PG","OKC","$26,540,100","$0","$26,540,100","0.282","$26,540,100","$28,530,608","3","$85,591,823","$102,723,800","0","2016","27",""
"","Dirk Nowitzki","2016","PF","DAL","$25,000,000","$0","$25,000,000","0.266","$25,000,000","$25,000,000","1","$25,000,000","$241,646,362","2018","2016","37",""
"","Carmelo Anthony","2016","SF","NYK","$24,559,380","$0","$24,559,380","0.261","$24,559,380","$24,812,936","5","$124,064,681","$201,120,659","2019","2014","29",""
"","Damian Lillard","2016","PG","POR","$24,328,425","$0","$24,328,425","0.258","$24,328,425","$27,977,689","5","$139,888,445","$38,173,591","0","2016","25",""
"","Chris Bosh","2016","PF","MIA","$23,741,060","$0","$23,741,060","0.252","$23,741,060","$23,741,060","5","$118,705,300","$186,936,512","2019","2014","29",""
"","Dwyane Wade","2016","SG","CHI","$23,200,000","$0","$23,200,000","0.246","$23,200,000","$23,500,000","2","$47,000,000","$176,115,934","2018","2016","33",""
"","Chris Paul","2016","PG","LAC","$22,868,828","$0","$23,199,328","0.246","$23,529,828","$21,468,695","5","$107,343,477","$162,527,669","2018","2013","27",""
"","Dwight Howard","2016","C","ATL","$23,180,275","$0","$23,180,275","0.246","$23,180,275","$23,500,000","3","$70,500,000","$186,735,761","2019","2016","30",""
"","Harrison Barnes","2016","SF","DAL","$22,116,750","$0","$22,116,750","0.235","$22,116,750","$23,609,631","4","$94,438,525","$34,762,028","2019","2016","23",""
"","Chandler Parsons","2016","SF","MEM","$22,116,750","$0","$22,116,750","0.235","$22,116,750","$23,609,631","4","$94,438,523","$54,677,146","2020","2016","27",""
"","Hassan Whiteside","2016","C","MIA","$22,116,750","$0","$22,116,750","0.235","$22,116,750","$24,604,885","4","$98,419,538","$25,382,146","2020","2016","26",""
"","Derrick Rose","2016","PG","NYK","$21,323,252","$0","$21,323,252","0.227","$21,323,252","$18,862,876","5","$94,314,380","$115,496,902","2017","2012","23",""
"","Brook Lopez","2016","C","BKN","$21,165,675","$0","$21,165,675","0.225","$21,165,675","$21,165,675","3","$63,497,025","$94,781,137","2018","2015","26",""
"","Kevin Love","2016","C","CLE","$21,165,675","$0","$21,165,675","0.225","$21,165,675","$22,642,350","5","$113,211,750","$98,849,644","0","2015","26",""
"","DeAndre Jordan","2016","C","LAC","$21,165,675","$0","$21,165,675","0.225","$21,165,675","$21,904,013","4","$87,616,050","$84,067,825","2019","2015","26",""
"","Marc Gasol","2016","C","MEM","$21,165,675","$0","$21,165,675","0.225","$21,165,675","$22,642,350","5","$113,211,750","$105,650,368","2020","2015","29",""
"","LaMarcus Aldridge","2016","PF","SAS","$20,575,005","$0","$20,575,005","0.219","$20,575,005","$21,018,008","4","$84,072,030","$124,932,863","0","2015","29",""
"","Blake Griffin","2016","PF","LAC","$20,140,838","$0","$20,140,838","0.214","$20,140,838","$18,907,725","5","$94,538,626","$95,345,098","2018","2013","23",""
"","Paul Millsap","2016","PF","ATL","$20,072,033","$0","$20,072,033","0.213","$20,072,033","$20,072,033","3","$60,216,100","$90,545,742","2018","2015","29",""
"","Ryan Anderson","2016","PF","HOU","$18,735,363","$0","$18,735,363","0.199","$18,735,363","$20,000,000","4","$80,000,000","$58,493,952","2020","2016","27",""
"","Allen Crabbe","2016","SG","POR","$18,500,000","$0","$18,500,000","0.197","$18,500,000","$18,708,125","4","$74,832,500","$21,134,276","2020","2016","23",""
"","Paul George","2016","SF","IND","$18,314,532","$0","$18,314,532","0.195","$18,314,532","$18,314,532","5","$91,572,660","$61,391,831","2018","2014","23",""
"","Jimmy Butler","2016","SG","CHI","$16,402,209","$1,150,000","$18,156,361","0.193","$17,006,361","$18,467,976","5","$92,339,878","$41,874,157","2019","2015","25",""
"","Luol Deng","2016","SF","LAL","$18,000,000","$0","$18,000,000","0.191","$18,000,000","$18,000,000","4","$72,000,000","$117,118,719","2020","2016","30",""
"","Kyrie Irving","2016","PG","CLE","$17,638,063","$0","$17,638,063","0.187","$17,638,063","$18,868,625","5","$94,343,126","$56,239,811","2019","2015","22",""
"","Kawhi Leonard","2016","SF","SAS","$17,638,063","$0","$17,638,063","0.187","$17,638,063","$18,868,625","5","$94,343,126","$42,031,319","2019","2015","23",""
"","Tobias Harris","2016","PF","DET","$17,200,000","$0","$17,200,000","0.183","$17,200,000","$16,000,000","4","$64,000,000","$39,749,880","2019","2015","22",""
"","Wesley Matthews","2016","SG","DAL","$17,145,838","$0","$17,145,838","0.182","$17,145,838","$17,515,007","4","$70,060,026","$65,562,470","2019","2015","28",""
"","Greg Monroe","2016","C","MIL","$17,145,838","$0","$17,145,838","0.182","$17,145,838","$17,145,838","3","$51,437,513","$51,556,454","2018","2015","24",""
"","Enes Freedom","2016","C","OKC","$17,145,838","$0","$17,145,838","0.182","$17,145,838","$17,515,007","4","$70,060,026","$51,648,935","2019","2015","22",""
"","Joakim Noah","2016","C","NYK","$17,000,000","$0","$17,000,000","0.181","$17,000,000","$18,147,500","4","$72,590,000","$85,173,633","2020","2016","30",""
"","Bismack Biyombo","2016","C","ORL","$17,000,000","$0","$17,000,000","0.181","$17,000,000","$18,000,000","4","$72,000,000","$31,913,319","2020","2016","23",""
"","DeMarcus Cousins","2016","C","NOP","$16,957,900","$0","$16,957,900","0.180","$5,785,636","$16,404,925","4","$65,619,700","$62,648,136","2018","2014","23",""
"","John Wall","2016","PG","WAS","$16,957,900","$0","$16,957,900","0.180","$16,957,900","$16,957,900","5","$84,789,500","$70,526,975","0","2014","23",""
"","Klay Thompson","2016","SG","GSW","$16,663,575","$0","$16,663,575","0.177","$16,663,575","$17,244,863","4","$68,979,450","$41,492,124","2019","2015","24",""
"","Evan Turner","2016","SF","POR","$16,393,443","$0","$16,393,443","0.174","$16,393,443","$17,500,000","4","$70,000,000","$43,655,028","2020","2016","27",""
"","Gordon Hayward","2016","SF","UTA","$16,073,140","$0","$16,073,140","0.171","$16,073,140","$15,741,355","4","$62,965,420","$56,785,657","2018","2014","23",""
"","Timofey Mozgov","2016","C","LAL","$16,000,000","$0","$16,000,000","0.170","$16,000,000","$16,000,000","4","$64,000,000","$39,398,953","2020","2016","29",""
"","Ian Mahinmi","2016","C","WAS","$15,944,154","$0","$15,944,154","0.169","$15,944,154","$16,000,000","4","$64,000,000","$36,445,697","2020","2016","29",""
"","Goran Dragic","2016","PG","MIA","$15,891,725","$0","$15,891,725","0.169","$15,891,725","$17,000,450","5","$85,002,250","$60,379,408","2020","2015","28",""
"","Kent Bazemore","2016","SF","ATL","$15,730,338","$0","$15,730,338","0.167","$15,730,338","$17,500,000","4","$70,000,000","$20,992,814","2020","2016","26",""
"","Pau Gasol","2016","C","SAS","$15,500,000","$0","$15,500,000","0.165","$15,500,000","$15,848,750","2","$31,697,500","$182,999,615","2018","2016","35",""
"","Tristan Thompson","2016","C","CLE","$15,330,435","$0","$15,330,435","0.163","$15,330,435","$16,400,000","5","$82,000,000","$45,685,434","2020","2015","23",""
"","Draymond Green","2016","PF","GSW","$15,330,435","$0","$15,330,435","0.163","$15,330,435","$16,400,000","5","$82,000,000","$32,232,048","0","2015","24",""
"","Khris Middleton","2016","SF","MIL","$15,200,000","$0","$15,200,000","0.161","$15,200,000","$14,000,000","5","$70,000,000","$32,077,719","2019","2015","23",""
"","Danilo Gallinari","2016","SF","DEN","$15,050,000","$0","$15,050,000","0.160","$15,050,000","$15,050,000","3","$45,150,000","$72,130,481","2018","2015","26",""
"","Jeff Green","2016","SF","ORL","$15,000,000","$0","$15,000,000","0.159","$15,000,000","$15,000,000","1","$15,000,000","$64,618,788","2017","2016","29",""
