"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Serge Ibaka","2018","PF","TOR","$21,666,667","$0","$21,666,667","0.213","$21,666,667","$21,666,667","3","$65,000,000","$96,542,700","2020","2017","27",""
"","Danilo Gallinari","2018","SF","LAC","$21,587,579","$0","$21,587,579","0.212","$21,587,579","$21,587,579","3","$64,762,737","$114,277,659","2020","2017","28",""
"","Jimmy Butler","2018","SG","PHI","$18,691,627","$1,150,000","$20,445,779","0.201","$16,051,567","$18,467,976","5","$92,339,878","$79,321,006","2019","2015","25",""
"","Ryan Anderson","2018","PF","MIA","$20,421,546","$0","$20,421,546","0.200","$7,384,062","$20,000,000","4","$80,000,000","$98,493,952","2020","2016","27",""
"","Kyrie Irving","2018","PG","BOS","$20,099,188","$0","$20,099,188","0.197","$20,099,188","$18,868,625","5","$94,343,126","$95,207,624","2019","2015","22",""
"","Jabari Parker","2018","PF","WAS","$20,000,000","$0","$20,000,000","0.196","$7,231,638","$20,000,000","1","$20,000,000","$42,239,712","2020","2018","22",""
"","Tyler Johnson","2018","SG","PHX","$19,245,370","$0","$19,245,370","0.189","$6,958,778","$12,500,000","4","$50,000,000","$32,978,142","2020","2016","23",""
"","John Wall","2018","PG","WAS","$19,169,800","$0","$19,169,800","0.188","$19,169,800","$16,957,900","5","$84,789,500","$107,760,625","0","2014","23",""
"","George Hill","2018","PG","MIL","$19,000,000","$0","$19,000,000","0.187","$13,418,079","$19,000,000","3","$57,000,000","$83,924,305","2020","2017","30",""
"","Jeff Teague","2018","PG","MIN","$19,000,000","$0","$19,000,000","0.187","$19,000,000","$19,000,000","3","$57,000,000","$77,355,440","2020","2017","28",""
"","Klay Thompson","2018","SG","GSW","$18,988,725","$0","$18,988,725","0.186","$18,988,725","$17,244,863","4","$68,979,450","$78,306,999","2019","2015","24",""
"","Allen Crabbe","2018","SG","BKN","$18,500,000","$0","$18,500,000","0.182","$18,500,000","$18,708,125","4","$74,832,500","$58,966,776","2020","2016","23",""
"","Goran Dragic","2018","PG","MIA","$18,109,175","$0","$18,109,175","0.178","$18,109,175","$17,000,450","5","$85,002,250","$95,489,033","2020","2015","28",""
"","Kent Bazemore","2018","SG","ATL","$18,089,887","$0","$18,089,887","0.178","$18,089,887","$17,500,000","4","$70,000,000","$55,992,814","2020","2016","26",""
"","Evan Turner","2018","SF","POR","$17,868,852","$0","$17,868,852","0.175","$17,868,852","$17,500,000","4","$70,000,000","$78,655,028","2020","2016","27",""
"","Tristan Thompson","2018","C","CLE","$17,469,565","$0","$17,469,565","0.171","$17,469,565","$16,400,000","5","$82,000,000","$79,554,999","2020","2015","23",""
"","Draymond Green","2018","PF","GSW","$17,469,565","$0","$17,469,565","0.171","$17,469,565","$16,400,000","5","$82,000,000","$66,101,613","0","2015","24",""
"","Reggie Jackson","2018","PG","DET","$17,043,478","$0","$17,043,478","0.167","$17,043,478","$16,000,000","5","$80,000,000","$67,516,870","2020","2015","24",""
"","Bismack Biyombo","2018","C","CHA","$17,000,000","$0","$17,000,000","0.167","$17,000,000","$18,000,000","4","$72,000,000","$65,913,319","2020","2016","23",""
"","Derrick Favors","2018","PF","UTA","$16,000,000","$0","$16,900,000","0.166","$16,900,000","$18,800,000","2","$37,600,000","$83,371,159","2020","2018","26",""
"","Jonas Valanciunas","2018","C","MEM","$16,539,326","$0","$16,539,326","0.162","$5,886,879","$16,000,000","4","$64,000,000","$61,621,944","2019","2016","23",""
"","Andre Iguodala","2018","SF","GSW","$16,000,000","$0","$16,000,000","0.157","$16,000,000","$16,000,000","3","$48,000,000","$149,498,733","2020","2017","32",""
"","Timofey Mozgov","2018","C","ORL","$16,000,000","$0","$16,000,000","0.157","$16,000,000","$16,000,000","4","$64,000,000","$70,678,953","2020","2016","29",""
"","Ian Mahinmi","2018","C","WAS","$15,944,154","$0","$15,944,154","0.157","$15,944,154","$16,000,000","4","$64,000,000","$69,051,492","2020","2016","29",""
"","DeMarre Carroll","2018","SF","BKN","$15,400,000","$0","$15,400,000","0.151","$15,400,000","$14,500,000","4","$58,000,000","$66,729,723","2019","2015","28",""
"","Eric Bledsoe","2018","PG","MIL","$15,000,000","$0","$15,000,000","0.147","$15,000,000","$14,000,000","5","$70,000,000","$77,104,069","0","2014","24",""
"","Trevor Ariza","2018","SF","WAS","$15,000,000","$0","$15,000,000","0.147","$9,915,254","$15,000,000","1","$15,000,000","$89,995,477","2019","2018","32",""
"","Ricky Rubio","2018","PG","UTA","$14,800,000","$0","$14,975,000","0.147","$14,975,000","$13,750,000","4","$55,000,000","$70,191,408","2019","2015","24",""
"","Tobias Harris","2018","PF","PHI","$14,800,000","$0","$14,800,000","0.145","$5,351,412","$16,000,000","4","$64,000,000","$70,549,880","2019","2015","22",""
"","J.R. Smith","2018","SG","CLE","$14,720,000","$0","$14,720,000","0.145","$14,720,000","$14,250,000","4","$57,000,000","$85,635,051","2020","2016","30",""
"","Brandon Knight","2018","PG","CLE","$14,631,250","$0","$14,631,250","0.144","$5,290,395","$14,000,000","5","$70,000,000","$65,445,927","2020","2015","23",""
"","Robin Lopez","2018","C","CHI","$14,357,750","$0","$14,357,750","0.141","$14,357,750","$13,503,875","4","$54,015,500","$78,484,389","2019","2015","26",""
"","Marvin Williams","2018","PF","CHA","$14,087,500","$0","$14,087,500","0.138","$14,087,500","$13,628,125","4","$54,512,500","$107,703,378","2020","2016","29",""
"","Taj Gibson","2018","PF","MIN","$14,000,000","$0","$14,000,000","0.137","$14,000,000","$14,000,000","2","$28,000,000","$66,275,668","2019","2017","31",""
"","Clint Capela","2018","C","HOU","$13,793,103","$0","$13,793,103","0.135","$13,793,103","$18,000,000","5","$90,000,000","$19,855,791","0","2018","23",""
"","Thaddeus Young","2018","PF","IND","$13,764,045","$0","$13,764,045","0.135","$13,764,045","$13,500,000","4","$54,000,000","$95,574,568","2019","2015","26",""
"","Eric Gordon","2018","SG","HOU","$13,500,375","$0","$13,500,375","0.133","$13,500,375","$13,221,622","4","$52,886,489","$108,737,717","0","2016","27",""
"","Nikola Vucevic","2018","C","ORL","$12,750,000","$0","$13,250,000","0.130","$13,250,000","$13,250,000","4","$53,000,000","$56,088,639","2019","2015","24",""
"","Joe Ingles","2018","SF","UTA","$13,045,455","$0","$13,045,455","0.128","$13,045,455","$13,000,000","4","$52,000,000","$31,989,155","0","2017","29",""
"","Michael Kidd-Gilchrist","2018","SF","CHA","$13,000,000","$0","$13,000,000","0.128","$13,000,000","$13,000,000","4","$52,000,000","$59,760,923","2020","2016","22",""
"","Khris Middleton","2018","SF","MIL","$13,000,000","$0","$13,000,000","0.128","$13,000,000","$14,000,000","5","$70,000,000","$59,177,719","2019","2015","23",""
"","Mason Plumlee","2018","C","DEN","$12,917,808","$0","$12,917,808","0.127","$12,917,808","$13,666,667","3","$41,000,000","$33,358,674","2020","2017","26",""
"","Wilson Chandler","2018","SF","LAC","$12,800,562","$0","$12,800,562","0.126","$4,628,452","$11,625,000","4","$46,500,000","$75,623,774","2019","2015","27",""
"","Miles Plumlee","2018","C","ATL","$12,500,000","$0","$12,500,000","0.123","$12,500,000","$12,500,000","4","$50,000,000","$42,753,385","2020","2016","27",""
"","Jordan Clarkson","2018","SG","CLE","$12,500,000","$0","$12,500,000","0.123","$12,500,000","$12,500,000","4","$50,000,000","$37,914,895","2020","2016","23",""
"","Nikola Mirotic","2018","PF","MIL","$12,500,000","$0","$12,500,000","0.123","$4,449,153","$7,500,000","2","$15,000,000","$41,631,175","2019","2017","25",""
"","Tyreke Evans","2018","SG","IND","$12,300,000","$0","$12,400,000","0.122","$12,400,000","$12,400,000","1","$12,400,000","$76,231,924","2019","2018","28",""
"","Courtney Lee","2018","SG","DAL","$12,253,780","$0","$12,253,780","0.120","$4,846,128","$12,000,835","4","$48,003,340","$62,234,318","2020","2016","30",""
"","Solomon Hill","2018","SF","NOP","$12,252,928","$0","$12,252,928","0.120","$12,252,928","$12,000,000","4","$48,000,000","$39,639,081","2020","2016","24",""
"","J.J. Redick","2018","SG","PHI","$12,250,000","$0","$12,250,000","0.120","$12,250,000","$12,250,000","1","$12,250,000","$90,766,715","2019","2018","33",""
"","Kemba Walker","2018","PG","CHA","$12,000,000","$0","$12,000,000","0.118","$12,000,000","$12,000,000","4","$48,000,000","$58,199,401","2019","2015","24",""
"","Kentavious Caldwell-Pope","2018","SG","LAL","$12,000,000","$0","$12,000,000","0.118","$12,000,000","$12,000,000","1","$12,000,000","$41,741,533","2019","2018","24",""
"","Avery Bradley","2018","SG","MEM","$12,000,000","$0","$12,000,000","0.118","$4,271,186","$12,480,000","2","$24,960,000","$50,787,412","2020","2018","27",""
"","Alec Burks","2018","SG","SAC","$11,286,515","$0","$11,536,515","0.113","$4,331,000","$10,500,000","4","$42,000,000","$50,973,531","2019","2015","23",""
"","John Henson","2018","PF","CLE","$9,577,466","$1,000,000","$11,327,466","0.111","$7,513,747","$12,000,000","4","$48,000,000","$42,593,070","2020","2016","25",""
"","Iman Shumpert","2018","SG","HOU","$11,011,236","$0","$11,011,236","0.108","$3,981,464","$10,000,000","4","$40,000,000","$47,212,296","2019","2015","24",""
"","Meyers Leonard","2018","C","POR","$10,595,506","$0","$10,595,506","0.104","$10,595,506","$10,250,000","4","$41,000,000","$39,455,962","2020","2016","23",""
"","Bojan Bogdanovic","2018","SF","IND","$10,500,000","$0","$10,500,000","0.103","$10,500,000","$10,500,000","2","$21,000,000","$31,591,796","2019","2017","27",""
"","Terrence Ross","2018","SG","ORL","$10,500,000","$0","$10,500,000","0.103","$10,500,000","$10,500,000","3","$31,500,000","$42,589,837","2019","2016","24",""
"","Maurice Harkless","2018","SF","POR","$10,337,079","$0","$10,337,079","0.101","$10,337,079","$10,500,000","4","$42,000,000","$38,312,463","2020","2016","22",""
"","Rudy Gay","2018","PF","SAS","$10,087,200","$0","$10,087,200","0.099","$10,087,200","$10,087,200","1","$10,087,200","$134,113,070","2019","2018","31",""
"","Jon Leuer","2018","PF","DET","$10,002,681","$0","$10,002,681","0.098","$10,002,681","$10,500,000","4","$42,000,000","$35,537,845","2020","2016","26",""
"","Darren Collison","2018","PG","IND","$10,000,000","$0","$10,000,000","0.098","$10,000,000","$10,000,000","2","$20,000,000","$43,059,051","2019","2017","29",""
"","Andre Roberson","2018","SG","OKC","$10,000,000","$0","$10,000,000","0.098","$10,000,000","$10,000,000","3","$30,000,000","$24,554,572","2020","2017","25",""
"","Danny Green","2018","SG","TOR","$10,000,000","$0","$10,000,000","0.098","$10,000,000","$10,000,000","4","$40,000,000","$52,607,624","2019","2015","27",""
"","Dwight Powell","2018","PF","DAL","$9,631,250","$0","$9,631,250","0.095","$9,631,250","$9,317,188","4","$37,268,750","$28,361,770","0","2016","24",""
"","Matthew Dellavedova","2018","PG","CLE","$9,607,500","$0","$9,607,500","0.094","$6,784,958","$9,607,500","4","$38,430,000","$31,276,438","2020","2016","25",""
"","Jared Dudley","2018","SF","BKN","$9,530,000","$0","$9,530,000","0.094","$9,530,000","$10,000,000","3","$30,000,000","$56,363,760","2019","2016","30",""
"","Josh Richardson","2018","SF","MIA","$9,367,200","$0","$9,367,200","0.092","$9,367,200","$10,491,264","4","$41,965,056","$12,238,311","0","2018","24",""
"","Rajon Rondo","2018","PG","LAL","$9,000,000","$0","$9,000,000","0.088","$9,000,000","$9,000,000","1","$9,000,000","$97,622,794","2019","2018","31",""
"","Bogdan Bogdanovic","2018","SG","SAC","$9,000,000","$0","$9,000,000","0.088","$9,000,000","$9,000,000","3","$27,000,000","$18,470,614","2020","2017","24",""
"","E'Twaun Moore","2018","SG","NOP","$8,808,685","$0","$8,808,685","0.086","$8,808,685","$8,500,000","4","$34,000,000","$29,707,435","2020","2016","26",""
"","Kosta Koufos","2018","C","SAC","$8,739,500","$0","$8,739,500","0.086","$8,739,500","$8,219,750","4","$32,879,000","$47,294,784","2019","2015","25",""
"","Fred VanVleet","2018","PG","TOR","$8,653,847","$0","$8,653,847","0.085","$8,653,847","$9,000,000","2","$18,000,000","$10,509,929","2020","2018","23",""
"","Julius Randle","2018","PF","NOP","$8,641,000","$0","$8,641,000","0.085","$8,641,000","$8,857,025","2","$17,714,050","$22,186,962","2019","2018","23",""
"","Jerryd Bayless","2018","PG","MIN","$8,575,916","$0","$8,575,916","0.084","$7,364,628","$9,000,000","3","$27,000,000","$48,012,904","2019","2016","27",""
"","Markelle Fultz","2018","PG","ORL","$8,339,880","$0","$8,339,880","0.082","$2,968,434","$9,350,004","4","$37,400,017","$15,366,120","0","2017","18",""
"","Joe Harris","2018","SG","BKN","$8,333,333","$0","$8,333,333","0.082","$8,333,333","$8,000,000","2","$16,000,000","$12,568,007","2020","2018","26",""
"","C.J. Miles","2018","SF","MEM","$8,333,333","$0","$8,333,333","0.082","$2,966,102","$8,333,333","3","$25,000,000","$49,814,146","2020","2017","29",""
"","Shaun Livingston","2018","PG","GSW","$8,307,692","$0","$8,307,692","0.082","$8,307,692","$7,897,436","3","$23,692,308","$57,164,535","2020","2017","31",""
"","Garrett Temple","2018","SG","LAC","$8,000,000","$0","$8,000,000","0.079","$2,847,458","$8,000,000","3","$24,000,000","$28,026,925","2019","2016","29",""
"","Cory Joseph","2018","PG","IND","$7,945,000","$0","$7,945,000","0.078","$7,945,000","$7,472,500","4","$29,890,000","$34,867,660","2019","2015","23",""
"","JaMychal Green","2018","PF","LAC","$7,666,667","$0","$7,866,667","0.077","$2,928,814","$8,100,000","2","$16,200,000","$21,329,811","2019","2017","26",""
"","Karl-Anthony Towns","2018","C","MIN","$7,839,435","$0","$7,839,435","0.077","$7,839,435","$6,430,009","4","$25,720,035","$25,720,035","0","2015","19",""
"","Kyle Korver","2018","SG","UTA","$7,560,000","$0","$7,560,000","0.074","$5,723,390","$7,353,333","3","$22,060,000","$77,876,882","2020","2017","35",""
"","Jeremy Lamb","2018","SG","CHA","$7,488,372","$0","$7,488,372","0.074","$7,488,372","$7,000,000","3","$21,000,000","$30,367,716","2019","2016","23",""
"","Jae Crowder","2018","SF","UTA","$7,305,825","$0","$7,305,825","0.072","$7,305,825","$7,000,000","5","$35,000,000","$29,489,073","2020","2015","24",""
"","D.J. Augustin","2018","PG","ORL","$7,250,000","$0","$7,250,000","0.071","$7,250,000","$7,250,000","4","$29,000,000","$43,012,263","2020","2016","28",""
"","Dewayne Dedmon","2018","C","ATL","$6,300,000","$0","$7,200,000","0.071","$7,200,000","$7,050,000","2","$14,100,000","$18,359,762","2019","2017","27",""
"","Lance Thomas","2018","SF","NYK","$7,119,650","$0","$7,119,650","0.070","$7,119,650","$6,887,488","4","$27,549,950","$23,674,292","2020","2016","27",""
"","D'Angelo Russell","2018","PG","BKN","$7,019,698","$0","$7,019,698","0.069","$7,019,698","$5,754,495","4","$23,017,978","$23,017,978","2019","2015","18",""
"","Langston Galloway","2018","SG","DET","$7,000,000","$0","$7,000,000","0.069","$7,000,000","$7,000,000","3","$21,000,000","$20,038,174","2020","2017","25",""
"","Boban Marjanovic","2018","C","PHI","$7,000,000","$0","$7,000,000","0.069","$2,531,073","$7,000,000","3","$21,000,000","$22,200,000","2019","2016","27",""
"","Davis Bertans","2018","PF","SAS","$7,000,000","$0","$7,000,000","0.069","$7,000,000","$7,250,000","2","$14,500,000","$8,856,082","2020","2018","25",""
"","Al-Farouq Aminu","2018","PF","POR","$6,957,105","$0","$6,957,105","0.068","$6,957,105","$7,500,000","4","$30,000,000","$42,459,696","2019","2015","24",""
"","Jayson Tatum","2018","SF","BOS","$6,700,800","$0","$6,700,800","0.066","$6,700,800","$7,518,330","4","$30,073,320","$12,346,200","0","2017","18",""
"","Mario Hezonja","2018","SG","NYK","$6,500,000","$0","$6,500,000","0.064","$6,500,000","$6,500,000","1","$6,500,000","$18,229,640","2019","2018","22",""
"","Ben Simmons","2018","PG","PHI","$6,434,520","$0","$6,434,520","0.063","$6,434,520","$6,655,113","4","$26,620,450","$18,506,520","0","2016","19",""
"","Marco Belinelli","2018","SG","SAS","$6,153,846","$0","$6,153,846","0.060","$6,153,846","$6,000,000","2","$12,000,000","$43,308,847","2020","2018","31",""
"","Josh Jackson","2018","SF","PHX","$6,041,520","$0","$6,041,520","0.059","$6,041,520","$6,780,321","4","$27,121,282","$11,131,560","2020","2017","19",""
"","Ishmael Smith","2018","PG","DET","$6,000,000","$0","$6,000,000","0.059","$6,000,000","$6,000,000","3","$18,000,000","$23,863,089","2019","2016","27",""
"","Montrezl Harrell","2018","C","LAC","$6,000,000","$0","$6,000,000","0.059","$6,000,000","$6,000,000","2","$12,000,000","$9,516,382","2020","2018","23",""
"","Jonathon Simmons","2018","SF","PHI","$6,000,000","$0","$6,000,000","0.059","$2,135,574","$6,666,667","3","$20,000,000","$13,699,729","2020","2017","27",""
"","Jaren Jackson Jr.","2018","PF","MEM","$5,915,040","$0","$5,915,040","0.058","$5,915,040","$7,320,110","4","$29,280,440","$5,915,040","0","2018","18",""
"","Brandon Ingram","2018","SF","LAL","$5,757,120","$0","$5,757,120","0.057","$5,757,120","$5,955,921","4","$23,823,685","$16,558,200","2020","2016","18",""
"","Anthony Tolliver","2018","PF","MIN","$5,750,000","$0","$5,750,000","0.056","$5,750,000","$5,750,000","1","$5,750,000","$31,681,489","2019","2018","32",""
"","Kristaps Porzingis","2018","PF","DAL","$5,697,054","$0","$5,697,054","0.056","$2,253,072","$4,662,524","4","$18,650,094","$18,650,094","2019","2015","19",""
"","De'Aaron Fox","2018","PG","SAC","$5,470,920","$0","$5,470,920","0.054","$5,470,920","$6,143,127","4","$24,572,507","$10,080,120","0","2017","19",""
"","Patrick Patterson","2018","PF","OKC","$5,451,600","$0","$5,451,600","0.054","$5,451,600","$5,451,600","3","$16,354,800","$37,396,471","2020","2017","27",""
"","Marcus Morris Sr.","2018","PF","BOS","$5,375,000","$0","$5,375,000","0.053","$5,375,000","$5,000,000","4","$20,000,000","$28,303,419","2019","2015","25",""
"","DeMarcus Cousins","2018","C","GSW","$5,337,000","$0","$5,337,000","0.052","$5,337,000","$5,337,000","1","$5,337,000","$86,048,986","2019","2018","27",""
"","Dwight Howard","2018","C","WAS","$5,337,000","$0","$5,337,000","0.052","$5,337,000","$5,470,425","2","$10,940,850","$234,492,486","2020","2018","32",""
"","Thabo Sefolosha","2018","SF","UTA","$5,250,000","$0","$5,250,000","0.052","$5,250,000","$5,250,000","2","$10,500,000","$44,081,326","2019","2017","32",""
"","Aron Baynes","2018","C","BOS","$5,193,600","$0","$5,193,600","0.051","$5,193,600","$5,323,440","2","$10,646,880","$25,627,060","2020","2018","31",""
"","Jaylen Brown","2018","SG","BOS","$5,169,960","$0","$5,169,960","0.051","$5,169,960","$5,351,067","4","$21,404,269","$14,869,440","0","2016","19",""
"","Patrick Beverley","2018","PG","LAC","$5,027,027","$0","$5,027,027","0.049","$5,027,027","$5,756,757","4","$23,027,026","$25,801,389","2019","2015","26",""
"","Tony Parker","2018","PG","CHA","$5,000,000","$0","$5,000,000","0.049","$5,000,000","$5,000,000","2","$10,000,000","$165,843,436","2020","2018","35",""
"","Dirk Nowitzki","2018","PF","DAL","$5,000,000","$0","$5,000,000","0.049","$5,000,000","$5,000,000","1","$5,000,000","$251,646,362","2019","2018","39",""
"","Mike Muscala","2018","PF","LAL","$5,000,000","$0","$5,000,000","0.049","$1,779,661","$5,000,000","2","$10,000,000","$12,940,925","2019","2017","25",""
"","Jonathan Isaac","2018","PF","ORL","$4,969,080","$0","$4,969,080","0.049","$4,969,080","$5,581,102","4","$22,324,406","$9,155,400","0","2017","19",""
"","Willie Cauley-Stein","2018","C","SAC","$4,696,875","$0","$4,696,875","0.046","$4,696,875","$3,837,619","4","$15,350,475","$15,350,475","2019","2015","21",""
"","Dragan Bender","2018","PF","PHX","$4,661,280","$0","$4,661,280","0.046","$4,661,280","$4,825,730","4","$19,302,919","$13,406,400","2019","2016","18",""
"","Ed Davis","2018","PF","BKN","$4,449,000","$0","$4,449,000","0.044","$4,449,000","$4,449,000","1","$4,449,000","$34,370,640","2019","2018","28",""
"","Kyle O'Quinn","2018","C","IND","$4,449,000","$0","$4,449,000","0.044","$4,449,000","$4,449,000","1","$4,449,000","$18,698,237","2019","2018","27",""
"","Lance Stephenson","2018","SG","LAL","$4,449,000","$0","$4,449,000","0.044","$4,449,000","$4,449,000","1","$4,449,000","$35,269,574","2019","2018","27",""
"","Justin Holiday","2018","SG","MEM","$4,384,615","$0","$4,384,615","0.043","$2,402,868","$4,500,000","2","$9,000,000","$11,826,814","2019","2017","27",""
"","Alex Len","2018","C","ATL","$4,350,000","$0","$4,350,000","0.043","$4,350,000","$4,255,000","2","$8,510,000","$24,310,979","2020","2018","24",""
"","Mike Scott","2018","PF","PHI","$4,320,500","$0","$4,320,500","0.042","$4,320,500","$4,320,500","1","$4,320,500","$18,854,729","2019","2018","29",""
"","Emmanuel Mudiay","2018","PG","NYK","$4,294,480","$0","$4,294,480","0.042","$4,294,480","$3,505,000","4","$14,020,000","$14,020,000","2019","2015","18",""
"","Kris Dunn","2018","PG","CHI","$4,221,000","$0","$4,221,000","0.041","$4,221,000","$4,372,072","4","$17,488,287","$12,140,280","2020","2016","21",""
"","Glenn Robinson III","2018","SG","DET","$4,075,000","$0","$4,075,000","0.040","$4,075,000","$4,075,000","1","$4,075,000","$8,257,141","2020","2018","23",""
"","Stanley Johnson","2018","SF","NOP","$3,940,402","$0","$3,940,402","0.039","$1,402,516","$3,212,511","4","$12,850,042","$12,850,042","2019","2015","18",""
"","Buddy Hield","2018","SG","SAC","$3,833,760","$0","$3,833,760","0.038","$3,833,760","$3,971,912","4","$15,887,648","$11,026,440","0","2016","23",""
"","Jose Barea","2018","PG","DAL","$3,710,850","$0","$3,710,850","0.036","$3,710,850","$4,000,425","4","$16,001,700","$39,235,350","2019","2015","30",""
"","Nene Hilario","2018","C","HOU","$3,651,480","$0","$3,651,480","0.036","$3,651,480","$3,651,480","3","$10,954,440","$130,239,024","2019","2017","34",""
"","Frank Kaminsky","2018","PF","CHA","$3,627,842","$0","$3,627,842","0.036","$3,627,842","$2,954,491","4","$11,817,962","$11,817,962","2019","2015","21",""
"","Jamal Murray","2018","PG","DEN","$3,499,800","$0","$3,499,800","0.034","$3,499,800","$3,627,677","4","$14,510,706","$10,065,960","0","2016","18",""
"","Justise Winslow","2018","SF","MIA","$3,448,926","$0","$3,448,926","0.034","$3,448,926","$2,807,282","4","$11,229,126","$11,229,126","0","2015","18",""
"","Myles Turner","2018","C","IND","$3,410,284","$0","$3,410,284","0.033","$3,410,284","$2,700,451","4","$10,801,804","$10,801,804","0","2015","18",""
"","Brook Lopez","2018","C","MIL","$3,382,000","$0","$3,382,000","0.033","$3,382,000","$3,382,000","1","$3,382,000","$120,805,487","2019","2018","29",""
"","Allonzo Trier","2018","SG","NYK","$3,382,000","$0","$3,382,000","0.033","$3,382,000","$3,466,550","2","$6,933,100","$3,382,000","2020","2018","21",""
"","Trey Lyles","2018","PF","DEN","$3,364,249","$0","$3,364,249","0.033","$3,364,249","$2,596,512","4","$10,386,049","$10,386,049","2019","2015","19",""
"","Ekpe Udoh","2018","C","UTA","$3,360,000","$0","$3,360,000","0.033","$3,360,000","$3,280,000","2","$6,560,000","$21,252,593","2019","2017","29",""
"","Devin Booker","2018","SG","PHX","$3,314,365","$0","$3,314,365","0.033","$3,314,365","$2,496,291","4","$9,985,165","$9,985,165","0","2015","18",""
"","Luke Kennard","2018","SG","DET","$3,275,280","$0","$3,275,280","0.032","$3,275,280","$3,783,887","4","$15,135,546","$6,034,560","0","2017","20",""
"","Troy Daniels","2018","SG","PHX","$3,258,549","$0","$3,258,549","0.032","$3,258,549","$3,333,336","3","$10,000,009","$11,922,355","2019","2016","24",""
"","Kelly Oubre Jr.","2018","SF","PHX","$3,208,630","$0","$3,208,630","0.032","$2,120,959","$2,307,138","4","$9,228,550","$9,228,550","2019","2015","19",""
"","Marquese Chriss","2018","PF","CLE","$3,206,160","$0","$3,206,160","0.031","$1,159,289","$3,324,909","4","$13,299,636","$9,221,400","2019","2016","18",""
"","Tomas Satoransky","2018","SG","WAS","$3,129,187","$0","$3,129,187","0.031","$3,129,187","$3,000,000","3","$9,000,000","$9,000,000","2019","2016","24",""
