"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","George Hill","2014","PG","IND","$8,000,000","$0","$8,000,000","0.127","$8,000,000","$8,000,000","5","$40,000,000","$28,924,305","2017","2012","25",""
"","O.J. Mayo","2014","SG","MIL","$8,000,000","$0","$8,000,000","0.127","$8,000,000","$8,000,000","3","$24,000,000","$37,050,745","2016","2013","25",""
"","Boris Diaw","2014","C","SAS","$7,500,000","$0","$8,000,000","0.127","$8,000,000","$7,000,000","4","$28,000,000","$66,404,717","2018","2014","31",""
"","Dirk Nowitzki","2014","PF","DAL","$7,974,482","$0","$7,974,482","0.126","$7,974,482","$8,333,333","3","$25,000,000","$208,313,028","2017","2014","35",""
"","Ersan Ilyasova","2014","PF","MIL","$7,900,000","$0","$7,900,000","0.125","$7,900,000","$8,000,000","5","$40,000,000","$31,228,666","2017","2012","24",""
"","Arron Afflalo","2014","SG","POR","$7,362,500","$0","$7,750,000","0.123","$7,750,000","$7,342,500","5","$36,712,500","$34,328,948","2015","2011","25",""
"","Tayshaun Prince","2014","SF","DET","$7,707,865","$0","$7,707,865","0.122","$7,707,865","$7,000,000","4","$28,000,000","$78,948,861","2015","2011","30",""
"","Goran Dragic","2014","PG","MIA","$7,500,000","$0","$7,500,000","0.119","$7,500,000","$7,500,000","4","$30,000,000","$29,704,683","2016","2012","25",""
"","Wesley Matthews","2014","SG","POR","$6,107,640","$1,138,000","$7,245,640","0.115","$6,107,640","$6,505,320","5","$32,526,600","$32,009,132","2015","2010","23",""
"","Isaiah Thomas","2014","PG","BOS","$7,238,606","$0","$7,238,606","0.115","$7,238,606","$6,750,001","4","$27,000,002","$10,414,450","2018","2014","24",""
"","Avery Bradley","2014","SG","BOS","$7,191,011","$0","$7,191,011","0.114","$7,191,011","$8,000,000","4","$32,000,000","$13,978,423","2018","2014","23",""
"","Pau Gasol","2014","PF","CHI","$7,128,000","$0","$7,128,000","0.113","$7,128,000","$7,448,760","3","$22,346,280","$160,050,855","2017","2014","33",""
"","Jose Calderon","2014","PG","NYK","$7,097,191","$0","$7,097,191","0.113","$7,097,191","$7,250,000","4","$29,000,000","$63,975,212","2017","2013","31",""
"","Kyrie Irving","2014","PG","CLE","$7,070,730","$0","$7,070,730","0.112","$7,070,730","$5,799,503","4","$23,198,010","$22,194,248","0","2011","18",""
"","Marvin Williams","2014","PF","CHA","$7,000,000","$0","$7,000,000","0.111","$7,000,000","$7,000,000","2","$14,000,000","$61,197,128","2016","2014","27",""
"","Manu Ginobili","2014","SG","SAS","$7,000,000","$0","$7,000,000","0.111","$7,000,000","$7,250,000","2","$14,500,000","$94,964,600","2015","2013","35",""
"","Amir Johnson","2014","PF","TOR","$7,000,000","$0","$7,000,000","0.111","$7,000,000","$6,000,000","5","$30,000,000","$40,989,800","2015","2010","22",""
"","Brandon Bass","2014","PF","BOS","$6,900,000","$0","$6,900,000","0.109","$6,900,000","$6,450,000","3","$19,350,000","$33,229,362","2015","2012","26",""
"","J.J. Redick","2014","SG","LAC","$6,792,500","$0","$6,792,500","0.108","$6,792,500","$6,938,750","4","$27,755,000","$41,054,215","2017","2013","28",""
"","Kevin Martin","2014","SG","MIN","$6,792,500","$0","$6,792,500","0.108","$6,792,500","$6,938,750","4","$27,755,000","$68,665,192","2017","2013","29",""
"","Wilson Chandler","2014","SF","DEN","$6,757,913","$0","$6,757,913","0.107","$6,757,913","$6,344,163","5","$31,720,817","$29,123,774","2016","2011","23",""
"","Jason Richardson","2014","SG","PHI","$6,601,125","$0","$6,601,125","0.105","$6,601,125","$6,000,000","4","$24,000,000","$104,303,408","2015","2011","29",""
"","J.R. Smith","2014","SG","CLE","$5,982,375","$0","$6,515,510","0.103","$5,982,375","$5,982,375","3","$17,947,125","$39,355,051","2015","2013","27",""
"","Carl Landry","2014","PF","SAC","$6,500,000","$0","$6,500,000","0.103","$6,500,000","$6,500,000","4","$26,000,000","$35,427,163","2017","2013","29",""
"","Greivis Vasquez","2014","PG","TOR","$6,400,000","$0","$6,400,000","0.101","$6,400,000","$6,500,000","2","$13,000,000","$11,673,700","2016","2014","26",""
"","Derrick Williams","2014","PF","SAC","$6,331,404","$0","$6,331,404","0.100","$6,331,404","$4,809,840","3","$14,429,520","$19,862,832","2015","2011","19",""
"","Jarrett Jack","2014","PG","BKN","$6,300,000","$0","$6,300,000","0.100","$6,300,000","$6,300,000","4","$25,200,000","$37,211,745","2017","2013","29",""
"","Kyle Korver","2014","SG","ATL","$6,253,521","$0","$6,253,521","0.099","$6,253,521","$6,000,000","4","$24,000,000","$50,019,450","2017","2013","31",""
"","Landry Fields","2014","SF","TOR","$6,250,000","$0","$6,250,000","0.099","$6,250,000","$6,250,000","3","$18,750,000","$19,837,078","2015","2012","23",""
"","Robin Lopez","2014","C","POR","$5,340,229","$0","$6,124,729","0.097","$6,124,729","$5,119,761","3","$15,359,283","$24,468,889","2015","2012","23",""
"","Jason Thompson","2014","PF","SAC","$6,037,500","$0","$6,037,500","0.096","$6,037,500","$6,037,500","5","$30,187,500","$25,454,678","2017","2012","25",""
"","Gerald Henderson","2014","SG","CHA","$6,000,000","$0","$6,000,000","0.095","$6,000,000","$6,000,000","3","$18,000,000","$20,973,706","2016","2013","25",""
"","Jodie Meeks","2014","SG","DET","$6,000,000","$0","$6,000,000","0.095","$6,000,000","$6,270,000","3","$18,810,000","$10,981,531","2017","2014","26",""
"","Chuck Hayes","2014","PF","TOR","$5,958,750","$0","$5,958,750","0.094","$5,958,750","$5,604,375","4","$22,417,500","$29,699,620","2015","2011","27",""
"","Spencer Hawes","2014","PF","LAC","$5,305,000","$0","$5,871,309","0.093","$5,305,000","$5,663,088","4","$22,652,350","$31,747,828","2018","2014","25",""
"","Jason Terry","2014","SG","HOU","$5,450,000","$0","$5,850,313","0.093","$5,850,313","$5,225,000","3","$15,675,000","$101,658,213","2015","2012","34",""
"","Patrick Patterson","2014","PF","TOR","$5,831,326","$0","$5,831,326","0.092","$5,831,326","$6,050,000","3","$18,150,001","$14,434,196","2017","2014","24",""
"","P.J. Tucker","2014","SF","PHX","$5,700,000","$0","$5,700,000","0.090","$5,700,000","$5,500,000","3","$16,500,000","$7,759,206","2017","2014","28",""
"","Enes Freedom","2014","C","OKC","$5,694,674","$0","$5,694,674","0.090","$5,694,674","$4,663,129","4","$18,652,514","$18,095,597","2015","2011","18",""
"","Anthony Davis","2014","PF","NOP","$5,607,240","$0","$5,607,240","0.089","$5,607,240","$5,799,503","4","$23,198,010","$16,127,280","0","2012","18",""
"","Anthony Bennett","2014","PF","MIN","$5,563,920","$0","$5,563,920","0.088","$5,563,920","$5,563,920","3","$16,691,760","$10,888,200","2017","2013","19",""
"","Andrew Wiggins","2014","SF","MIN","$5,510,640","$0","$5,510,640","0.087","$5,510,640","$6,212,561","4","$24,850,243","$5,510,640","2018","2014","18",""
"","Greg Monroe","2014","C","DET","$5,479,933","$0","$5,479,933","0.087","$5,479,933","$5,479,933","1","$5,479,933","$18,003,116","2015","2014","23",""
"","Jamal Crawford","2014","SG","LAC","$5,450,000","$0","$5,450,000","0.086","$5,450,000","$5,337,500","4","$21,350,000","$83,400,887","2016","2012","31",""
"","Courtney Lee","2014","SG","MEM","$5,450,000","$0","$5,450,000","0.086","$5,450,000","$5,337,500","4","$21,350,000","$21,315,648","2016","2012","26",""
"","Louis Williams","2014","SG","TOR","$5,450,000","$0","$5,450,000","0.086","$5,450,000","$5,225,000","3","$15,675,000","$36,198,368","2015","2012","25",""
"","J.J Hickson","2014","PF","DEN","$5,381,750","$0","$5,381,750","0.085","$5,381,750","$5,381,750","3","$16,145,250","$20,714,464","2016","2013","24",""
"","Martell Webster","2014","SF","WAS","$5,381,750","$0","$5,381,750","0.085","$5,381,750","$5,497,625","4","$21,990,500","$38,374,926","2017","2013","26",""
"","Chris Andersen","2014","PF","MIA","$5,375,000","$0","$5,375,000","0.085","$5,375,000","$5,187,500","2","$10,375,000","$26,603,296","2016","2014","35",""
"","Nikola Mirotic","2014","PF","CHI","$5,305,000","$0","$5,305,000","0.084","$5,305,000","$5,543,725","3","$16,631,175","$5,305,000","2017","2014","22",""
"","Shaun Livingston","2014","PG","GSW","$5,305,000","$0","$5,305,000","0.084","$5,305,000","$5,543,725","3","$16,631,175","$29,838,360","2017","2014","28",""
"","Josh McRoberts","2014","PF","MIA","$5,305,000","$0","$5,305,000","0.084","$5,305,000","$5,663,088","4","$22,652,350","$16,355,931","2018","2014","26",""
"","Paul Pierce","2014","SF","WAS","$5,305,000","$0","$5,305,000","0.084","$5,305,000","$5,424,363","2","$10,848,725","$187,132,032","2016","2014","36",""
"","Zaza Pachulia","2014","C","MIL","$5,200,000","$0","$5,200,000","0.082","$5,200,000","$5,200,000","3","$15,600,000","$45,460,148","2016","2013","28",""
"","Tristan Thompson","2014","C","CLE","$5,138,430","$0","$5,138,430","0.081","$5,138,430","$4,205,318","4","$16,821,270","$16,094,129","2015","2011","19",""
"","Michael Kidd-Gilchrist","2014","SF","CHA","$5,016,960","$0","$5,016,960","0.080","$5,016,960","$5,190,231","4","$20,760,923","$14,429,520","2016","2012","18",""
"","Chase Budinger","2014","SF","MIN","$5,000,000","$0","$5,000,000","0.079","$5,000,000","$5,000,000","3","$15,000,000","$13,104,868","2016","2013","24",""
"","Brandan Wright","2014","PF","PHX","$5,000,000","$0","$5,000,000","0.079","$5,000,000","$5,000,000","2","$10,000,000","$22,619,740","2015","2013","25",""
"","Trevor Booker","2014","PF","UTA","$5,000,000","$0","$5,000,000","0.079","$5,000,000","$4,887,500","2","$9,775,000","$11,018,913","2016","2014","26",""
"","Nick Young","2014","SG","LAL","$4,994,420","$0","$4,994,420","0.079","$4,994,420","$5,331,544","4","$21,326,174","$22,115,579","2018","2014","28",""
"","Victor Oladipo","2014","SG","ORL","$4,978,200","$0","$4,978,200","0.079","$4,978,200","$5,371,860","4","$21,487,440","$9,741,960","0","2013","20",""
"","Jabari Parker","2014","PF","MIL","$4,930,560","$0","$4,930,560","0.078","$4,930,560","$7,413,237","3","$22,239,712","$4,930,560","2018","2014","18",""
"","Luis Scola","2014","PF","IND","$4,868,499","$0","$4,868,499","0.077","$4,868,499","$4,508,504","3","$13,525,513","$54,776,370","2015","2012","31",""
"","Tony Allen","2014","SG","MEM","$4,831,461","$0","$4,831,461","0.077","$4,831,461","$5,000,000","4","$20,000,001","$27,938,247","2017","2013","30",""
"","Chris Kaman","2014","C","POR","$4,800,000","$0","$4,800,000","0.076","$4,800,000","$4,908,000","2","$9,816,000","$78,289,807","2016","2014","31",""
"","Kostas Papanikolaou","2014","SF","HOU","$4,694,365","$103,299","$4,797,664","0.076","$4,900,963","$4,797,664","2","$9,595,328","$4,900,963","2016","2014","23",""
"","Darren Collison","2014","PG","SAC","$4,797,664","$0","$4,797,664","0.076","$4,797,664","$5,013,559","3","$15,040,677","$12,816,038","2017","2014","26",""
"","Corey Brewer","2014","SG","HOU","$4,702,500","$0","$4,702,500","0.075","$4,702,500","$4,702,500","3","$14,107,500","$29,663,854","2016","2013","26",""
"","Ricky Rubio","2014","PG","MIN","$4,660,479","$0","$4,660,479","0.074","$4,660,479","$3,836,364","4","$15,345,456","$14,666,408","0","2011","20",""
"","Timofey Mozgov","2014","C","CLE","$4,650,000","$0","$4,650,000","0.074","$4,650,000","$4,666,667","3","$14,000,000","$18,448,953","2016","2013","26",""
"","Andre Miller","2014","PG","SAC","$4,625,000","$0","$4,625,000","0.073","$4,625,000","$4,875,000","3","$14,625,000","$94,695,242","2015","2012","35",""
"","Bradley Beal","2014","SG","WAS","$4,505,280","$0","$4,505,280","0.071","$4,505,280","$4,663,129","4","$18,652,514","$12,957,840","2016","2012","18",""
"","Jonas Jerebko","2014","PF","BOS","$4,500,000","$0","$4,500,000","0.071","$4,500,000","$4,500,000","4","$18,000,000","$18,341,734","2015","2011","23",""
"","Caron Butler","2014","SF","DET","$4,500,000","$0","$4,500,000","0.071","$4,500,000","$4,500,000","2","$9,000,000","$80,064,701","2016","2014","33",""
"","Ben Gordon","2014","SG","ORL","$4,500,000","$0","$4,500,000","0.071","$4,500,000","$4,500,000","2","$9,000,000","$82,353,604","2016","2014","30",""
"","Otto Porter Jr.","2014","SF","WAS","$4,470,480","$0","$4,470,480","0.071","$4,470,480","$4,826,355","4","$19,305,421","$8,748,480","2017","2013","19",""
"","Joel Embiid","2014","C","PHI","$4,427,640","$0","$4,427,640","0.070","$4,427,640","$4,995,257","4","$19,981,026","$4,427,640","0","2014","19",""
"","Luc Richard Mbah a Moute","2014","PF","PHI","$3,956,095","$426,481","$4,382,576","0.069","$3,956,095","$4,691,288","4","$18,765,152","$20,220,566","2015","2011","24",""
"","Jared Dudley","2014","SF","MIL","$4,250,000","$0","$4,250,000","0.067","$4,250,000","$4,250,000","5","$21,250,000","$21,988,760","2016","2011","25",""
"","Kris Humphries","2014","PF","WAS","$4,250,000","$0","$4,250,000","0.067","$4,250,000","$4,440,000","3","$13,320,000","$53,150,233","2017","2014","28",""
"","C.J. Miles","2014","SF","IND","$4,205,000","$0","$4,205,000","0.067","$4,205,000","$4,488,838","4","$17,955,350","$24,566,630","2018","2014","26",""
"","Thabo Sefolosha","2014","SF","ATL","$4,150,000","$0","$4,150,000","0.066","$4,150,000","$4,000,000","3","$12,000,000","$25,731,326","2017","2014","29",""
"","Dion Waiters","2014","SG","OKC","$4,062,000","$0","$4,062,000","0.064","$4,062,000","$4,205,318","4","$16,821,270","$11,682,840","2016","2012","20",""
"","Cody Zeller","2014","C","CHA","$4,030,560","$0","$4,030,560","0.064","$4,030,560","$4,352,528","4","$17,410,113","$7,887,600","0","2013","20",""
"","Danny Green","2014","SG","SAS","$4,025,000","$0","$4,025,000","0.064","$4,025,000","$3,762,500","3","$11,287,500","$12,607,624","2015","2012","24",""
"","Ian Mahinmi","2014","C","IND","$4,000,000","$0","$4,000,000","0.063","$4,000,000","$4,000,000","4","$16,000,000","$16,501,543","2016","2012","25",""
"","Mario Chalmers","2014","PG","MIA","$4,000,000","$0","$4,000,000","0.063","$4,000,000","$4,150,000","2","$8,300,000","$17,540,012","2016","2014","27",""
"","Aaron Gordon","2014","PF","ORL","$3,992,040","$0","$3,992,040","0.063","$3,992,040","$4,504,865","4","$18,019,460","$3,992,040","2018","2014","18",""
"","Mo Williams","2014","PG","CHA","$3,965,074","$0","$3,965,074","0.063","$3,965,074","$3,750,000","1","$3,750,000","$61,868,468","2015","2014","31",""
"","Vince Carter","2014","SG","MEM","$3,911,981","$0","$3,911,981","0.062","$3,911,981","$4,088,019","3","$12,264,057","$150,735,555","2017","2014","36",""
"","Kevin Seraphin","2014","PF","WAS","$3,898,691","$0","$3,898,691","0.062","$3,898,691","$3,898,691","1","$3,898,691","$11,373,010","2015","2014","24",""
"","Devin Harris","2014","PG","DAL","$3,878,896","$0","$3,878,896","0.062","$3,878,896","$4,140,721","4","$16,562,884","$59,163,975","2018","2014","30",""
"","Bismack Biyombo","2014","C","CHA","$3,873,398","$0","$3,873,398","0.061","$3,873,398","$3,161,320","4","$12,645,278","$12,099,319","2015","2011","18",""
"","Patty Mills","2014","PG","SAS","$3,508,772","$0","$3,842,105","0.061","$3,842,105","$4,333,333","3","$13,000,000","$7,717,787","2017","2014","25",""
"","Joel Anthony","2014","C","DET","$3,800,000","$0","$3,800,000","0.060","$3,800,000","$3,650,000","5","$18,250,000","$19,511,738","2015","2010","27",""
