"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Michael Kidd-Gilchrist","2015","SF","CHA","$6,331,403","$0","$6,331,403","0.090","$6,331,403","$5,190,231","4","$20,760,923","$20,760,923","2016","2012","18",""
"","Jarrett Jack","2015","PG","BKN","$6,300,000","$0","$6,300,000","0.090","$6,300,000","$6,300,000","4","$25,200,000","$43,511,745","2017","2013","29",""
"","Jodie Meeks","2015","SG","DET","$6,270,000","$0","$6,270,000","0.090","$6,270,000","$6,270,000","3","$18,810,000","$17,251,531","2017","2014","26",""
"","Patrick Patterson","2015","PF","TOR","$6,268,675","$0","$6,268,675","0.090","$6,268,675","$6,050,000","3","$18,150,001","$20,702,871","2017","2014","24",""
"","Spencer Hawes","2015","PF","CHA","$5,543,725","$0","$6,110,034","0.087","$5,543,725","$5,663,088","4","$22,652,350","$37,857,862","2018","2014","25",""
"","Marco Belinelli","2015","SG","SAC","$6,060,606","$0","$6,060,606","0.087","$6,060,606","$6,333,333","3","$19,000,000","$23,739,390","2018","2015","28",""
"","Gerald Henderson","2015","SG","POR","$6,000,000","$0","$6,000,000","0.086","$6,000,000","$6,000,000","3","$18,000,000","$26,973,706","2016","2013","25",""
"","Tim Duncan","2015","PF","SAS","$5,250,000","$0","$6,000,000","0.086","$6,000,000","$5,425,000","2","$10,850,000","$236,381,050","2017","2015","38",""
"","Andrew Wiggins","2015","SF","MIN","$5,758,680","$0","$5,758,680","0.082","$5,758,680","$6,212,561","4","$24,850,243","$11,269,320","2018","2014","18",""
"","Kyle Korver","2015","SG","ATL","$5,746,479","$0","$5,746,479","0.082","$5,746,479","$6,000,000","4","$24,000,000","$55,765,929","2017","2013","31",""
"","Karl-Anthony Towns","2015","C","MIN","$5,703,600","$0","$5,703,600","0.081","$5,703,600","$6,430,009","4","$25,720,035","$5,703,600","0","2015","19",""
"","Bradley Beal","2015","SG","WAS","$5,694,674","$0","$5,694,674","0.081","$5,694,674","$4,663,129","4","$18,652,514","$18,652,514","2016","2012","18",""
"","Courtney Lee","2015","SG","CHA","$5,675,000","$0","$5,675,000","0.081","$1,902,794","$5,337,500","4","$21,350,000","$26,990,648","2016","2012","26",""
"","Jamal Crawford","2015","SG","LAC","$5,675,000","$0","$5,675,000","0.081","$5,675,000","$5,337,500","4","$21,350,000","$89,075,887","2016","2012","31",""
"","Nikola Mirotic","2015","PF","CHI","$5,543,725","$0","$5,543,725","0.079","$5,543,725","$5,543,725","3","$16,631,175","$10,848,725","2017","2014","22",""
"","Shaun Livingston","2015","PG","GSW","$5,543,725","$0","$5,543,725","0.079","$5,543,725","$5,543,725","3","$16,631,175","$35,382,085","2017","2014","28",""
"","Josh McRoberts","2015","PF","MIA","$5,543,725","$0","$5,543,725","0.079","$5,543,725","$5,663,088","4","$22,652,350","$21,899,656","2018","2014","26",""
"","Mirza Teletovic","2015","PF","PHX","$5,500,000","$0","$5,500,000","0.079","$5,500,000","$5,500,000","1","$5,500,000","$15,187,150","2016","2015","29",""
"","P.J. Tucker","2015","SF","PHX","$5,500,000","$0","$5,500,000","0.079","$5,500,000","$5,500,000","3","$16,500,000","$13,259,206","2017","2014","28",""
"","Brandan Wright","2015","PF","MEM","$5,464,000","$0","$5,464,000","0.078","$5,464,000","$5,709,880","3","$17,129,640","$28,083,740","2018","2015","27",""
"","Deron Williams","2015","PG","DAL","$5,378,974","$0","$5,378,974","0.077","$5,378,974","$5,500,000","2","$11,000,000","$128,176,480","2017","2015","30",""
"","Nick Young","2015","SG","LAL","$5,219,169","$0","$5,219,169","0.075","$5,219,169","$5,331,544","4","$21,326,174","$27,334,748","2018","2014","28",""
"","Zaza Pachulia","2015","C","DAL","$5,200,000","$0","$5,200,000","0.074","$5,200,000","$5,200,000","3","$15,600,000","$50,660,148","2016","2013","28",""
"","Victor Oladipo","2015","SG","ORL","$5,192,520","$0","$5,192,520","0.074","$5,192,520","$5,371,860","4","$21,487,440","$14,934,480","0","2013","20",""
"","Tony Allen","2015","SG","MEM","$5,168,539","$0","$5,168,539","0.074","$5,168,539","$5,000,000","4","$20,000,001","$33,106,786","2017","2013","30",""
"","Jabari Parker","2015","PF","MIL","$5,152,440","$0","$5,152,440","0.074","$5,152,440","$7,413,237","3","$22,239,712","$10,083,000","2018","2014","18",""
"","Dion Waiters","2015","SG","OKC","$5,138,430","$0","$5,138,430","0.073","$5,138,430","$4,205,318","4","$16,821,270","$16,821,270","2016","2012","20",""
"","D'Angelo Russell","2015","PG","LAL","$5,103,120","$0","$5,103,120","0.073","$5,103,120","$5,754,495","4","$23,017,978","$5,103,120","2019","2015","18",""
"","Chris Kaman","2015","C","POR","$5,016,000","$0","$5,016,000","0.072","$5,016,000","$4,908,000","2","$9,816,000","$83,305,807","2016","2014","31",""
"","Darren Collison","2015","PG","SAC","$5,013,559","$0","$5,013,559","0.072","$5,013,559","$5,013,559","3","$15,040,677","$17,829,597","2017","2014","26",""
"","Jonas Jerebko","2015","PF","BOS","$5,000,000","$0","$5,000,000","0.071","$5,000,000","$5,000,000","2","$10,000,000","$23,341,734","2017","2015","27",""
"","J.R. Smith","2015","SG","CLE","$5,000,000","$0","$5,000,000","0.071","$5,000,000","$5,187,500","2","$10,375,000","$44,355,051","2017","2015","29",""
"","Marcus Morris Sr.","2015","PF","DET","$5,000,000","$0","$5,000,000","0.071","$5,000,000","$5,000,000","4","$20,000,000","$13,303,419","2019","2015","25",""
"","Chris Andersen","2015","PF","MEM","$5,000,000","$0","$5,000,000","0.071","$1,676,471","$5,187,500","2","$10,375,000","$31,603,296","2016","2014","35",""
"","C.J. Watson","2015","PG","ORL","$5,000,000","$0","$5,000,000","0.071","$5,000,000","$5,000,000","3","$15,000,000","$17,879,102","2018","2015","30",""
"","Timofey Mozgov","2015","C","CLE","$4,950,000","$0","$4,950,000","0.071","$4,950,000","$4,666,667","3","$14,000,000","$23,398,953","2016","2013","26",""
"","Trevor Booker","2015","PF","UTA","$4,775,000","$0","$4,775,000","0.068","$4,775,000","$4,887,500","2","$9,775,000","$15,793,913","2016","2014","26",""
"","Otto Porter Jr.","2015","SF","WAS","$4,662,960","$0","$4,662,960","0.067","$4,662,960","$4,826,355","4","$19,305,421","$13,411,440","2017","2013","19",""
"","Jonas Valanciunas","2015","C","TOR","$4,660,482","$0","$4,660,482","0.067","$4,660,482","$3,809,981","4","$15,239,922","$15,239,922","2016","2012","19",""
"","Joel Embiid","2015","C","PHI","$4,626,960","$0","$4,626,960","0.066","$4,626,960","$4,995,257","4","$19,981,026","$9,054,600","0","2014","19",""
"","Jahlil Okafor","2015","C","PHI","$4,582,680","$0","$4,582,680","0.065","$4,582,680","$4,788,880","3","$14,366,640","$4,582,680","2018","2015","19",""
"","Mike Dunleavy","2015","SF","CHI","$4,500,000","$0","$4,500,000","0.064","$4,500,000","$4,837,500","3","$14,512,500","$77,281,469","2018","2015","34",""
"","Kyle Singler","2015","SF","OKC","$4,500,000","$0","$4,500,000","0.064","$4,500,000","$4,750,000","4","$19,000,000","$7,635,000","2020","2015","26",""
"","Derrick Williams","2015","PF","NYK","$4,400,000","$0","$4,400,000","0.063","$4,400,000","$4,499,000","2","$8,998,000","$24,262,832","2017","2015","23",""
"","C.J. Miles","2015","SF","IND","$4,394,225","$0","$4,394,225","0.063","$4,394,225","$4,488,838","4","$17,955,350","$28,960,855","2018","2014","26",""
"","Alexis Ajinca","2015","C","NOP","$4,314,607","$0","$4,389,607","0.063","$4,389,607","$5,050,000","4","$20,200,000","$10,122,811","2019","2015","26",""
"","Jared Dudley","2015","SF","WAS","$4,250,000","$0","$4,375,000","0.063","$4,375,000","$4,250,000","5","$21,250,000","$26,363,760","2016","2011","25",""
"","Jameer Nelson","2015","PG","DEN","$4,345,000","$0","$4,345,000","0.062","$4,345,000","$4,540,525","3","$13,621,575","$62,328,040","2018","2015","32",""
"","Jason Smith","2015","PF","ORL","$4,300,000","$0","$4,300,000","0.061","$4,300,000","$4,300,000","1","$4,300,000","$20,757,188","2016","2015","28",""
"","Jose Barea","2015","PG","DAL","$4,290,000","$0","$4,290,000","0.061","$4,290,000","$4,000,425","4","$16,001,700","$27,523,650","2019","2015","30",""
"","Damian Lillard","2015","PG","POR","$4,236,286","$0","$4,236,286","0.061","$4,236,286","$3,461,292","4","$13,845,166","$13,845,166","0","2012","21",""
"","Cody Zeller","2015","C","CHA","$4,204,200","$0","$4,204,200","0.060","$4,204,200","$4,352,528","4","$17,410,113","$12,091,800","0","2013","20",""
"","Aaron Gordon","2015","PF","ORL","$4,171,680","$0","$4,171,680","0.060","$4,171,680","$4,504,865","4","$18,019,460","$8,163,720","2018","2014","18",""
"","Kristaps Porzingis","2015","PF","NYK","$4,131,720","$0","$4,131,720","0.059","$4,131,720","$4,662,524","4","$18,650,094","$4,131,720","2019","2015","19",""
"","Vince Carter","2015","SG","MEM","$4,088,019","$0","$4,088,019","0.058","$4,088,019","$4,088,019","3","$12,264,057","$154,823,574","2017","2014","36",""
"","Devin Harris","2015","PG","DAL","$4,053,446","$0","$4,053,446","0.058","$4,053,446","$4,140,721","4","$16,562,884","$63,217,421","2018","2014","30",""
