"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Marvin Williams","2013","PF","UTA","$7,500,000","$0","$7,500,000","0.128","$7,500,000","$7,500,000","5","$37,500,000","$54,197,128","2014","2009","22",""
"","John Wall","2013","PG","WAS","$7,459,925","$0","$7,459,925","0.127","$7,459,925","$6,012,541","4","$24,050,164","$22,971,125","0","2010","19",""
"","Wesley Matthews","2013","SG","POR","$5,737,480","$1,138,000","$6,875,480","0.117","$5,737,480","$6,505,320","5","$32,526,600","$25,901,492","2015","2010","23",""
"","Evan Turner","2013","SF","IND","$6,679,867","$0","$6,679,867","0.114","$6,679,867","$5,380,877","4","$21,523,507","$20,558,075","2014","2010","21",""
"","Amir Johnson","2013","PF","TOR","$6,500,000","$0","$6,500,000","0.111","$6,500,000","$6,000,000","5","$30,000,000","$33,989,800","2015","2010","22",""
"","Channing Frye","2013","PF","PHX","$6,400,000","$0","$6,400,000","0.109","$6,400,000","$6,000,000","5","$30,000,000","$34,236,206","2014","2010","26",""
"","Kyle Lowry","2013","PG","TOR","$6,210,000","$0","$6,210,000","0.106","$6,210,000","$5,865,000","4","$23,460,000","$27,635,966","2014","2010","23",""
"","Derrick Favors","2013","PF","UTA","$6,008,196","$0","$6,008,196","0.102","$6,008,196","$4,834,539","4","$19,338,156","$18,471,159","0","2010","18",""
"","DeMarcus Cousins","2013","C","SAC","$4,916,974","$0","$4,916,974","0.084","$4,916,974","$3,950,033","4","$15,800,133","$15,092,286","2014","2010","19",""
"","Ekpe Udoh","2013","PF","MIL","$4,469,548","$0","$4,469,548","0.076","$4,469,548","$3,588,607","4","$14,354,428","$13,711,509","2014","2010","22",""
"","Udonis Haslem","2013","PF","MIA","$4,340,000","$0","$4,340,000","0.074","$4,340,000","$4,060,000","5","$20,300,000","$46,179,416","2014","2010","29",""
"","Greg Monroe","2013","C","DET","$4,086,454","$0","$4,086,454","0.070","$4,086,454","$3,277,524","4","$13,110,094","$12,523,183","2014","2010","19",""
"","Steve Blake","2013","PG","GSW","$4,000,000","$0","$4,000,000","0.068","$4,000,000","$4,000,000","4","$16,000,000","$31,966,489","2014","2010","29",""
"","Matt Bonner","2013","C","SAS","$3,945,000","$0","$3,945,000","0.067","$3,945,000","$3,472,500","4","$13,890,000","$26,568,448","2014","2010","29",""
"","Thabo Sefolosha","2013","SF","OKC","$3,900,000","$0","$3,900,000","0.066","$3,900,000","$3,512,500","4","$14,050,000","$21,581,326","2014","2010","25",""
"","Joel Anthony","2013","C","BOS","$3,800,000","$0","$3,800,000","0.065","$3,800,000","$3,650,000","5","$18,250,000","$15,711,738","2015","2010","27",""
"","Gordon Hayward","2013","SF","UTA","$3,452,183","$0","$3,452,183","0.059","$3,452,183","$2,762,796","4","$11,051,183","$10,556,947","2014","2010","19",""
"","Paul George","2013","SF","IND","$3,282,003","$0","$3,282,003","0.056","$3,282,003","$2,625,256","4","$10,501,023","$10,031,513","2014","2010","19",""
"","Ed Davis","2013","PF","MEM","$3,153,860","$0","$3,153,860","0.054","$3,153,860","$2,335,775","4","$9,343,100","$8,940,556","2014","2010","20",""
"","Patrick Patterson","2013","PF","TOR","$3,105,301","$0","$3,105,301","0.053","$3,105,301","$2,246,325","4","$8,985,301","$8,602,870","2014","2010","20",""
"","Larry Sanders","2013","C","MIL","$3,053,368","$0","$3,053,368","0.052","$3,053,368","$2,159,752","4","$8,639,008","$8,275,707","0","2010","21",""
"","Kevin Seraphin","2013","PF","WAS","$2,761,114","$0","$2,761,114","0.047","$2,761,114","$1,950,549","4","$7,802,194","$7,474,319","2014","2010","20",""
"","Eric Bledsoe","2013","PG","PHX","$2,626,474","$0","$2,626,474","0.045","$2,626,474","$1,853,889","4","$7,415,554","$7,104,069","2014","2010","20",""
"","Avery Bradley","2013","SG","BOS","$2,511,432","$0","$2,511,432","0.043","$2,511,432","$1,771,218","4","$7,084,872","$6,787,412","2014","2010","19",""
"","Trevor Booker","2013","PF","WAS","$2,350,820","$0","$2,350,820","0.040","$2,350,820","$1,567,895","4","$6,271,580","$6,018,913","2014","2010","22",""
"","Quincy Pondexter","2013","SG","MEM","$2,225,478","$0","$2,225,478","0.038","$2,225,478","$1,421,720","4","$5,686,878","$5,461,746","0","2010","21",""
"","Jordan Crawford","2013","SG","GSW","$2,162,418","$0","$2,162,418","0.037","$2,162,418","$1,380,965","4","$5,523,858","$5,305,236","2014","2010","21",""
"","Greivis Vasquez","2013","PG","TOR","$2,150,188","$0","$2,150,188","0.037","$2,150,188","$1,372,747","4","$5,490,988","$5,273,700","2014","2010","22",""
"","Lance Stephenson","2013","SG","IND","$930,000","$0","$1,005,000","0.017","$1,005,000","$837,500","4","$3,350,000","$3,268,902","2014","2010","19",""
