"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Dirk Nowitzki","2012","PF","DAL","$20,907,128","$0","$20,907,128","0.360","$20,907,128","$20,000,000","4","$80,000,000","$177,617,165","2014","2010","31",""
"","Amar'e Stoudemire","2012","PF","NYK","$19,948,799","$0","$19,948,799","0.344","$19,948,799","$19,948,799","5","$99,743,996","$117,053,154","2015","2010","27",""
"","Joe Johnson","2012","SG","BKN","$19,752,645","$0","$19,752,645","0.340","$19,752,645","$20,609,682","6","$123,658,089","$125,585,397","2016","2010","28",""
"","Dwight Howard","2012","C","LAL","$19,536,360","$0","$19,536,360","0.337","$19,536,360","$16,647,180","5","$83,235,900","$99,246,673","2013","2007","21",""
"","Chris Paul","2012","PG","LAC","$17,779,458","$0","$17,779,458","0.306","$17,779,458","$15,907,354","4","$63,629,415","$75,151,807","2013","2009","23",""
"","Chris Bosh","2012","PF","MIA","$17,545,000","$0","$17,545,000","0.302","$17,545,000","$18,306,250","6","$109,837,500","$101,290,822","2014","2010","25",""
"","LeBron James","2012","PF","MIA","$17,545,000","$0","$17,545,000","0.302","$17,545,000","$18,306,250","6","$109,837,500","$106,961,442","2014","2010","25",""
"","Dwyane Wade","2012","SG","MIA","$17,182,000","$0","$17,182,000","0.296","$17,182,000","$17,864,333","6","$107,186,000","$99,242,934","2016","2010","27",""
"","Paul Pierce","2012","SF","BOS","$16,790,345","$0","$16,790,345","0.289","$16,790,345","$15,333,334","4","$61,333,334","$166,493,698","2014","2010","32",""
"","Rudy Gay","2012","SF","TOR","$16,460,538","$0","$16,460,538","0.284","$16,460,538","$16,460,538","5","$82,302,690","$52,677,178","2015","2010","23",""
"","Andrew Bynum","2012","C","PHI","$16,100,000","$0","$16,100,000","0.277","$16,100,000","$14,300,000","4","$57,200,000","$63,152,943","2013","2009","21",""
"","Carlos Boozer","2012","PF","CHI","$15,000,000","$0","$15,000,000","0.258","$15,000,000","$15,000,000","5","$75,000,000","$111,375,590","2014","2010","28",""
"","Al Jefferson","2012","C","UTA","$15,000,000","$0","$15,000,000","0.258","$15,000,000","$13,000,000","5","$65,000,000","$69,287,578","2013","2008","22",""
"","Andre Iguodala","2012","SF","DEN","$14,968,250","$0","$14,968,250","0.258","$14,968,250","$13,416,667","6","$80,500,000","$70,683,918","2013","2008","23",""
"","Manu Ginobili","2012","SG","SAS","$14,107,492","$0","$14,107,492","0.243","$14,107,492","$12,981,038","3","$38,943,114","$80,464,600","2013","2010","32",""
"","LaMarcus Aldridge","2012","PF","POR","$13,000,000","$0","$13,500,000","0.233","$13,500,000","$13,000,000","5","$65,000,000","$53,534,858","2015","2010","24",""
"","Emeka Okafor","2012","C","WAS","$13,490,000","$0","$13,490,000","0.232","$13,490,000","$12,000,000","6","$72,000,000","$73,312,606","2014","2008","25",""
"","Luol Deng","2012","SF","CHI","$13,305,000","$0","$13,305,000","0.229","$13,305,000","$11,834,238","6","$71,005,425","$64,977,646","2014","2008","22",""
"","Josh Smith","2012","SF","ATL","$13,200,000","$0","$13,200,000","0.227","$13,200,000","$11,600,000","5","$58,000,000","$61,920,111","2013","2008","22",""
"","Danny Granger","2012","SF","IND","$13,058,606","$0","$13,058,606","0.225","$13,058,606","$12,000,000","5","$60,000,000","$50,216,970","2013","2009","25",""
"","Andrew Bogut","2012","C","GSW","$13,000,000","$0","$13,000,000","0.224","$13,000,000","$12,000,000","5","$60,000,000","$63,950,847","0","2009","24",""
