"Rank","Player","Year","Pos","Status","Team From","Team From To","YRS","Value","AAV","GTDAT SIGN","GTDPRACTICAL","YR-1 CAP","YR-1 CASH",""
"","Jae Crowder","2020","SF","UFA","MIA","PHX","3","$29,162,700","$9,720,900","$0","$29,162,700","$0","$0",""
"","Derrick Favors","2020","C","UFA","NOP","UTA","3","$29,162,700","$9,720,900","$29,162,700","$29,162,700","$9,258,000","$9,258,000",""
"","Dario Saric","2020","PF","RFA","PHX","PHX","3","$27,000,000","$9,000,000","$27,000,000","$27,000,000","$9,250,000","$9,250,000",""
"","Jakob Poeltl","2020","C","RFA","SAS","SAS","3","$26,250,000","$8,750,000","$0","$26,250,000","$0","$0",""
"","Mason Plumlee","2020","C","UFA","DEN","DET","3","$24,662,500","$8,220,833","$20,400,000","$20,400,000","$8,000,000","$8,000,000",""
"","Juancho Hernangomez","2020","PF","RFA","MIN","MIN","3","$21,037,320","$7,012,440","$11,893,440","$11,893,440","$6,493,000","$6,493,000",""
"","D.J. Augustin","2020","PG","UFA","ORL","MIL","3","$21,000,000","$7,000,000","$0","$14,000,000","$0","$0",""
"","Rodney Hood","2020","SF","UFA","POR","POR","2","$20,898,696","$10,449,348","$0","$10,047,450","$0","$0",""
"","Montrezl Harrell","2020","C","UFA","LAC","LAL","2","$18,978,900","$9,489,450","$0","$18,978,900","$0","$0",""
"","Derrick Jones Jr.","2020","SF","UFA","MIA","POR","2","$18,978,900","$9,489,450","$18,978,900","$18,978,900","$9,258,000","$9,258,000",""
"","Tristan Thompson","2020","C","UFA","CLE","BOS","2","$18,978,900","$9,489,450","$0","$18,978,900","$0","$0",""
"","Serge Ibaka","2020","C","UFA","TOR","LAC","2","$18,978,900","$9,489,450","$0","$18,978,900","$0","$0",""
"","Justin Holiday","2020","SG","UFA","IND","IND","3","$18,019,260","$6,006,420","$18,019,260","$18,019,260","$5,720,400","$5,720,400",""
"","Goran Dragic","2020","PG","UFA","MIA","MIA","1","$18,000,000","$18,000,000","$0","$18,000,000","$0","$0",""
"","Pat Connaughton","2020","SG","UFA","MIL","MIL","3","$16,000,000","$5,333,333","$16,000,000","$16,000,000","$4,938,273","$4,938,273",""
"","Rajon Rondo","2020","PG","UFA","LAL","ATL","2","$15,000,000","$7,500,000","$0","$15,000,000","$0","$0",""
"","JaMychal Green","2020","PF","UFA","LAC","DEN","2","$14,759,508","$7,379,754","$0","$14,759,508","$0","$0",""
"","Aron Baynes","2020","C","UFA","PHX","TOR","2","$14,350,000","$7,175,000","$0","$7,000,000","$6,500,000","$6,500,000",""
"","Chris Boucher","2020","PF","RFA","TOR","TOR","2","$13,520,000","$6,760,000","$0","$6,500,000","$838,464","$838,464",""
"","Jevon Carter","2020","PG","RFA","PHX","PHX","3","$11,500,000","$3,833,333","$0","$11,500,000","$0","$0",""
"","Kris Dunn","2020","PG","UFA","CHI","ATL","2","$10,000,000","$5,000,000","$0","$10,000,000","$0","$0",""
"","Paul Millsap","2020","PF","UFA","DEN","DEN","1","$10,000,000","$10,000,000","$10,000,000","$10,000,000","$10,000,000","$10,000,000",""
"","Austin Rivers","2020","SG","UFA","HOU","NYK","3","$9,975,000","$3,325,000","$0","$3,500,000","$0","$0",""
"","Josh Jackson","2020","SG","UFA","MEM","DET","2","$9,772,350","$4,886,175","$0","$9,772,350","$0","$0",""
"","Trey Burke","2020","PG","UFA","DAL","DAL","3","$9,450,000","$3,150,000","$0","$9,450,000","$0","$0",""
"","Meyers Leonard","2020","C","UFA","MIA","MIA","1","$9,400,000","$9,400,000","$0","$9,400,000","$0","$0",""
"","John Konchar","2020","SG","RFA","MEM","MEM","4","$9,000,000","$2,250,000","$5,140,000","$5,140,000","$2,100,000","$2,100,000",""
"","Willie Cauley-Stein","2020","C","UFA","DAL","DAL","2","$8,200,000","$4,100,000","$8,200,000","$8,200,000","$4,000,000","$4,000,000",""
"","Bobby Portis","2020","PF","UFA","NYK","MIL","2","$7,427,150","$3,713,575","$0","$7,427,150","$0","$0",""
"","Robin Lopez","2020","C","UFA","MIL","WAS","1","$7,300,000","$7,300,000","$0","$7,300,000","$0","$0",""
"","Michael Carter-Williams","2020","PG","UFA","ORL","ORL","2","$6,600,000","$3,300,000","$0","$6,600,000","$0","$0",""
"","Alec Burks","2020","SG","UFA","PHI","NYK","1","$6,000,000","$6,000,000","$6,000,000","$6,000,000","$6,000,000","$6,000,000",""
"","Kenrich Williams","2020","PF","UFA","NOP","OKC","3","$6,000,000","$2,000,000","$0","$2,000,000","$0","$0",""
"","Jontay Porter","2020","PF","RFA","MEM","MEM","3","$5,850,000","$1,950,000","$2,200,000","$2,200,000","$1,857,143","$1,857,143",""
"","Avery Bradley","2020","PG","UFA","LAL","MIA","1","$5,635,000","$5,635,000","$0","$5,635,000","$0","$0",""
"","Drew Eubanks","2020","C","RFA","SAS","SAS","3","$5,294,220","$1,764,740","$0","$2,120,564","$0","$0",""
"","Chimezie Metu","2020","C","UFA","SAS","SAC","3","$5,294,220","$1,764,740","$0","$50,000","$0","$0",""
"","Marc Gasol","2020","C","UFA","TOR","LAL","2","$5,257,744","$2,628,872","$0","$5,257,744","$0","$0",""
"","Nerlens Noel","2020","C","UFA","OKC","NYK","1","$5,000,000","$5,000,000","$0","$5,000,000","$0","$0",""
"","Zylan Cheatham","2020","SF","RFA","NOP","OKC","3","$4,994,028","$1,664,676","$1,445,697","$1,445,697","$1,445,697","$1,445,697",""
"","Bryn Forbes","2020","SG","UFA","SAS","MIL","2","$4,791,147","$2,395,574","$4,791,147","$4,791,147","$2,337,145","$2,337,145",""
"","Garrett Temple","2020","SG","UFA","BKN","CHI","1","$4,767,000","$4,767,000","$0","$4,767,000","$0","$0",""
"","Elfrid Payton","2020","PG","UFA","NYK","NYK","1","$4,767,000","$4,767,000","$0","$4,767,000","$0","$0",""
"","Gary Clark","2020","PF","RFA","ORL","ORL","2","$4,100,000","$2,050,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000",""
"","Jahlil Okafor","2020","C","UFA","NOP","DET","2","$4,012,890","$2,006,445","$0","$4,012,890","$0","$0",""
"","Jerian Grant","2020","PG","UFA","WAS","HOU","2","$4,012,890","$2,006,445","$50,000","$50,000","$1,882,867","$1,882,867",""
"","Damian Jones","2020","C","UFA","ATL","PHX","2","$3,714,156","$1,857,078","$0","$350,000","$0","$0",""
"","DeAndre' Bembry","2020","SF","UFA","ATL","TOR","2","$3,714,156","$1,857,078","$0","$1,737,145","$0","$0",""
"","Wesley Matthews","2020","SG","UFA","MIL","LAL","1","$3,623,000","$3,623,000","$3,623,000","$3,623,000","$3,623,000","$3,623,000",""
"","Maurice Harkless","2020","SF","UFA","NYK","MIA","1","$3,623,000","$3,623,000","$0","$3,623,000","$0","$0",""
"","Dwayne Bacon","2020","SG","UFA","CHA","ORL","2","$3,502,857","$1,751,429","$0","$3,502,857","$0","$0",""
"","Frank Jackson","2020","PG","UFA","NOP","OKC","2","$3,502,857","$1,751,429","$0","$250,000","$0","$0",""
"","Bismack Biyombo","2020","C","UFA","CHA","CHA","1","$3,500,000","$3,500,000","$0","$3,500,000","$0","$0",""
"","Wenyen Gabriel","2020","PF","UFA","POR","NOP","2","$3,383,360","$1,691,680","$0","$1,620,564","$0","$0",""
"","James Ennis III","2020","SF","UFA","ORL","ORL","1","$3,300,000","$3,300,000","$0","$3,300,000","$0","$0",""
"","Kelan Martin","2020","SF","UFA","MIN","IND","2","$3,147,290","$1,573,645","$0","$722,848","$0","$0",""
"","Oshae Brissett","2020","SF","RFA","TOR","TOR","2","$3,147,290","$1,573,645","$300,000","$300,000","$1,445,697","$1,445,697",""
"","Patrick Patterson","2020","PF","UFA","LAC","LAC","1","$3,077,704","$3,077,704","$2,331,593","$3,077,704","$1,620,564","$2,331,593",""
"","Udonis Haslem","2020","PF","UFA","MIA","MIA","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Dwight Howard","2020","C","UFA","LAL","PHI","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Jeff Green","2020","PF","UFA","HOU","BKN","1","$2,564,753","$2,564,753","$695,526","$2,564,753","$439,475","$695,526",""
"","Carmelo Anthony","2020","PF","UFA","POR","POR","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Jeff Teague","2020","PG","UFA","ATL","BOS","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Jose Barea","2020","PG","UFA","DAL","DAL","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753","$1,620,564","$2,564,753",""
"","Wayne Ellington","2020","SG","UFA","NYK","DET","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Jared Dudley","2020","SF","UFA","LAL","LAL","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753","$1,620,564","$2,564,753",""
"","Nicolas Batum","2020","SF","UFA","CHA","LAC","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753","$1,620,564","$2,564,753",""
"","Markieff Morris","2020","PF","UFA","LAL","LAL","1","$2,331,593","$2,331,593","$0","$2,331,593","$0","$0",""
"","Reggie Jackson","2020","PG","UFA","LAC","LAC","1","$2,331,593","$2,331,593","$734,025","$2,331,593","$512,721","$734,025",""
"","Kent Bazemore","2020","SG","UFA","SAC","GSW","1","$2,320,044","$2,320,044","$0","$2,320,044","$0","$0",""
"","Hassan Whiteside","2020","C","UFA","POR","SAC","1","$2,320,044","$2,320,044","$2,320,044","$2,320,044","$1,620,564","$2,320,044",""
"","Alex Len","2020","C","UFA","SAC","TOR","1","$2,258,000","$2,258,000","$2,258,000","$2,258,000","$2,258,000","$2,258,000",""
"","Solomon Hill","2020","SF","UFA","MIA","ATL","1","$2,174,318","$2,174,318","$0","$0","$0","$0",""
"","Matthew Dellavedova","2020","PG","UFA","CLE","CLE","1","$2,174,318","$2,174,318","$2,174,318","$2,174,318","$1,620,564","$2,174,318",""
"","Langston Galloway","2020","SG","UFA","DET","PHX","1","$2,028,594","$2,028,594","$2,028,594","$2,028,594","$1,620,564","$2,028,594",""
"","Noah Vonleh","2020","PF","UFA","DEN","CHI","1","$2,028,594","$2,028,594","$0","$0","$1,620,564","$2,028,594",""
"","Tyler Johnson","2020","SG","UFA","BKN","BKN","1","$2,028,594","$2,028,594","$212,753","$2,028,594","$183,115","$212,753",""
"","Glenn Robinson III","2020","SF","UFA","PHI","SAC","1","$2,028,594","$2,028,594","$0","$0","$1,620,564","$2,028,594",""
"","Raul Neto","2020","PG","UFA","PHI","WAS","1","$1,882,867","$1,882,867","$0","$1,882,867","$840,000","$840,000",""
"","JaKarr Sampson","2020","SF","UFA","IND","IND","1","$1,882,867","$1,882,867","$88,531","$1,882,867","$85,458","$88,531",""
"","Willy Hernangomez","2020","C","UFA","CHA","NOP","1","$1,737,145","$1,737,145","$700,000","$700,000","$1,620,564","$1,737,145",""
"","Thon Maker","2020","C","UFA","DET","CLE","1","$1,737,145","$1,737,145","$0","$0","$1,620,564","$1,737,145",""
"","Torrey Craig","2020","SF","UFA","DEN","MIL","1","$1,678,854","$1,678,854","$0","$1,678,854","$0","$0",""
"","Harry Giles","2020","C","UFA","SAC","POR","1","$1,678,854","$1,678,854","$0","$1,678,854","$0","$0",""
"","Sindarius Thornwell","2020","SG","UFA","NOP","NOP","1","$1,678,854","$1,678,854","$0","$400,000","$0","$0",""
"","DaQuan Jeffries","2020","SG","RFA","SAC","SAC","1","$1,445,697","$1,445,697","$1,445,697","$1,445,697","$1,445,697","$1,445,697",""
