"Rank","Player","Year","Pos","Status","Team From","Team From To","YRS","Value","AAV","GTDAT SIGN","GTDPRACTICAL","YR-1 CAP","YR-1 CASH",""
"","Robert Sacre","2013","C","RFA","LAL","LAL","3","$2,685,463","$895,154","$0","$1,704,115","$0","$0",""
"","Greg Stiemsma","2013","C","UFA","MIN","NOP","1","$2,676,000","$2,676,000","$0","$2,676,000","$0","$0",""
"","Diante Garrett","2013","PG","UFA","OKC","UTA","3","$2,615,857","$871,952","$0","$719,266","$0","$0",""
"","Francisco Garcia","2013","SG","UFA","HOU","HOU","2","$2,582,786","$1,291,393","$0","$1,265,977","$0","$0",""
"","Ronnie Price","2013","PG","UFA","POR","ORL","2","$2,582,786","$1,291,393","$0","$1,265,977","$0","$0",""
"","Chauncey Billups","2013","PG","UFA","LAC","DET","1","$2,500,000","$2,500,000","$0","$2,500,000","$0","$0",""
"","Pero Antic","2013","PF, C","UDFA","","ATL","2","$2,450,000","$0","$0","$1,200,000","$0","$0",""
"","Nick Young","2013","SG","UFA","PHI","LAL","2","$2,334,927","$1,167,464","$0","$2,334,927","$0","$0",""
"","Brandon Davies","2013","PF","UFA","LAC","PHI","3","$2,253,938","$751,313","$0","$0","$0","$0",""
"","Robert Covington","2013","PF","UDFA","Tennessee State","HOU","3","$2,253,938","$0","$0","$640,180","$0","$0",""
"","Jordan Henriquez","2013","C","UDFA","Kansas State","HOU","3","$2,253,938","$0","$0","$0","$0","$0",""
"","Mac Koshwal","2013","PF, C","UDFA","DePaul","PHI","3","$2,253,938","$0","$0","$0","$0","$0",""
"","Phil Pressey","2013","PG","UDFA","Missouri","BOS","3","$2,253,938","$0","$0","$490,180","$0","$0",""
"","Rodney Williams","2013","PF","UDFA","Minnesota","PHI","3","$2,253,938","$0","$0","$0","$0","$0",""
"","Khalif Wyatt","2013","SG","UDFA","Temple","PHI","3","$2,253,938","$0","$0","$0","$0","$0",""
"","B.J. Young","2013","PG","UDFA","Arkansas","HOU","3","$2,253,938","$0","$0","$40,000","$0","$0",""
"","Lorenzo Brown","2013","PG","UFA","MIN","PHI","3","$2,190,503","$730,168","$0","$0","$0","$0",""
"","Anthony Morrow","2013","SG","UFA","DAL","NOP","2","$2,173,109","$1,086,555","$0","$2,173,109","$0","$0",""
"","Reggie Williams","2013","SF","UFA","CHA","HOU","2","$2,011,291","$1,005,646","$0","$473,954","$0","$0",""
"","B.J. Mullens","2013","PF","UFA","CHA","LAC","2","$2,011,291","$1,005,646","$0","$2,011,291","$0","$0",""
"","Omri Casspi","2013","SF","UFA","CLE","HOU","2","$2,011,291","$1,005,646","$0","$947,907","$0","$0",""
"","Austin Daye","2013","PF","UFA","MEM","TOR","2","$2,011,291","$1,005,646","$0","$947,907","$0","$0",""
"","Alan Anderson","2013","SG","UFA","TOR","BKN","2","$2,011,291","$1,005,646","$0","$2,011,291","$0","$0",""
"","Jermaine O'Neal","2013","C","UFA","PHX","GSW","1","$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000",""
"","Julyan Stone","2013","PG","UFA","DEN","TOR","2","$1,832,456","$916,228","$0","$884,293","$0","$0",""
"","Lance Thomas","2013","SF","UFA","NOP","NOP","2","$1,832,456","$916,228","$0","$0","$0","$0",""
"","Fab Melo","2013","C","UFA","MEM","DAL","2","$1,704,115","$852,058","$0","$0","$0","$0",""
"","Danny Granger","2013","SF","UFA","PHI","LAC","2","$1,674,261","$837,131","$0","$1,674,261","$0","$0",""
"","Malcolm Thomas","2013","PF","UFA","CHI","SAS","2","$1,650,396","$825,198","$0","$702,233","$0","$0",""
"","Toney Douglas","2013","SG","UFA","SAC","GSW","1","$1,600,000","$1,600,000","$0","$1,600,000","$0","$0",""
"","Glen Davis","2013","PF","UFA","ORL","LAC","2","$1,566,579","$783,290","$0","$1,566,579","$0","$0",""
"","Shavlik Randolph","2013","PF","UFA","BOS","PHX","2","$1,534,022","$767,011","$0","$306,037","$0","$0",""
"","Mike James","2013","PG","UFA","CHI","CHI","2","$1,506,117","$753,059","$0","$57,627","$0","$0",""
"","Jeremy Tyler","2013","PF","UFA","NYK","NYK","2","$1,504,747","$752,374","$0","$0","$0","$0",""
"","Kendall Marshall","2013","PG","UFA","WAS","LAL","2","$1,462,813","$731,407","$0","$0","$0","$0",""
"","Lamar Odom","2013","PF","UFA","LAC","NYK","2","$1,456,722","$728,361","$0","$8,232","$0","$0",""
"","DeJaun Blair","2013","C","UFA","SAS","DAL","1","$1,400,000","$1,400,000","$0","$1,400,000","$0","$0",""
"","Corey Maggette","2013","SF","UFA","DET","SAS","1","$1,399,507","$1,399,507","$0","$0","$0","$0",""
"","Mike Miller","2013","SG","UFA","MIA","MEM","1","$1,399,507","$1,399,507","$0","$1,399,507","$0","$0",""
"","DeSagana Diop","2013","C","UFA","CHA","CLE","1","$1,399,507","$1,399,507","$0","$0","$0","$0",""
"","Dahntay Jones","2013","SF","UFA","ATL","CHI","1","$1,399,507","$1,399,507","$0","$0","$0","$0",""
"","Marcus Camby","2013","C","UFA","TOR","HOU","1","$1,399,507","$1,399,507","$0","$1,399,507","$0","$0",""
"","Nazr Mohammed","2013","C","UFA","CHI","CHI","1","$1,399,507","$1,399,507","$0","$1,399,507","$0","$0",""
"","Al Harrington","2013","PF","UFA","ORL","WAS","1","$1,399,507","$1,399,507","$0","$1,399,507","$0","$0",""
"","Antawn Jamison","2013","PF","UFA","LAL","LAC","1","$1,399,507","$1,399,507","$0","$1,399,507","$0","$0",""
"","Kenyon Martin","2013","PF","UFA","NYK","NYK","1","$1,399,507","$1,399,507","$0","$1,399,507","$0","$0",""
"","Derek Fisher","2013","PG","UFA","OKC","OKC","1","$1,399,507","$1,399,507","$0","$1,399,507","$0","$0",""
"","Luke Babbitt","2013","SF","UFA","POR","NOP","2","$1,369,079","$684,540","$0","$387,995","$0","$0",""
"","Melvin Ely","2013","C","UFA","MEM","NOP","2","$1,346,597","$673,299","$0","$29,788","$0","$0",""
"","Jamaal Tinsley","2013","PG","UFA","UTA","UTA","1","$1,339,507","$1,339,507","$0","$0","$0","$0",""
"","Josh Powell","2013","PF","UFA","NYK","HOU","2","$1,324,244","$662,122","$0","$13,958","$0","$0",""
"","Chris Smith","2013","SG","UFA","NYK","NYK","2","$1,306,662","$653,331","$0","$0","$0","$0",""
"","Dee Bost","2013","PG","UDFA","Mississippi State","POR","2","$1,306,662","$0","$0","$25,000","$0","$0",""
"","Ian Clark","2013","SG","UDFA","Belmont","UTA","2","$1,306,662","$0","$0","$200,000","$0","$0",""
"","Seth Curry","2013","SG","UDFA","Duke","GSW","2","$1,306,662","$0","$0","$0","$0","$0",""
"","Matthew Dellavedova","2013","PG","UDFA","Saint Mary's","CLE","2","$1,306,662","$0","$0","$100,000","$0","$0",""
"","Elias Harris","2013","SF","UDFA","Gonzaga","LAL","2","$1,306,662","$0","$0","$100,000","$0","$0",""
"","Richard Howell","2013","PF","UDFA","North Carolina State","POR","2","$1,306,662","$0","$0","$0","$0","$0",""
"","Kenny Kadji","2013","PF, C","UDFA","Miami (FL)","CLE","2","$1,306,662","$0","$0","$0","$0","$0",""
"","C.J. Leslie","2013","SF, PF","UDFA","North Carolina State","NYK","2","$1,306,662","$0","$0","$200,000","$0","$0",""
"","Trent Lockett","2013","SG","UDFA","Marquette","SAC","2","$1,306,662","$0","$0","$0","$0","$0",""
"","Arinze Onuaku","2013","PF","UDFA","Syracuse","NOP","2","$1,306,662","$0","$0","$0","$0","$0",""
"","Adonis Thomas","2013","SF","UDFA","Memphis","ATL","2","$1,306,662","$0","$0","$0","$0","$0",""
"","Beno Udrih","2013","PG","UFA","ORL","NYK","1","$1,272,279","$1,272,279","$0","$1,272,279","$0","$0",""
"","Royal Ivey","2013","PG","UFA","PHI","ATL","1","$1,272,279","$1,272,279","$0","$0","$0","$0",""
"","Damien Wilkins","2013","SG","UFA","PHI","ATL","1","$1,272,279","$1,272,279","$0","$0","$0","$0",""
"","Shaun Livingston","2013","PG","UFA","CLE","BKN","1","$1,272,279","$1,272,279","$0","$1,272,279","$0","$0",""
"","Devin Harris","2013","PG","UFA","ATL","DAL","1","$1,265,977","$1,265,977","$0","$1,265,977","$0","$0",""
"","Louis Amundson","2013","PF","UFA","NOP","LAC","1","$1,186,459","$1,186,459","$0","$0","$0","$0",""
"","Solomon Jones","2013","PF","UFA","NYK","ORL","1","$1,186,459","$1,186,459","$0","$0","$0","$0",""
"","Ryan Hollins","2013","C","UFA","LAC","LAC","1","$1,186,459","$1,186,459","$0","$1,186,459","$0","$0",""
"","Dwayne Jones","2013","C","UFA","GSW","UTA","1","$1,106,942","$1,106,942","$0","$0","$0","$0",""
"","Josh Childress","2013","SF","UFA","WAS","NOP","1","$1,081,771","$1,081,771","$0","$0","$0","$0",""
"","Stephen Jackson","2013","SF","UFA","SAS","LAC","1","$1,053,746","$1,053,746","$0","$0","$0","$0",""
"","Michael Beasley","2013","SF","UFA","PHX","MIA","1","$1,027,424","$1,027,424","$0","$0","$0","$0",""
"","Cartier Martin","2013","PF","UFA","WAS","ATL","1","$1,027,424","$1,027,424","$0","$0","$0","$0",""
"","D.J. White","2013","PF","UFA","BOS","CHI","1","$1,027,424","$1,027,424","$0","$0","$0","$0",""
"","Greg Oden","2013","C","UFA","POR","MIA","1","$1,027,424","$1,027,424","$0","$1,027,424","$4,662,000","$4,662,000",""
"","Andrew Bynum","2013","C","UFA","CHI","IND","1","$1,000,000","$1,000,000","$0","$1,000,000","$0","$0",""
"","Sam Young","2013","SF","UFA","IND","SAS","1","$947,907","$947,907","$0","$0","$0","$0",""
"","A.J. Price","2013","PG","UFA","WAS","MIN","1","$947,907","$947,907","$0","$0","$0","$0",""
"","Aaron Brooks","2013","PG","UFA","HOU","HOU","1","$947,907","$947,907","$0","$947,907","$0","$0",""
"","Wesley Johnson","2013","SF","UFA","PHX","LAL","1","$916,099","$916,099","$0","$916,099","$0","$0",""
"","Devin Ebanks","2013","SF","UFA","LAL","DAL","1","$916,099","$916,099","$0","$0","$0","$0",""
"","Cole Aldrich","2013","C","UFA","SAC","NYK","1","$916,099","$916,099","$0","$0","$0","$0",""
"","Lazar Hayward","2013","PF","UFA","MIN","NOP","1","$916,099","$916,099","$0","$0","$0","$0",""
"","Dexter Pittman","2013","C","UFA","MEM","CHI","1","$884,293","$884,293","$0","$0","$0","$0",""
"","Gary Forbes","2013","SF","UFA","HOU","BKN","1","$884,293","$884,293","$0","$0","$0","$0",""
"","Hamady N'Diaye","2013","C","UFA","SAC","SAC","1","$884,293","$884,293","$0","$0","$0","$0",""
"","Jorge Gutierrez","2013","PG","UFA","BKN","BKN","2","$874,150","$437,075","$0","$57,668","$0","$0",""
"","Bernard James","2013","C","UFA","DAL","DAL","1","$788,872","$788,872","$0","$788,872","$0","$0",""
"","DeQuan Jones","2013","SF","UFA","ORL","SAC","1","$788,872","$788,872","$0","$0","$0","$0",""
"","Justin Holiday","2013","SG","UFA","PHI","UTA","1","$788,872","$788,872","$0","$0","$0","$0",""
"","Kris Joseph","2013","SF","UFA","BOS","ORL","1","$788,872","$788,872","$0","$0","$0","$0",""
"","Scott Machado","2013","PG","UFA","GSW","UTA","1","$788,872","$788,872","$0","$0","$0","$0",""
"","Darius Johnson-Odom","2013","SG","UFA","LAL","LAL","1","$788,872","$788,872","$0","$0","$0","$0",""
"","D.J. Augustin","2013","PG","UFA","TOR","CHI","1","$755,459","$755,459","$0","$0","$0","$0",""
"","Hedo Turkoglu","2013","SF","UFA","ORL","LAC","1","$749,148","$749,148","$0","$749,148","$0","$0",""
"","James Johnson","2013","PF","UFA","ATL","MEM","1","$680,263","$680,263","$0","$0","$0","$0",""
"","Justin Hamilton","2013","C","UFA","MIA","MIA","1","$490,180","$490,180","$0","$0","$0","$0",""
"","C.J. Aiken","2013","PF","UDFA","Saint Joseph's","SAC","1","$490,180","$0","$0","$0","$0","$0",""
"","Chris Babb","2013","SG","UDFA","Iowa State","BOS","1","$490,180","$0","$0","$0","$0","$0",""
"","Reginald Becton","2013","PF","UDFA","Ole Miss","DEN","1","$490,180","$0","$0","$0","$0","$0",""
"","Reginald Becton","2013","PF","UDFA","Ole Miss","DEN","1","$490,180","$0","$0","$0","$0","$0",""
"","Damen Bell-Holter","2013","PF, C","UDFA","Oral Roberts","BOS","1","$490,180","$0","$0","$0","$0","$0",""
"","Vander Blue","2013","SG","UDFA","Marquette","PHI","1","$490,180","$0","$0","$0","$0","$0",""
"","Eric Boateng","2013","C","UDFA","Arizona State","LAL","1","$490,180","$0","$0","$0","$0","$0",""
"","Patrick Christopher","2013","SG, SF","UDFA","California","CHI","1","$490,180","$0","$0","$0","$0","$0",""
"","Olek Czyz","2013","SF, PF","UDFA","Nevada","MIL","1","$490,180","$0","$0","$0","$0","$0",""
"","Brandon Davies","2013","PF","UDFA","Brigham Young","LAC","1","$490,180","$0","$0","$50,000","$0","$0",""
"","Dewayne Dedmon","2013","C","UDFA","Southern California","GSW","1","$490,180","$0","$0","$0","$0","$0",""
"","Dewayne Dedmon","2013","C","UDFA","Southern California","GSW","1","$490,180","$0","$0","$0","$0","$0",""
"","Larry Drew II","2013","PG","UDFA","California-Los Angeles","MIA","1","$490,180","$0","$0","$0","$0","$0",""
"","Courtney Fells","2013","SG","UDFA","North Carolina State","SAS","1","$490,180","$0","$0","$0","$0","$0",""
"","Eric Griffin","2013","PF","UDFA","Campbell","MIA","1","$490,180","$0","$0","$0","$0","$0",""
"","Jorge Gutierrez","2013","PG","UDFA","California","BKN","1","$490,180","$0","$0","$0","$0","$0",""
"","Myck Kabongo","2013","PG","UDFA","Texas","SAS","1","$490,180","$0","$0","$0","$0","$0",""
"","Michael Lee","2013","PF","UDFA","St. Bonaventure","CLE","1","$490,180","$0","$0","$0","$0","$0",""
"","David Lighty","2013","PF","UDFA","Ohio State","ATL","1","$490,180","$0","$0","$0","$0","$0",""
"","Kalin Lucas","2013","PG","UDFA","Michigan State","CHI","1","$490,180","$0","$0","$0","$0","$0",""
"","Richard McConnell","2013","PG","UDFA","Saint Mary's","DAL","1","$490,180","$0","$0","$0","$0","$0",""
"","Rodney McGruder","2013","SG","UDFA","Kansas State","OKC","1","$490,180","$0","$0","$0","$0","$0",""
"","Rodney McGruder","2013","SG","UDFA","Kansas State","OKC","1","$490,180","$0","$0","$0","$0","$0",""
"","Trey McKinney-Jones","2013","SG","UDFA","Miami (FL)","MIL","1","$490,180","$0","$0","$0","$0","$0",""
"","Carlos Morais","2013","SG","UDFA","","TOR","1","$490,180","$0","$0","$0","$0","$0",""
"","Toure Murry","2013","SF","UDFA","Wichita State","NYK","0","$490,180","$0","$0","$0","$0","$0",""
"","James Nunnally","2013","SF","UDFA","California-Santa Barbara","PHX","1","$490,180","$0","$0","$0","$0","$0",""
"","Dan Nwaelele","2013","SG","UDFA","Air Force","SAS","1","$490,180","$0","$0","$0","$0","$0",""
"","DeShawn Sims","2013","SF","UDFA","Michigan","BOS","1","$490,180","$0","$0","$0","$0","$0",""
"","E.J. Singler","2013","SF","UDFA","Oregon","POR","1","$490,180","$0","$0","$0","$0","$0",""
"","Kammron Taylor","2013","PG","UDFA","Wisconsin","BOS","1","$490,180","$0","$0","$0","$0","$0",""
"","Charlie Westbrook","2013","SG","UDFA","South Dakota","MIA","1","$490,180","$0","$0","$0","$0","$0",""
"","Adonis Thomas","2013","SF","UFA","ATL","BKN","1","$480,190","$480,190","$0","$0","$0","$0",""
"","Dewayne Dedmon","2013","C","UFA","GSW","GSW","1","$432,512","$432,512","$0","$0","$0","$0",""
"","Leandro Barbosa","2013","SG","UFA","PHX","PHX","1","$410,936","$410,936","$0","$410,936","$0","$0",""
"","Caron Butler","2013","SF","UFA","MIL","OKC","1","$386,923","$386,923","$0","$386,923","$0","$0",""
"","Seth Curry","2013","SG","UFA","GSW","MEM","1","$328,709","$328,709","$0","$0","$0","$0",""
"","Troy Daniels","2013","SG","UFA","HOU","HOU","2","$158,588","$79,294","$0","$158,588","$0","$0",""
"","Willie Reed","2013","C","UFA","MEM","SAC","1","$102,089","$102,089","$0","$102,089","$0","$0",""
"","Hilton Armstrong","2013","C","UFA","GSW","GSW","1","$48,349","$48,349","$0","$48,349","$0","$0",""
"","Jarvis Varnado","2013","PF","UFA","MIA","CHI","10","$46,404","$4,640","$0","$0","$0","$0",""
"","Xavier Henry","2013","SG","UFA","NOP","LAL","0","$0","$0","$0","$0","$0","$0",""
