"Rank","Player","Year","Pos","Status","Team From","Team From To","YRS","Value","AAV","GTDAT SIGN","GTDPRACTICAL","YR-1 CAP","YR-1 CASH",""
"","T.J. McConnell","2021","PG","UFA","IND","IND","4","$33,600,000","$8,400,000","$4,500,000","$29,300,000","$3,500,000","$3,500,000",""
"","Talen Horton-Tucker","2021","SG","RFA","LAL","LAL","3","$30,780,000","$10,260,000","$30,780,000","$30,780,000","$9,500,000","$9,500,000",""
"","Alec Burks","2021","SG","UFA","NYK","NYK","3","$30,038,400","$10,012,800","$19,548,800","$30,038,400","$9,536,000","$9,536,000",""
"","Reggie Bullock","2021","SF","UFA","NYK","DAL","3","$30,038,400","$10,012,800","$25,000,000","$25,000,000","$9,536,000","$9,536,000",""
"","Nerlens Noel","2021","C","UFA","NYK","NYK","3","$27,720,000","$9,240,000","$3,745,548","$27,720,000","$1,757,429","$1,757,429",""
"","Kelly Oubre Jr.","2021","SF","UFA","GSW","CHA","2","$25,000,000","$12,500,000","$0","$25,000,000","$0","$0",""
"","Zach Collins","2021","C","UFA","POR","SAS","3","$22,050,000","$7,350,000","$10,675,000","$10,675,000","$7,000,000","$7,000,000",""
"","Reggie Jackson","2021","PG","UFA","LAC","LAC","2","$21,599,760","$10,799,880","$2,331,593","$21,599,760","$1,620,564","$2,331,593",""
"","Khem Birch","2021","C","UFA","TOR","TOR","3","$20,002,500","$6,667,500","$20,002,500","$20,002,500","$6,350,000","$6,350,000",""
"","Danny Green","2021","SF","UFA","PHI","PHI","2","$20,000,000","$10,000,000","$30,000,000","$10,000,000","$14,634,146","$14,634,146",""
"","Cameron Payne","2021","PG","UFA","PHX","PHX","3","$19,000,000","$6,333,333","$196,288","$14,500,000","$196,288","$196,288",""
"","Rudy Gay","2021","PF","UFA","SAS","UTA","3","$18,553,500","$6,184,500","$28,000,000","$18,553,500","$14,500,000","$14,000,000",""
"","Kemba Walker","2021","PG","UFA","OKC","NYK","2","$17,894,491","$8,947,246","$0","$17,894,491","$0","$0",""
"","JaMychal Green","2021","PF","UFA","DEN","DEN","2","$16,400,000","$8,200,000","$0","$16,400,000","$0","$0",""
"","Garrett Temple","2021","SG","UFA","CHI","NOP","3","$15,466,500","$5,155,500","$10,065,500","$10,065,500","$4,910,000","$4,910,000",""
"","David Nwaba","2021","SG","UFA","HOU","HOU","3","$15,000,000","$5,000,000","$9,672,000","$15,000,000","$4,650,000","$4,650,000",""
"","P.J. Tucker","2021","PF","UFA","MIL","MIA","2","$14,350,000","$7,175,000","$0","$14,350,000","$0","$0",""
"","Jarred Vanderbilt","2021","PF","RFA","MIN","MIN","3","$13,122,000","$4,374,000","$0","$13,122,000","$0","$0",""
"","Patty Mills","2021","PG","UFA","SAS","BKN","2","$12,074,500","$6,037,250","$12,074,500","$12,074,500","$5,890,000","$5,890,000",""
"","Hamidou Diallo","2021","SG","RFA","DET","DET","2","$10,400,000","$5,200,000","$2,284,161","$10,400,000","$838,464","$838,464",""
"","Kendrick Nunn","2021","PG","UFA","MIA","LAL","2","$10,250,000","$5,125,000","$10,250,000","$10,250,000","$5,000,000","$5,000,000",""
"","Cory Joseph","2021","PG","UFA","DET","DET","2","$10,065,500","$5,032,750","$10,065,500","$10,065,500","$4,910,000","$4,910,000",""
"","Taj Gibson","2021","C","UFA","NYK","NYK","2","$10,065,500","$5,032,750","$0","$4,910,000","$0","$0",""
"","Torrey Craig","2021","SF","UFA","PHX","IND","2","$10,000,000","$5,000,000","$10,000,000","$10,000,000","$4,878,049","$4,878,049",""
"","Ishmael Smith","2021","PG","UFA","WAS","CHA","2","$9,225,000","$4,612,500","$4,500,000","$4,500,000","$4,500,000","$4,500,000",""
"","Jeff Green","2021","PF","UFA","BKN","DEN","2","$9,000,000","$4,500,000","$2,564,753","$9,000,000","$1,620,564","$1,620,564",""
"","Maurice Harkless","2021","SF","UFA","SAC","SAC","2","$9,000,000","$4,500,000","$0","$0","$0","$0",""
"","Bobby Portis","2021","PF","UFA","MIL","MIL","2","$8,912,580","$4,456,290","$0","$8,912,580","$0","$0",""
"","Dante Exum","2021","PG","UFA","HOU","HOU","3","$8,100,000","$2,700,000","$0","$0","$5,000,000","$2,500,000",""
"","Terence Davis","2021","SG","RFA","SAC","SAC","2","$8,000,000","$4,000,000","$0","$8,000,000","$0","$0",""
"","George Hill","2021","PG","UFA","PHI","MIL","2","$8,000,000","$4,000,000","$0","$8,000,000","$0","$0",""
"","Justise Winslow","2021","SF","UFA","MEM","LAC","2","$8,000,000","$4,000,000","$8,000,000","$8,000,000","$3,902,439","$3,902,439",""
"","Didi Louzada","2021","SF","RFA","NOP","NOP","4","$7,686,312","$1,921,578","$3,663,100","$3,663,100","$1,786,878","$1,786,878",""
"","Alex Len","2021","C","UFA","WAS","SAC","2","$7,650,600","$3,825,300","$7,650,600","$7,650,600","$3,732,000","$3,732,000",""
"","Willy Hernangomez","2021","C","UFA","NOP","NOP","3","$7,330,743","$2,443,581","$4,770,801","$7,330,743","$2,327,220","$2,327,220",""
"","Boban Marjanovic","2021","C","UFA","DAL","DAL","2","$7,000,000","$3,500,000","$7,000,000","$7,000,000","$3,500,000","$3,500,000",""
"","Mike Muscala","2021","C","UFA","OKC","OKC","2","$7,000,000","$3,500,000","$3,500,000","$7,000,000","$3,500,000","$3,500,000",""
"","Georges Niang","2021","PF","UFA","UTA","PHI","2","$6,765,000","$3,382,500","$0","$6,765,000","$0","$0",""
"","Nicolas Batum","2021","SF","UFA","LAC","LAC","2","$6,498,559","$3,249,280","$6,498,559","$6,498,559","$3,170,029","$3,170,029",""
"","Jordan McLaughlin","2021","PG","RFA","MIN","MIN","3","$6,480,000","$2,160,000","$0","$6,480,000","$0","$0",""
"","Frank Jackson","2021","PG","RFA","DET","DET","2","$6,150,000","$3,075,000","$0","$6,150,000","$0","$0",""
"","Sterling Brown","2021","SG","UFA","HOU","DAL","2","$6,000,000","$3,000,000","$6,000,000","$6,000,000","$3,000,000","$3,000,000",""
"","Dennis Schröder","2021","PG","UFA","LAL","BOS","1","$5,890,000","$5,890,000","$0","$5,890,000","$0","$0",""
"","Saben Lee","2021","PG","RFA","DET","DET","3","$5,143,840","$1,714,613","$3,241,703","$5,143,840","$1,489,065","$1,489,065",""
"","Trey Lyles","2021","PF","UFA","SAS","DET","2","$5,125,000","$2,562,500","$6,500,000","$5,125,000","$5,500,000","$5,500,000",""
"","JaVale McGee","2021","C","UFA","DEN","PHX","1","$5,000,000","$5,000,000","$0","$5,000,000","$0","$0",""
"","Robin Lopez","2021","C","UFA","WAS","ORL","1","$5,000,000","$5,000,000","$0","$5,000,000","$0","$0",""
"","Louis Williams","2021","SG","UFA","ATL","ATL","1","$5,000,000","$5,000,000","$0","$5,000,000","$0","$0",""
"","Bruce Brown Jr.","2021","SG","RFA","BKN","BKN","1","$4,736,102","$4,736,102","$4,736,102","$4,736,102","$4,736,102","$4,736,102",""
"","Bryn Forbes","2021","SG","UFA","MIL","SAS","1","$4,500,000","$4,500,000","$4,500,000","$4,500,000","$4,500,000","$4,500,000",""
"","Abdel Nader","2021","SF","UFA","PHX","PHX","2","$4,160,000","$2,080,000","$2,000,000","$4,160,000","$2,000,000","$2,000,000",""
"","Denzel Valentine","2021","SG","UFA","CHI","CLE","2","$4,133,270","$2,066,635","$500,000","$500,000","$1,939,350","$1,939,350",""
"","Gorgui Dieng","2021","C","UFA","SAS","ATL","1","$4,000,000","$4,000,000","$4,000,000","$4,000,000","$4,000,000","$4,000,000",""
"","Tony Bradley","2021","C","UFA","OKC","CHI","2","$3,825,574","$1,912,787","$0","$3,825,574","$0","$0",""
"","Frank Ntilikina","2021","PG","UFA","NYK","DAL","2","$3,825,574","$1,912,787","$1,789,256","$1,789,256","$1,789,256","$1,789,256",""
"","Moritz Wagner","2021","C","UFA","ORL","ORL","2","$3,607,937","$1,803,969","$0","$1,729,217","$0","$0",""
"","Thanasis Antetokounmpo","2021","SF","UFA","MIL","MIL","2","$3,607,937","$1,803,969","$0","$3,607,937","$0","$0",""
"","Sviatoslav Mykhailiuk","2021","SF","UFA","OKC","TOR","2","$3,607,937","$1,803,969","$3,607,937","$3,607,937","$1,729,217","$1,729,217",""
"","Keita Bates-Diop","2021","SF","RFA","SAS","SAS","2","$3,607,937","$1,803,969","$1,729,217","$1,729,217","$1,729,217","$1,729,217",""
"","Alize Johnson","2021","PF","UFA","BKN","CHI","2","$3,607,937","$1,803,969","$0","$0","$1,729,217","$1,729,217",""
"","Gabe Vincent","2021","PG","RFA","MIA","MIA","2","$3,484,855","$1,742,428","$0","$1,669,178","$0","$0",""
"","Javonte Green","2021","SG","RFA","CHI","CHI","2","$3,484,855","$1,742,428","$3,484,855","$3,484,855","$1,669,178","$1,669,178",""
"","Max Strus","2021","SG","RFA","MIA","MIA","2","$3,421,816","$1,710,908","$0","$1,669,178","$0","$0",""
"","Omer Yurtseven","2021","C","UFA","MIA","MIA","2","$3,241,703","$1,620,852","$1,489,065","$1,489,065","$1,489,065","$1,489,065",""
"","Will Barton","2021","SG","UFA","DEN","DEN","2","$3,000,000","$1,500,000","$0","$3,000,000","$0","$0",""
"","Trevor Ariza","2021","SF","UFA","MIA","LAL","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","Wayne Ellington","2021","SG","UFA","DET","LAL","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","Dwight Howard","2021","C","UFA","PHI","LAL","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","Blake Griffin","2021","PF","UFA","BKN","BKN","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","James Johnson","2021","PF","UFA","NOP","BKN","1","$2,641,691","$2,641,691","$0","$2,641,691","$0","$0",""
"","Carmelo Anthony","2021","PF","UFA","POR","LAL","1","$2,641,691","$2,641,691","$0","$2,641,691","$0","$0",""
"","Markieff Morris","2021","PF","UFA","LAL","MIA","1","$2,641,691","$2,641,691","$0","$2,641,691","$0","$0",""
"","Enes Freedom","2021","C","UFA","POR","BOS","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","Udonis Haslem","2021","PF","UFA","MIA","MIA","1","$2,641,691","$2,641,691","$2,564,753","$2,641,691","$1,620,564","$2,564,753",""
"","Rajon Rondo","2021","PG","UFA","MEM","LAL","1","$2,641,691","$2,641,691","$0","$2,641,691","$0","$0",""
"","LaMarcus Aldridge","2021","PF","UFA","BKN","BKN","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","E'Twaun Moore","2021","SG","UFA","PHX","ORL","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","DeAndre Jordan","2021","C","UFA","DET","LAL","1","$2,641,691","$2,641,691","$0","$2,641,691","$0","$0",""
"","Paul Millsap","2021","PF","UFA","DEN","BKN","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691","$1,669,178","$2,641,691",""
"","Jock Landale","2021","C","UFA","","SAS","2","$2,488,776","$1,244,388","$925,258","$925,258","$925,258","$925,258",""
"","Kent Bazemore","2021","SG","UFA","GSW","LAL","1","$2,401,537","$2,401,537","$0","$2,401,537","$0","$0",""
"","Austin Rivers","2021","SG","UFA","DEN","DEN","1","$2,401,537","$2,401,537","$0","$2,401,537","$0","$0",""
"","Andre Drummond","2021","C","UFA","LAL","PHI","1","$2,401,537","$2,401,537","$0","$2,401,537","$0","$0",""
"","Hassan Whiteside","2021","C","UFA","SAC","UTA","1","$2,401,537","$2,401,537","$2,401,537","$2,401,537","$1,669,178","$2,401,537",""
"","Solomon Hill","2021","SF","UFA","ATL","ATL","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641","$1,669,178","$2,389,641",""
"","Cody Zeller","2021","C","UFA","CHA","POR","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641","$1,669,178","$2,389,641",""
"","Dewayne Dedmon","2021","C","UFA","MIA","MIA","1","$2,389,641","$2,389,641","$0","$2,389,641","$0","$0",""
"","Otto Porter Jr.","2021","SF","UFA","ORL","GSW","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641","$1,669,178","$2,389,641",""
"","Ben McLemore","2021","SF","UFA","LAL","POR","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641","$1,669,178","$2,389,641",""
"","Tony Snell","2021","SG","UFA","ATL","POR","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641","$1,669,178","$2,389,641",""
"","Victor Oladipo","2021","SG","UFA","MIA","MIA","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641","$1,669,178","$2,389,641",""
"","Rodney Hood","2021","SF","UFA","TOR","MIL","1","$2,239,544","$2,239,544","$2,239,544","$2,239,544","$1,669,178","$2,239,544",""
"","Elfrid Payton","2021","PG","UFA","NYK","PHX","1","$2,239,544","$2,239,544","$2,239,544","$2,239,544","$1,669,178","$2,239,544",""
"","Nemanja Bjelica","2021","PF","UFA","MIA","GSW","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448","$1,669,178","$2,089,448",""
"","Raul Neto","2021","PG","UFA","WAS","WAS","1","$2,089,448","$2,089,448","$1,737,145","$2,089,448","$1,620,564","$1,737,145",""
"","Frank Kaminsky","2021","C","UFA","PHX","PHX","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448","$1,669,178","$2,089,448",""
"","DeAndre' Bembry","2021","SF","UFA","TOR","BKN","1","$1,939,350","$1,939,350","$0","$750,000","$0","$0",""
"","Timothe Luwawu-Cabarrot","2021","SG","UFA","BKN","ATL","1","$1,939,350","$1,939,350","$0","$0","$1,669,178","$1,939,350",""
"","Semi Ojeleye","2021","PF","UFA","BOS","MIL","1","$1,789,256","$1,789,256","$0","$1,789,256","$0","$0",""
"","Sam Dekker","2021","SF","UFA","WAS","TOR","1","$1,789,256","$1,789,256","$350,000","$350,000","$1,669,178","$1,789,256",""
"","Malik Monk","2021","SG","UFA","CHA","LAL","1","$1,789,256","$1,789,256","$0","$1,789,256","$0","$0",""
"","Isaac Bonga","2021","SF","UFA","WAS","TOR","1","$1,729,217","$1,729,217","$0","$0","$1,669,178","$1,729,217",""
"","Jarrell Brantley","2021","PF","RFA","UTA","UTA","1","$1,669,178","$1,669,178","$84,414","$84,414","$1,669,178","$1,669,178",""
"","Rayjon Tucker","2021","SF","RFA","PHI","PHI","1","$0","$0","$0","$0","$0","$0",""
"","Nathan Knight","2021","PF","UFA","ATL","MIN","1","$0","$0","$0","$0","$0","$0",""
"","Chris Chiozza","2021","PG","UFA","BKN","GSW","1","$0","$0","$0","$0","$0","$0",""
"","Trent Forrest","2021","PG","RFA","UTA","UTA","1","$0","$0","$0","$0","$0","$0",""
"","Ignas Brazdeikis","2021","SF","UFA","ORL","ORL","1","$0","$0","$0","$0","$0","$0",""
"","Killian Tillie","2021","PF","RFA","MEM","MEM","1","$0","$0","$0","$0","$0","$0",""
"","Devon Dotson","2021","PG","RFA","CHI","CHI","1","$0","$0","$0","$0","$0","$0",""
"","Markus Howard","2021","PG","RFA","DEN","DEN","1","$0","$0","$0","$0","$0","$0",""
"","Josh Hall","2021","SF","RFA","OKC","OKC","1","$0","$0","$0","$0","$0","$0",""
"","Cassius Winston","2021","PG","RFA","WAS","WAS","1","$0","$0","$0","$0","$0","$0",""
"","Grant Riller","2021","PG","UFA","CHA","PHI","1","$0","$0","$0","$0","$0","$0",""
"","Anthony Lamb","2021","SF","RFA","HOU","HOU","1","$0","$0","$0","$0","$0","$0",""
"","Chandler Hutchison","2021","SF","UFA","SAS","PHX","1","$0","$0","$0","$0","$0","$0",""
"","Caleb Martin","2021","SF","UFA","CHA","MIA","1","$0","$0","$0","$0","$0","$0",""
"","Paul Watson","2021","SG","UFA","TOR","OKC","1","$0","$0","$0","$0","$0","$0",""
"","Justin James","2021","SG","UFA","SAC","UTA","1","$0","$0","$0","$0","$0","$0",""
"","Amir Coffey","2021","SG","RFA","LAC","LAC","1","$0","$0","$0","$0","$0","$0",""
