"Rank","Player","Year","Pos","Status","Team From","Team From To","YRS","Value","AAV","GTDAT SIGN","GTDPRACTICAL","YR-1 CAP","YR-1 CASH",""
"","Thabo Sefolosha","2014","SF","UFA","OKC","ATL","3","$12,000,000","$4,000,000","$0","$12,000,000","$0","$0",""
"","Vince Carter","2014","SG","UFA","DAL","MEM","3","$12,000,000","$4,000,000","$0","$12,000,000","$0","$0",""
"","Paul Pierce","2014","SF","UFA","BKN","WAS","2","$10,848,725","$5,424,363","$0","$10,848,725","$0","$0",""
"","Chris Andersen","2014","PF","UFA","MIA","MIA","2","$10,375,000","$5,187,500","$0","$10,375,000","$0","$0",""
"","Anthony Morrow","2014","SG","UFA","NOP","OKC","3","$10,032,000","$3,344,000","$0","$6,544,000","$0","$0",""
"","Mike Scott","2014","PF","RFA","ATL","ATL","3","$10,000,000","$3,333,333","$0","$6,666,666","$0","$0",""
"","Chris Kaman","2014","C","UFA","LAL","POR","2","$9,816,000","$4,908,000","$0","$5,800,000","$0","$0",""
"","Trevor Booker","2014","PF","UFA","WAS","UTA","2","$9,775,000","$4,887,500","$0","$5,000,000","$0","$0",""
"","Jordan Hill","2014","C","UFA","LAL","LAL","1","$9,000,000","$9,000,000","$0","$9,000,000","$0","$0",""
"","Caron Butler","2014","SF","UFA","OKC","DET","2","$9,000,000","$4,500,000","$0","$9,000,000","$0","$0",""
"","Mario Chalmers","2014","PG","UFA","MIA","MIA","2","$8,300,000","$4,150,000","$0","$8,300,000","$0","$0",""
"","Shelvin Mack","2014","PG","RFA","ATL","ATL","3","$7,300,000","$2,433,333","$0","$4,866,666","$0","$0",""
"","Evan Turner","2014","SF","UFA","IND","BOS","2","$6,703,510","$3,351,755","$0","$6,703,510","$0","$0",""
"","Jerryd Bayless","2014","PG","UFA","BOS","MIL","2","$6,000,000","$3,000,000","$0","$6,000,000","$0","$0",""
"","DeJaun Blair","2014","C","UFA","DAL","DAL","3","$6,000,000","$2,000,000","$0","$4,000,000","$0","$0",""
"","D.J. Augustin","2014","PG","UFA","CHI","DET","2","$6,000,000","$3,000,000","$0","$6,000,000","$0","$0",""
"","Kirk Hinrich","2014","SG","UFA","CHI","CHI","2","$5,586,940","$2,793,470","$0","$5,586,940","$0","$0",""
"","Udonis Haslem","2014","PF","UFA","MIA","MIA","2","$5,586,940","$2,793,470","$0","$5,586,940","$0","$0",""
"","Jameer Nelson","2014","PG","UFA","ORL","DAL","2","$5,586,940","$2,793,470","$0","$5,586,940","$0","$0",""
"","Brian Roberts","2014","PG","UFA","NOP","CHA","2","$5,586,940","$2,793,470","$0","$5,586,940","$0","$0",""
"","Mike Miller","2014","SG","UFA","MEM","CLE","2","$5,586,940","$2,793,470","$0","$5,586,940","$0","$0",""
"","Greg Monroe","2014","C","RFA","DET","DET","1","$5,479,933","$5,479,933","$0","$5,479,933","$0","$0",""
"","James Johnson","2014","PF","UFA","MEM","TOR","2","$5,000,000","$2,500,000","$0","$5,000,000","$0","$0",""
"","Steve Blake","2014","PG","UFA","GSW","POR","2","$4,247,465","$2,123,733","$0","$4,247,465","$0","$0",""
"","Ramon Sessions","2014","PG","UFA","MIL","SAC","2","$4,247,465","$2,123,733","$0","$4,247,465","$0","$0",""
"","Jordan Farmar","2014","PG","UFA","LAL","LAC","2","$4,247,465","$2,123,733","$0","$4,247,465","$0","$0",""
"","Beno Udrih","2014","PG","UFA","MEM","MEM","2","$4,247,465","$2,123,733","$0","$2,077,000","$0","$0",""
"","Danny Granger","2014","SF","UFA","LAC","MIA","2","$4,247,465","$2,123,733","$0","$4,247,465","$0","$0",""
"","Kent Bazemore","2014","SG","UFA","LAL","ATL","2","$4,000,000","$2,000,000","$0","$4,000,000","$0","$0",""
"","Kevin Seraphin","2014","PF","RFA","WAS","WAS","1","$3,898,691","$3,898,691","$0","$3,898,691","$0","$0",""
"","Grant Jerrett","2014","PF","UFA","OKC","OKC","4","$3,867,199","$966,800","$0","$1,763,758","$0","$0",""
"","Mo Williams","2014","PG","UFA","POR","MIN","1","$3,750,000","$3,750,000","$0","$3,750,000","$0","$0",""
"","Ryan Kelly","2014","PF","UFA","LAL","LAL","2","$3,374,250","$1,687,125","$0","$3,374,250","$0","$0",""
"","Jason Smith","2014","PF","UFA","NOP","NYK","1","$3,278,000","$3,278,000","$0","$3,278,000","$0","$0",""
"","Aaron Gray","2014","C","UFA","SAC","DET","2","$2,584,131","$1,292,066","$0","$2,584,131","$0","$0",""
"","Cartier Martin","2014","PF","UFA","ATL","DET","2","$2,416,650","$1,208,325","$0","$2,416,650","$0","$0",""
"","Brandon Rush","2014","SG","UFA","UTA","GSW","2","$2,416,649","$1,208,325","$0","$2,416,649","$0","$0",""
"","Drew Gordon","2014","PF","UDFA","New Mexico","PHI","3","$2,332,836","$0","$0","$40,000","$0","$0",""
"","Ronald Roberts","2014","SF","UDFA","Saint Joseph's","PHI","3","$2,332,826","$0","$0","$35,000","$0","$0",""
"","JaKarr Sampson","2014","SF","UDFA","St. John's","PHI","3","$2,332,826","$0","$0","$50,000","$0","$0",""
"","Ed Davis","2014","C","UFA","MEM","LAL","2","$2,081,686","$1,040,843","$0","$2,081,686","$0","$0",""
"","Garrett Temple","2014","SG","UFA","WAS","WAS","2","$2,081,686","$1,040,843","$0","$2,081,686","$0","$0",""
"","Al-Farouq Aminu","2014","PF","UFA","NOP","DAL","2","$2,081,686","$1,040,843","$0","$2,081,686","$0","$0",""
"","Aron Baynes","2014","C","RFA","SAS","SAS","1","$2,077,000","$2,077,000","$0","$2,077,000","$0","$0",""
"","John Salmons","2014","SF","UFA","ATL","NOP","1","$2,000,000","$2,000,000","$0","$2,000,000","$0","$0",""
"","Elton Brand","2014","PF","UFA","ATL","ATL","1","$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000",""
"","Toure Murry","2014","SF","UFA","NYK","UTA","2","$2,000,000","$1,000,000","$0","$250,000","$0","$0",""
"","E'Twaun Moore","2014","SG","UFA","ORL","CHI","2","$1,963,584","$981,792","$0","$474,082","$0","$0",""
"","Darius Miller","2014","SF","UFA","NOP","NOP","2","$1,896,591","$948,296","$0","$400,000","$0","$0",""
"","Diante Garrett","2014","PG","UFA","TOR","POR","2","$1,896,591","$948,296","$0","$30,000","$0","$0",""
"","Troy Daniels","2014","SG","RFA","HOU","HOU","2","$1,763,758","$881,879","$0","$1,763,758","$0","$0",""
"","James Jones","2014","SG","UFA","MIA","CLE","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Richard Jefferson","2014","SF","UFA","UTA","DAL","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Shawn Marion","2014","SF","UFA","DAL","CLE","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Rashard Lewis","2014","PF","UFA","MIA","DAL","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Matt Bonner","2014","C","UFA","SAS","SAS","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Nazr Mohammed","2014","C","UFA","CHI","CHI","1","$1,448,490","$1,448,490","$0","$0","$0","$0",""
"","Jannero Pargo","2014","PG","UFA","CHA","CHA","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Hedo Turkoglu","2014","SF","UFA","LAC","LAC","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Leandro Barbosa","2014","SG","UFA","PHX","GSW","1","$1,448,490","$1,448,490","$0","$150,000","$0","$0",""
"","Drew Gooden","2014","PF","UFA","WAS","WAS","1","$1,448,490","$1,448,490","$0","$1,448,490","$0","$0",""
"","Tarik Black","2014","PF, C","UDFA","Kansas","HOU","2","$1,352,395","$0","$0","$0","$0","$0",""
"","Chris Crawford","2014","PG","UDFA","Memphis","CLE","2","$1,352,395","$0","$0","$20,000","$0","$0",""
"","Tyler Johnson","2014","SG","UDFA","Fresno State","MIA","2","$1,352,385","$0","$0","$75,000","$0","$0",""
"","Francisco Garcia","2014","SG","UFA","HOU","HOU","1","$1,316,809","$1,316,809","$0","$1,316,809","$0","$0",""
"","Ronnie Price","2014","PG","UFA","ORL","LAL","1","$1,316,809","$1,316,809","$0","$0","$0","$0",""
"","Ryan Hollins","2014","C","UFA","LAC","SAC","1","$1,310,286","$1,310,286","$0","$1,310,286","$0","$0",""
"","Shannon Brown","2014","PG","UFA","NYK","MIA","1","$1,310,286","$1,310,286","$0","$1,310,286","$0","$0",""
"","Rodney Stuckey","2014","PG","UFA","DET","IND","1","$1,227,985","$1,227,985","$0","$1,227,985","$0","$0",""
"","Glen Davis","2014","PF","UFA","LAC","LAC","1","$1,227,985","$1,227,985","$0","$1,227,985","$0","$0",""
"","Aaron Brooks","2014","PG","UFA","DEN","CHI","1","$1,145,685","$1,145,685","$0","$1,145,685","$0","$0",""
"","Xavier Henry","2014","SG","UFA","LAL","LAL","1","$1,082,000","$1,082,000","$0","$1,082,000","$0","$0",""
"","Hasheem Thabeet","2014","C","UFA","PHI","DET","1","$1,063,384","$1,063,384","$0","$0","$0","$0",""
"","Omri Casspi","2014","SF","UFA","NOP","SAC","1","$1,063,384","$1,063,384","$0","$1,063,384","$0","$0",""
"","Wayne Ellington","2014","SG","UFA","SAC","LAL","1","$1,063,384","$1,063,384","$0","$0","$0","$0",""
"","Ekpe Udoh","2014","C","UFA","MIL","LAC","1","$981,084","$981,084","$0","$981,084","$0","$0",""
"","Ishmael Smith","2014","PG","UFA","PHX","HOU","1","$981,084","$981,084","$0","$981,084","$0","$0",""
"","Jeff Adrien","2014","SF","UFA","MIL","HOU","1","$981,084","$981,084","$0","$981,084","$0","$0",""
"","Wesley Johnson","2014","SF","UFA","LAL","LAL","1","$981,084","$981,084","$0","$981,084","$0","$0",""
"","Cole Aldrich","2014","C","UFA","NYK","NYK","1","$981,084","$981,084","$0","$981,084","$0","$0",""
"","Jordan Hamilton","2014","SF","UFA","HOU","TOR","1","$948,163","$948,163","$0","$25,000","$0","$0",""
"","Jimmer Fredette","2014","PG","UFA","CHI","NOP","1","$948,163","$948,163","$0","$948,163","$0","$0",""
"","LaVoy Allen","2014","PF","UFA","IND","IND","1","$948,163","$948,163","$0","$948,163","$0","$0",""
"","Chris Douglas-Roberts","2014","SG","UFA","CHA","LAC","1","$948,163","$948,163","$0","$948,163","$0","$0",""
"","Bernard James","2014","C","UFA","DAL","DAL","1","$915,243","$915,243","$0","$915,243","$0","$0",""
"","Robbie Hummel","2014","SF","UFA","MIN","MIN","1","$880,000","$880,000","$0","$880,000","$0","$0",""
"","Peyton Siva","2014","PG","UFA","DET","ORL","1","$816,482","$816,482","$0","$0","$0","$0",""
"","Adonis Thomas","2014","SF","RFA","PHI","IND","1","$816,482","$816,482","$0","$0","$0","$0",""
"","Aaron Craft","2014","PG","UDFA","Ohio State","GSW","1","$507,336","$0","$0","$35,000","$0","$0",""
"","C.J. Fair","2014","SF","UDFA","Syracuse","IND","1","$507,336","$0","$0","$0","$0","$0",""
"","Langston Galloway","2014","SG","UDFA","Saint Joseph's","NYK","1","$507,336","$0","$0","$31,000","$0","$0",""
"","Langston Galloway","2014","SG","UDFA","Saint Joseph's","NYK","1","$507,336","$0","$0","$31,000","$0","$0",""
"","Luke Hancock","2014","SF","UDFA","Louisville","MEM","1","$507,336","$0","$0","$0","$0","$0",""
"","John Holland","2014","SF","UDFA","Boston","SAS","1","$507,336","$0","$0","$20,000","$0","$0",""
"","James McAdoo","2014","SF","UDFA","North Carolina","GSW","1","$507,336","$0","$0","$35,000","$0","$0",""
"","Elijah Millsap","2014","SG","UDFA","Alabama-Birmingham","MIL","1","$507,336","$0","$0","$0","$0","$0",""
"","Jordan Vandenberg","2014","C","UDFA","North Carolina State","NYK","1","$507,336","$0","$0","$27,000","$0","$0",""
"","Mitchell Watt","2014","SF","UDFA","Buffalo","GSW","1","$507,336","$0","$0","$35,000","$0","$0",""
"","Travis Wear","2014","SF","UDFA","California-Los Angeles","NYK","1","$507,336","$0","$0","$62,000","$0","$0",""
"","John Lucas III","2014","PG","UFA","BOS","WAS","0","$0","$0","$0","$0","$0","$0",""
