"Rank","Player","Year","Pos","Status","Team From","Team From To","YRS","Value","AAV","GTDAT SIGN","GTDPRACTICAL","YR-1 CAP","YR-1 CASH",""
"","Tyus Jones","2019","PG","RFA","MIN","MEM","3","$26,445,300","$8,815,100","$23,895,300","$23,895,300","$9,258,000","$8,408,000",""
"","Trevor Ariza","2019","SF","UFA","WAS","SAC","2","$25,000,000","$12,500,000","$0","$14,000,000","$0","$0",""
"","Ivica Zubac","2019","C","RFA","LAC","LAC","3","$21,000,000","$7,000,000","$0","$21,000,000","$1,034,956","$1,034,956",""
"","DeMarre Carroll","2019","SF","UFA","BKN","SAS","3","$20,650,000","$6,883,333","$0","$15,000,000","$0","$0",""
"","Taj Gibson","2019","PF","UFA","MIN","NYK","2","$20,000,000","$10,000,000","$0","$20,000,000","$0","$0",""
"","Nene Hilario","2019","C","UFA","HOU","HOU","2","$20,000,000","$10,000,000","$0","$2,564,753","$0","$0",""
"","Kentavious Caldwell-Pope","2019","SG","UFA","LAL","LAL","2","$16,583,028","$8,291,514","$0","$16,583,028","$0","$0",""
"","Elfrid Payton","2019","PG","UFA","NOP","NYK","2","$16,000,000","$8,000,000","$0","$9,000,000","$0","$0",""
"","Wayne Ellington","2019","SG","UFA","DET","NYK","2","$16,000,000","$8,000,000","$2,383,076","$9,000,000","$2,383,076","$2,383,076",""
"","Marcus Morris Sr.","2019","SF","UFA","BOS","NYK","1","$15,000,000","$15,000,000","$0","$15,000,000","$0","$0",""
"","Bobby Portis","2019","PF","UFA","WAS","NYK","1","$15,000,000","$15,000,000","$0","$15,000,000","$0","$0",""
"","Derrick Rose","2019","PG","UFA","MIN","DET","2","$15,000,000","$7,500,000","$0","$15,000,000","$0","$0",""
"","Rodney McGruder","2019","SG","RFA","LAC","LAC","3","$15,000,000","$5,000,000","$0","$10,000,000","$0","$0",""
"","Kevon Looney","2019","C","UFA","GSW","GSW","3","$14,464,287","$4,821,429","$14,464,287","$14,464,287","$4,464,286","$4,464,286",""
"","Darius Miller","2019","SF","UFA","NOP","NOP","2","$14,250,000","$7,125,000","$7,250,000","$7,250,000","$7,250,000","$7,250,000",""
"","Jabari Parker","2019","PF","UFA","WAS","ATL","2","$13,000,000","$6,500,000","$13,000,000","$13,000,000","$6,500,000","$6,500,000",""
"","Dorian Finney-Smith","2019","PF","RFA","DAL","DAL","3","$12,000,000","$4,000,000","$0","$12,000,000","$0","$0",""
"","Rodney Hood","2019","SF","UFA","POR","POR","2","$11,721,900","$5,860,950","$0","$11,721,900","$0","$0",""
"","Jake Layman","2019","SF","RFA","POR","MIN","3","$11,283,255","$3,761,085","$11,283,255","$11,283,255","$3,581,986","$3,581,986",""
"","Danuel House Jr.","2019","SF","RFA","HOU","HOU","3","$11,151,000","$3,717,000","$0","$11,151,000","$0","$0",""
"","Trey Lyles","2019","PF","UFA","DEN","SAS","2","$11,000,000","$5,500,000","$0","$6,500,000","$0","$0",""
"","Daniel Theis","2019","C","RFA","BOS","BOS","2","$10,000,000","$5,000,000","$0","$5,000,000","$0","$0",""
"","Mike Scott","2019","PF","UFA","PHI","PHI","2","$9,800,000","$4,900,000","$9,800,000","$9,800,000","$4,780,488","$4,780,488",""
"","Robin Lopez","2019","C","UFA","CHI","MIL","2","$9,772,350","$4,886,175","$0","$9,772,350","$0","$0",""
"","Richaun Holmes","2019","C","UFA","PHX","SAC","2","$9,772,350","$4,886,175","$0","$9,772,350","$0","$0",""
"","JaMychal Green","2019","PF","UFA","LAC","LAC","2","$9,772,350","$4,886,175","$0","$9,772,350","$0","$0",""
"","Ed Davis","2019","C","UFA","BKN","UTA","2","$9,772,350","$4,886,175","$0","$9,772,350","$0","$0",""
"","Avery Bradley","2019","PG","UFA","MEM","LAL","2","$9,772,350","$4,886,175","$0","$9,772,350","$0","$0",""
"","Reggie Bullock","2019","SF","UFA","LAL","NYK","2","$8,200,000","$4,100,000","$0","$5,000,000","$0","$0",""
"","JaVale McGee","2019","C","UFA","LAL","LAL","2","$8,200,000","$4,100,000","$0","$8,200,000","$0","$0",""
"","Patrick McCaw","2019","SG","RFA","TOR","TOR","2","$8,000,000","$4,000,000","$8,000,000","$8,000,000","$4,000,000","$4,000,000",""
"","Stanley Johnson","2019","SF","UFA","NOP","TOR","2","$7,427,150","$3,713,575","$0","$7,427,150","$0","$0",""
"","T.J. McConnell","2019","PG","UFA","PHI","IND","2","$7,000,000","$3,500,000","$0","$4,500,000","$0","$0",""
"","Boban Marjanovic","2019","C","UFA","PHI","DAL","2","$7,000,000","$3,500,000","$0","$7,000,000","$0","$0",""
"","Markieff Morris","2019","PF","UFA","OKC","DET","2","$6,560,000","$3,280,000","$0","$6,560,000","$0","$0",""
"","Khem Birch","2019","C","RFA","ORL","ORL","2","$6,000,000","$3,000,000","$6,000,000","$6,000,000","$3,000,000","$3,000,000",""
"","Quinn Cook","2019","PG","UFA","GSW","LAL","2","$6,000,000","$3,000,000","$0","$3,000,000","$0","$0",""
"","Ryan Arcidiacono","2019","PG","RFA","CHI","CHI","2","$6,000,000","$3,000,000","$0","$6,000,000","$1,349,383","$1,349,383",""
"","Alex Caruso","2019","SG","RFA","LAL","LAL","2","$5,500,000","$2,750,000","$0","$5,500,000","$0","$0",""
"","Wesley Matthews","2019","SG","UFA","IND","MIL","2","$5,257,744","$2,628,872","$0","$5,257,744","$0","$0",""
"","Rajon Rondo","2019","PG","UFA","LAL","LAL","2","$5,184,358","$2,592,179","$0","$5,184,358","$0","$0",""
"","Vincent Poirier","2019","C","UFA","","BOS","2","$5,125,000","$2,562,500","$5,125,000","$5,125,000","$2,505,793","$2,505,793",""
"","Frank Kaminsky","2019","C","UFA","CHA","PHX","1","$4,767,000","$4,767,000","$0","$4,767,000","$0","$0",""
"","Garrett Temple","2019","SG","UFA","LAC","BKN","1","$4,767,000","$4,767,000","$0","$4,767,000","$0","$0",""
"","Justin Holiday","2019","SG","UFA","MEM","IND","1","$4,767,000","$4,767,000","$9,000,000","$4,767,000","$4,390,244","$4,390,244",""
"","Austin Rivers","2019","SG","UFA","HOU","HOU","2","$4,543,981","$2,271,991","$0","$4,543,981","$3,110,796","$3,110,796",""
"","Luke Kornet","2019","C","UFA","NYK","CHI","2","$4,500,000","$2,250,000","$4,500,000","$4,500,000","$2,250,000","$2,250,000",""
"","Willie Cauley-Stein","2019","C","UFA","SAC","GSW","2","$4,463,840","$2,231,920","$0","$4,463,840","$0","$0",""
"","Mike Muscala","2019","C","UFA","LAL","OKC","2","$4,311,628","$2,155,814","$4,311,628","$4,311,628","$2,028,594","$2,028,594",""
"","Matt Thomas","2019","SG","UFA","","TOR","3","$4,198,912","$1,399,637","$1,623,310","$1,623,310","$898,310","$898,310",""
"","Edmond Sumner","2019","SG","RFA","IND","IND","2","$4,160,000","$2,080,000","$4,160,000","$4,160,000","$2,000,000","$2,000,000",""
"","James Ennis III","2019","SF","UFA","PHI","PHI","2","$4,012,890","$2,006,445","$3,466,716","$4,012,890","$1,621,415","$1,621,415",""
"","Dragan Bender","2019","PF","UFA","PHX","MIL","2","$3,502,857","$1,751,429","$300,000","$300,000","$1,678,854","$1,678,854",""
"","DeMarcus Cousins","2019","C","UFA","GSW","LAL","1","$3,500,000","$3,500,000","$0","$3,500,000","$0","$0",""
"","Tyler Lydon","2019","PF","UFA","DEN","SAC","2","$3,383,360","$1,691,680","$50,000","$50,000","$1,620,564","$1,620,564",""
"","Furkan Korkmaz","2019","SG","UFA","PHI","PHI","2","$3,383,360","$1,691,680","$1,620,564","$1,620,564","$1,620,564","$1,620,564",""
"","Isaiah Taylor","2019","PG","UFA","CLE","TOR","2","$3,383,360","$1,691,680","$0","$50,000","$0","$0",""
"","Wilson Chandler","2019","SF","UFA","LAC","BKN","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Jose Barea","2019","PG","UFA","DAL","DAL","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Jared Dudley","2019","SF","UFA","BKN","LAL","1","$2,564,753","$2,564,753","$0","$2,564,753","$9,569,378","$9,569,378",""
"","Ryan Anderson","2019","PF","UFA","MIA","HOU","1","$2,564,753","$2,564,753","$250,000","$250,000","$1,620,564","$2,564,753",""
"","Kyle Korver","2019","SG","UFA","PHX","MIL","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753","$1,620,564","$2,564,753",""
"","Thabo Sefolosha","2019","SF","UFA","UTA","HOU","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Anthony Tolliver","2019","PF","UFA","MIN","POR","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753","$1,620,564","$2,564,753",""
"","Jeff Green","2019","PF","UFA","WAS","UTA","1","$2,564,753","$2,564,753","$2,328,652","$2,564,753","$1,471,382","$2,328,652",""
"","Dwight Howard","2019","C","UFA","MEM","LAL","1","$2,564,753","$2,564,753","$0","$0","$0","$0",""
"","Vince Carter","2019","SG","UFA","ATL","ATL","1","$2,564,753","$2,564,753","$0","$2,564,753","$0","$0",""
"","Udonis Haslem","2019","PF","UFA","MIA","MIA","1","$2,564,753","$2,564,753","$0","$2,564,753","$4,000,000","$4,000,000",""
"","Tyson Chandler","2019","C","UFA","LAL","HOU","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753","$1,620,564","$2,564,753",""
"","Pau Gasol","2019","C","UFA","MIL","POR","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753","$1,620,564","$2,564,753",""
"","Joe Johnson","2019","SG","UFA","","DET","1","$2,564,753","$2,564,753","$0","$0","$1,620,564","$2,564,753",""
"","Rondae Hollis-Jefferson","2019","SF","UFA","BKN","TOR","1","$2,500,000","$2,500,000","$0","$2,500,000","$0","$0",""
"","Patrick Patterson","2019","PF","UFA","OKC","LAC","1","$2,331,593","$2,331,593","$0","$2,331,593","$0","$0",""
"","Alec Burks","2019","SG","UFA","SAC","GSW","1","$2,320,044","$2,320,044","$0","$2,320,044","$0","$0",""
"","Isaiah Thomas","2019","PG","UFA","DEN","WAS","1","$2,320,044","$2,320,044","$0","$2,320,044","$0","$0",""
"","Iman Shumpert","2019","SG","UFA","HOU","BKN","1","$2,031,677","$2,031,677","$0","$0","$1,324,594","$2,031,677",""
"","Troy Daniels","2019","SG","UFA","PHX","LAL","1","$2,028,594","$2,028,594","$2,028,594","$2,028,594","$1,620,564","$2,028,594",""
"","Trey Burke","2019","PG","UFA","DAL","PHI","1","$2,028,594","$2,028,594","$0","$405,000","$1,471,382","$1,577,230",""
"","Michael Carter-Williams","2019","PG","UFA","ORL","ORL","1","$2,028,594","$2,028,594","$0","$2,028,594","$0","$0",""
"","Kyle O'Quinn","2019","C","UFA","IND","PHI","1","$2,028,594","$2,028,594","$4,449,000","$2,028,594","$4,449,000","$4,449,000",""
"","Glenn Robinson III","2019","SF","UFA","DET","GSW","1","$1,882,867","$1,882,867","$1,882,867","$1,882,867","$1,620,564","$1,882,867",""
"","Tim Frazier","2019","PG","UFA","MIL","DET","1","$1,882,867","$1,882,867","$1,882,867","$1,882,867","$1,620,564","$1,882,867",""
"","Jarell Martin","2019","PF","UFA","ORL","CLE","1","$1,737,145","$1,737,145","$0","$0","$1,620,564","$1,737,145",""
"","Emmanuel Mudiay","2019","PG","UFA","NYK","UTA","1","$1,737,145","$1,737,145","$1,737,145","$1,737,145","$1,620,564","$1,737,145",""
"","Raul Neto","2019","PG","UFA","UTA","PHI","1","$1,737,145","$1,737,145","$0","$1,737,145","$900,000","$900,000",""
"","Anthony Bennett","2019","PF","UFA","","HOU","1","$1,737,145","$1,737,145","$0","$0","$1,620,564","$1,737,145",""
"","JaKarr Sampson","2019","SF","UFA","CHI","IND","1","$1,737,145","$1,737,145","$0","$1,737,145","$0","$0",""
"","Timothe Luwawu-Cabarrot","2019","SG","UFA","CHI","CLE","1","$1,678,854","$1,678,854","$0","$0","$0","$0",""
"","Cheick Diallo","2019","PF","UFA","NOP","PHX","1","$1,678,854","$1,678,854","$1,678,854","$1,678,854","$1,678,854","$1,678,854",""
"","Sindarius Thornwell","2019","SG","UFA","LAC","CLE","1","$1,620,564","$1,620,564","$2,193,857","$0","$815,615","$81",""
"","P.J. Dozier","2019","PG","UFA","BOS","DEN","1","$1,620,564","$1,620,564","$0","$0","$1,620,564","$1,620,564",""
"","Devin Robinson","2019","SF","UFA","WAS","TOR","1","$1,620,564","$1,620,564","$0","$0","$1,620,564","$1,620,564",""
"","Brad Wanamaker","2019","PG","UFA","BOS","BOS","1","$1,445,697","$1,445,697","$838,464","$1,445,697","$838,464","$838,464",""
"","Thomas Welsh","2019","C","UFA","DEN","CHA","1","$1,445,697","$1,445,697","$0","$0","$1,445,697","$1,445,697",""
"","Theo Pinson","2019","SG","UFA","BKN","BKN","1","$1,445,697","$1,445,697","$1,445,697","$1,445,697","$1,445,697","$1,445,697",""
"","Shaquille Harrison","2019","PG","UFA","CHI","CHI","1","$898,310","$898,310","$175,000","$175,000","$898,310","$898,310",""
