"Rank","Player","Year","Pos","Status","Team From","Team From To","YRS","Value","AAV","GTDAT SIGN","GTDPRACTICAL","YR-1 CAP","YR-1 CASH",""
"","Kelly Olynyk","2017","PF","UFA","BOS","MIA","4","$50,000,000","$12,500,000","$0","$45,610,826","$0","$0",""
"","Pau Gasol","2017","C","UFA","SAS","SAS","3","$48,800,000","$16,266,667","$39,500,000","$39,500,000","$16,000,000","$16,000,000",""
"","Andre Iguodala","2017","SF","UFA","GSW","GSW","3","$48,000,000","$16,000,000","$48,000,000","$48,000,000","$14,814,815","$14,814,815",""
"","Patty Mills","2017","PG","UFA","SAS","SAS","4","$48,000,000","$12,000,000","$0","$48,000,000","$0","$0",""
"","James Johnson","2017","PF","UFA","MIA","MIA","3","$43,295,100","$14,431,700","$0","$43,295,100","$0","$0",""
"","Mason Plumlee","2017","C","RFA","DEN","DEN","3","$41,000,000","$13,666,667","$0","$41,000,000","$0","$0",""
"","P.J. Tucker","2017","PF","UFA","TOR","HOU","4","$31,878,148","$7,969,537","$0","$26,477,799","$0","$0",""
"","Andre Roberson","2017","SG","RFA","OKC","OKC","3","$30,000,000","$10,000,000","$30,000,000","$30,000,000","$9,259,260","$9,259,260",""
"","Taj Gibson","2017","PF","UFA","OKC","MIN","2","$28,000,000","$14,000,000","$0","$28,000,000","$0","$0",""
"","C.J. Miles","2017","SF","UFA","IND","TOR","3","$25,000,000","$8,333,333","$0","$25,000,000","$0","$0",""
"","Zach Randolph","2017","PF","UFA","MEM","SAC","2","$24,000,000","$12,000,000","$0","$24,000,000","$0","$0",""
"","Shaun Livingston","2017","PG","UFA","GSW","GSW","3","$23,692,308","$7,897,436","$0","$18,000,000","$0","$0",""
"","J.J. Redick","2017","SG","UFA","LAC","PHI","1","$23,000,000","$23,000,000","$0","$23,000,000","$0","$0",""
"","Kyle Korver","2017","SG","UFA","CLE","CLE","3","$22,060,000","$7,353,333","$18,000,000","$18,000,000","$7,000,000","$7,000,000",""
"","Bojan Bogdanovic","2017","SF","UFA","WAS","IND","2","$21,000,000","$10,500,000","$0","$12,000,000","$0","$0",""
"","Darren Collison","2017","PG","UFA","SAC","IND","2","$20,000,000","$10,000,000","$0","$12,000,000","$0","$0",""
"","Kentavious Caldwell-Pope","2017","SG","UFA","DET","LAL","1","$17,745,894","$17,745,894","$0","$17,745,894","$0","$0",""
"","Rudy Gay","2017","PF","UFA","SAC","SAS","2","$17,232,300","$8,616,150","$0","$17,232,300","$0","$0",""
"","Alan Williams","2017","PF","RFA","PHX","PHX","3","$17,000,000","$5,666,667","$6,000,000","$6,000,000","$6,000,000","$6,000,000",""
"","Patrick Patterson","2017","PF","UFA","TOR","OKC","3","$16,354,800","$5,451,600","$0","$16,354,800","$0","$0",""
"","JaMychal Green","2017","PF","RFA","MEM","MEM","2","$16,200,000","$8,100,000","$0","$16,200,000","$0","$0",""
"","Nikola Mirotic","2017","PF","RFA","CHI","CHI","1","$12,500,000","$12,500,000","$0","$12,500,000","$0","$0",""
"","Shelvin Mack","2017","PG","UFA","UTA","ORL","2","$12,000,000","$6,000,000","$0","$7,000,000","$0","$0",""
"","Amir Johnson","2017","C","UFA","BOS","PHI","1","$11,000,000","$11,000,000","$11,000,000","$11,000,000","$11,000,000","$11,000,000",""
"","Nene Hilario","2017","C","UFA","HOU","HOU","3","$10,954,440","$3,651,480","$0","$10,954,440","$0","$0",""
"","Ben McLemore","2017","SF","UFA","SAC","MEM","2","$10,660,000","$5,330,000","$0","$10,660,000","$0","$0",""
"","Thabo Sefolosha","2017","SF","UFA","ATL","UTA","2","$10,500,000","$5,250,000","$0","$5,250,000","$0","$0",""
"","Mike Muscala","2017","C","UFA","ATL","ATL","2","$10,000,000","$5,000,000","$10,000,000","$10,000,000","$5,000,000","$5,000,000",""
"","Justin Holiday","2017","SG","UFA","NYK","CHI","2","$9,000,000","$4,500,000","$0","$9,000,000","$947,276","$947,276",""
"","Ron Baker","2017","SG","UFA","NYK","NYK","2","$8,872,400","$4,436,200","$8,872,400","$8,872,400","$4,328,000","$4,328,000",""
"","Jamal Crawford","2017","SG","UFA","ATL","MIN","2","$8,872,400","$4,436,200","$0","$8,872,400","$0","$0",""
"","Jonas Jerebko","2017","PF","UFA","BOS","UTA","2","$8,200,000","$4,100,000","$0","$4,000,000","$0","$0",""
"","Vince Carter","2017","SG","UFA","MEM","SAC","1","$8,000,000","$8,000,000","$0","$8,000,000","$0","$0",""
"","Jodie Meeks","2017","SG","UFA","ORL","WAS","2","$6,744,500","$3,372,250","$6,744,500","$6,744,500","$3,290,000","$3,290,000",""
"","Ersan Ilyasova","2017","PF","UFA","ATL","ATL","1","$6,000,000","$6,000,000","$0","$6,000,000","$0","$0",""
"","Eric Moreland","2017","PF","UFA","","DET","3","$5,478,899","$1,826,300","$0","$500,000","$0","$0",""
"","Nick Young","2017","SG","UFA","LAL","GSW","1","$5,192,000","$5,192,000","$0","$5,192,000","$0","$0",""
"","Reggie Bullock","2017","SF","RFA","DET","DET","2","$5,000,000","$2,500,000","$0","$2,500,000","$0","$0",""
"","Dirk Nowitzki","2017","PF","UFA","DAL","DAL","1","$5,000,000","$5,000,000","$0","$5,000,000","$0","$0",""
"","Troy Williams","2017","SF","RFA","HOU","HOU","3","$4,693,068","$1,564,356","$1,312,611","$1,312,611","$1,312,611","$1,312,611",""
"","Aron Baynes","2017","C","UFA","DET","BOS","1","$4,328,000","$4,328,000","$0","$4,328,000","$0","$0",""
"","Nerlens Noel","2017","C","RFA","DAL","DAL","1","$4,187,598","$4,187,598","$0","$4,187,598","$0","$0",""
"","Tyler Zeller","2017","C","UFA","BOS","BKN","2","$3,643,479","$1,821,740","$1,709,538","$1,709,538","$1,709,538","$1,709,538",""
"","Zaza Pachulia","2017","C","UFA","GSW","GSW","1","$3,477,600","$3,477,600","$0","$3,477,600","$0","$0",""
"","Shabazz Muhammad","2017","SG","UFA","MIN","MIN","2","$3,372,245","$1,686,123","$3,372,245","$3,372,245","$1,577,230","$1,577,230",""
"","Jeff Withey","2017","C","UFA","UTA","DAL","2","$3,372,245","$1,686,123","$350,000","$350,000","$1,577,230","$1,577,230",""
"","Rajon Rondo","2017","PG","UFA","CHI","NOP","1","$3,300,000","$3,300,000","$0","$3,300,000","$0","$0",""
"","Tyreke Evans","2017","SG","UFA","SAC","MEM","1","$3,290,000","$3,290,000","$0","$3,290,000","$0","$0",""
"","Anthony Tolliver","2017","PF","UFA","SAC","DET","1","$3,290,000","$3,290,000","$3,290,000","$3,290,000","$3,290,000","$3,290,000",""
"","Tarik Black","2017","PF","UFA","LAL","HOU","1","$3,290,000","$3,290,000","$3,290,000","$3,290,000","$3,290,000","$3,290,000",""
"","Tyler Ennis","2017","PG","UFA","LAL","LAL","2","$3,180,397","$1,590,199","$1,524,305","$1,524,305","$1,524,305","$1,524,305",""
"","Joffrey Lauvergne","2017","PF","UFA","CHI","SAS","2","$3,180,397","$1,590,199","$3,180,397","$3,180,397","$1,524,305","$1,524,305",""
"","Diamond Stone","2017","C","UFA","ATL","CHI","2","$2,857,562","$1,428,781","$50,000","$50,000","$1,312,611","$1,312,611",""
"","Quinn Cook","2017","PG","UFA","NOP","ATL","2","$2,857,562","$1,428,781","$31,969","$0","$31,969","$31,969",""
"","Wayne Selden","2017","SG","UFA","MEM","MEM","2","$2,857,562","$1,428,781","$0","$1,312,611","$0","$0",""
"","Michael Carter-Williams","2017","PG","UFA","CHI","CHA","1","$2,700,000","$2,700,000","$0","$2,700,000","$0","$0",""
"","Nick Collison","2017","PF","UFA","OKC","OKC","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652","$1,471,382","$1,471,382",""
"","Tony Allen","2017","SG","UFA","MEM","NOP","1","$2,328,652","$2,328,652","$0","$2,328,652","$0","$0",""
"","Jeff Green","2017","PF","UFA","ORL","CLE","1","$2,328,652","$2,328,652","$0","$2,328,652","$0","$0",""
"","Ramon Sessions","2017","PG","UFA","CHA","NYK","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652","$1,471,382","$2,328,652",""
"","Udonis Haslem","2017","PF","UFA","MIA","MIA","1","$2,328,652","$2,328,652","$0","$2,328,652","$0","$0",""
"","Gerald Green","2017","SG","UFA","BOS","MIL","1","$2,328,652","$2,328,652","$0","$0","$0","$0",""
"","Raymond Felton","2017","PG","UFA","LAC","OKC","1","$2,328,652","$2,328,652","$0","$2,328,652","$0","$0",""
"","Jason Terry","2017","SG","UFA","MIL","MIL","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652","$1,471,382","$2,328,652",""
"","Jose Calderon","2017","PG","UFA","ATL","CLE","1","$2,328,652","$2,328,652","$0","$2,328,652","$0","$0",""
"","Jarrett Jack","2017","PG","UFA","","NYK","1","$2,328,652","$2,328,652","$0","$0","$57,672","$91,274",""
"","Dante Cunningham","2017","PF","UFA","NOP","NOP","1","$2,300,000","$2,300,000","$0","$0","$0","$0",""
"","Cameron Oliver","2017","PF","UDFA","Nevada","HOU","2","$2,193,857","$0","$300,000","$300,000","$815,615","$815,615",""
"","Anthony Morrow","2017","SG","UFA","CHI","POR","1","$2,116,955","$2,116,955","$0","$0","$1,471,382","$2,116,955",""
"","Michael Beasley","2017","SF","UFA","MIL","NYK","1","$2,116,955","$2,116,955","$0","$0","$0","$306,527",""
"","Luc Richard Mbah a Moute","2017","PF","UFA","LAC","HOU","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955","$1,471,382","$2,116,955",""
"","Marreese Speights","2017","PF","UFA","LAC","ORL","1","$2,116,955","$2,116,955","$0","$2,116,955","$0","$0",""
"","Aaron Brooks","2017","PG","UFA","IND","MIN","1","$2,116,955","$2,116,955","$0","$0","$1,471,382","$2,116,955",""
"","JaVale McGee","2017","C","UFA","GSW","GSW","1","$2,116,955","$2,116,955","$0","$2,116,955","$0","$0",""
"","Damien Wilkins","2017","SG","UFA","","IND","1","$2,116,955","$2,116,955","$0","$0","$1,471,382","$2,116,955",""
"","Derrick Rose","2017","PG","UFA","NYK","CLE","1","$2,106,470","$2,106,470","$0","$2,106,470","$0","$0",""
"","Omri Casspi","2017","SF","UFA","MIN","GSW","1","$2,106,470","$2,106,470","$185,710","$2,106,470","$138,414","$185,710",""
"","Luke Babbitt","2017","SF","UFA","MIA","ATL","1","$1,974,159","$1,974,159","$0","$987,080","$0","$0",""
"","Mike Scott","2017","PF","UFA","PHX","WAS","1","$1,709,538","$1,709,538","$0","$1,709,538","$0","$0",""
"","Donald Sloan","2017","PG","UFA","","WAS","1","$1,709,538","$1,709,538","$0","$0","$1,471,382","$1,709,538",""
"","Ian Clark","2017","SG","UFA","GSW","NOP","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230","$1,471,382","$1,577,230",""
"","Willie Reed","2017","C","UFA","MIA","LAC","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230","$1,471,382","$1,577,230",""
"","K.J. McDaniels","2017","SG","UFA","BKN","TOR","1","$1,524,305","$1,524,305","$0","$0","$1,471,382","$1,524,305",""
"","Damjan Rudez","2017","SF","RFA","ORL","ORL","1","$1,524,305","$1,524,305","$0","$0","$1,471,382","$1,524,305",""
"","Bobby Brown","2017","PG","RFA","HOU","HOU","1","$1,524,305","$1,524,305","$0","$0","$1,471,382","$1,524,305",""
"","Shane Larkin","2017","PG","UFA","","BOS","1","$1,524,305","$1,524,305","$0","$1,524,305","$0","$0",""
"","Jordan Mickey","2017","PF","UFA","BOS","MIA","1","$1,471,382","$1,471,382","$1,471,382","$1,471,382","$1,471,382","$1,471,382",""
"","Briante Weber","2017","PG","UFA","CHA","LAL","1","$1,471,382","$1,471,382","$50,000","$50,000","$1,471,382","$1,471,382",""
"","Vander Blue","2017","SG","UFA","","LAL","1","$1,471,382","$1,471,382","$50,000","$50,000","$1,471,382","$1,471,382",""
"","Marshall Plumlee","2017","PF","UFA","NYK","LAC","1","$1,312,611","$1,312,611","$0","$0","$1,312,611","$1,312,611",""
"","Stephen Zimmerman","2017","C","UFA","ORL","LAL","1","$1,312,611","$1,312,611","$0","$0","$1,312,611","$1,312,611",""
"","Georges Niang","2017","PF","UFA","IND","GSW","1","$1,312,611","$1,312,611","$0","$0","$0","$0",""
"","Michael Gbinije","2017","SG","UFA","DET","GSW","1","$1,312,611","$1,312,611","$0","$0","$1,312,611","$1,312,611",""
"","Marcus Georges-Hunt","2017","SG","UFA","ORL","MIN","1","$1,312,611","$1,312,611","$0","$0","$1,312,611","$1,312,611",""
"","Jarrod Uthoff","2017","SF","UFA","HOU","IND","1","$1,312,611","$1,312,611","$0","$0","$1,312,611","$1,312,611",""
"","James Blackmon Jr.","2017","SG","UDFA","Indiana","PHI","1","$815,615","$0","$0","$0","$815,615","$815,615",""
"","Luke Kornet","2017","C","UDFA","Vanderbilt","NYK","1","$75,000","$0","$0","$0","$0","$0",""
"","Johnathan Motley","2017","PF","UDFA","Baylor","DAL","1","$75,000","$0","$0","$0","$0","$0",""
"","Mario Chalmers","2017","PG","UFA","","MEM","1","$0","$0","$0","$0","$0","$0",""
"","Chris Boucher","2017","PF","UDFA","Oregon","GSW","0","$0","$0","$0","$0","$0","$0",""
"","Jalen Moore","2017","SF","UDFA","Utah State","MIL","0","$0","$0","$0","$0","$0","$0",""
"","Michael Young","2017","PF","UDFA","Pittsburgh","WAS","0","$0","$0","$0","$0","$0","$0",""
