"name","yearSeason","agePlayer","position","team","countGames","pctFG","pctFG3","pctFG2","pctEFG","pctFT","idPlayerNBA","minutesPerGame","fgmPerGame","fgaPerGame","fg3mPerGame","fg3aPerGame","fg2mPerGame","fg2aPerGame","ftmPerGame","ftaPerGame","orbPerGame","drbPerGame","trbPerGame","astPerGame","stlPerGame","blkPerGame","tovPerGame","pfPerGame","ptsPerGame","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals"
"Kobe Bryant",2013,34,"SG","LAL",78,0.463,0.324,0.51,0.504,0.839,977,38.6,9.5,20.4,1.7,5.2,7.8,15.2,6.7,8,0.8,4.7,5.6,6,1.4,0.3,3.7,2.2,27.3,3013,23,0.57,0.255,0.392,0.025,0.131,0.079,0.297,0.018,0.6,0.133,0.319,8.4,2.6,10.9,0.174,4.7,-0.1,4.6,5,3013,738,1595,132,407,606,1188,525,626,66,367,433,469,106,25,287,173,2133
"Alec Burks",2013,21,"SG","UTA",64,0.42,0.359,0.439,0.463,0.713,202692,17.8,2.5,6.1,0.5,1.4,2,4.6,1.4,2,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7,1137,11.5,0.507,0.237,0.332,0.038,0.112,0.075,0.13,0.016,0.9,0.143,0.207,0.3,0.7,1,0.044,-1.9,-0.7,-2.6,-0.2,1137,163,388,33,92,130,296,92,129,37,108,145,92,35,13,74,114,451
"Matt Carroll",2013,32,"SG","CHA",1,0,0,0,0,0,2679,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2.9,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0.029,-6.8,-3.2,-10,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Jamal Crawford",2013,32,"SG","LAC",76,0.438,0.376,0.477,0.511,0.871,2037,29.3,5.9,13.4,2,5.2,3.9,8.2,2.8,3.3,0.3,1.4,1.7,2.5,1,0.2,1.9,0.9,16.5,2230,16.8,0.558,0.39,0.244,0.012,0.056,0.034,0.144,0.019,0.5,0.115,0.26,3.7,1.7,5.4,0.116,2.3,-1.3,1,1.7,2230,445,1016,149,396,296,620,216,248,22,106,128,193,79,13,146,71,1255
"Jared Cunningham",2013,21,"SG","DAL",8,0.429,0.667,0.364,0.5,0.01,203099,3.3,0.8,1.8,0.3,0.4,0.5,1.4,0.3,0.3,0.1,0.3,0.4,0.1,0.1,0,0.3,0.4,2,26,14.8,0.538,0.214,0.143,0.044,0.084,0.064,0.068,0.02,0,0.118,0.296,0,0,0,0.033,0.4,-1.9,-1.5,0,26,6,14,2,3,4,11,2,2,1,2,3,1,1,0,2,3,16
"Nando De Colo",2013,25,"SG","SAS",72,0.436,0.378,0.465,0.5,0.795,201986,12.8,1.5,3.3,0.4,1.1,1,2.2,0.5,0.6,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.2,3.8,920,11.1,0.53,0.34,0.183,0.031,0.137,0.087,0.216,0.023,0.5,0.237,0.171,0,1.4,1.3,0.07,-2.4,1.2,-1.2,0.2,920,105,241,31,82,74,159,35,44,23,115,138,138,41,6,81,87,276
"DeMar DeRozan",2013,23,"SG","TOR",82,0.445,0.283,0.463,0.459,0.831,201942,36.7,6.7,15,0.4,1.5,6.3,13.5,4.3,5.2,0.6,3.3,3.9,2.5,0.9,0.3,1.8,2.1,18.1,3013,14.7,0.523,0.097,0.347,0.019,0.109,0.063,0.12,0.013,0.6,0.096,0.242,3.1,1.6,4.7,0.075,-0.2,-1.2,-1.4,0.4,3013,548,1231,34,120,514,1111,355,427,48,272,320,204,76,24,151,173,1485
"Chris Douglas-Roberts",2013,26,"SG","DAL",6,0.357,0,0.5,0.357,0.7,201604,10.5,0.8,2.3,0,0.7,0.8,1.7,1.2,1.7,0,0.8,0.8,0.7,0.3,0,0.2,0.7,2.8,63,8.3,0.462,0.286,0.714,0,0.087,0.044,0.089,0.016,0,0.052,0.14,0,0,0.1,0.041,-3.9,0.2,-3.8,0,63,5,14,0,4,5,10,7,10,0,5,5,4,2,0,1,4,17
"Monta Ellis",2013,27,"SG","MIL",82,0.416,0.287,0.454,0.448,0.773,101145,37.5,7.3,17.5,1.1,4,6.1,13.5,3.5,4.6,0.5,3.3,3.9,6,2.1,0.4,3.1,2,19.2,3076,16.2,0.493,0.228,0.26,0.015,0.098,0.055,0.271,0.028,0.9,0.137,0.263,1.2,3.3,4.6,0.071,0.3,0.3,0.6,2.1,3076,597,1436,94,328,503,1108,289,374,45,271,316,496,169,36,254,164,1577
"Kim English",2013,24,"SG","DET",41,0.375,0.28,0.452,0.438,0.724,203119,9.9,1,2.7,0.3,1.2,0.7,1.5,0.5,0.7,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,407,7.9,0.477,0.446,0.259,0.022,0.084,0.052,0.098,0.021,0.6,0.132,0.161,0,0.2,0.2,0.021,-4,-0.2,-4.2,-0.2,407,42,112,14,50,28,62,21,29,8,29,37,26,16,3,19,46,119
"Tyreke Evans",2013,23,"SG","SAC",65,0.478,0.338,0.508,0.508,0.775,201936,31,5.6,11.8,0.7,2,4.9,9.7,3.2,4.2,0.9,3.6,4.4,3.5,1.4,0.4,2,2,15.2,2016,18.1,0.558,0.174,0.354,0.031,0.135,0.082,0.19,0.023,0.01,0.126,0.223,3.6,0.8,4.4,0.105,2,-0.2,1.8,1.9,2016,366,765,45,133,321,632,210,271,56,231,287,229,90,27,128,133,987
"Evan Fournier",2013,20,"SG","DEN",38,0.493,0.407,0.541,0.566,0.769,203095,11.3,2,4,0.6,1.4,1.4,2.6,0.8,1,0.2,0.8,0.9,1.2,0.5,0,0.8,1.7,5.3,428,13.8,0.597,0.355,0.257,0.016,0.074,0.046,0.155,0.022,0.2,0.159,0.204,0.7,0.3,1,0.115,-1.3,0,-1.4,0.1,428,75,152,22,54,53,98,30,39,6,29,35,44,19,1,32,65,202
"Randy Foye",2013,29,"SG","UTA",82,0.397,0.41,0.378,0.518,0.819,200751,27.4,3.6,9,2.2,5.3,1.4,3.7,1.4,1.8,0.2,1.3,1.5,2,0.8,0.3,1.1,2.3,10.8,2249,11.7,0.55,0.588,0.195,0.9,0.058,0.033,0.117,0.015,0.9,0.103,0.181,2.8,0.9,3.7,0.08,0.1,-0.7,-0.6,0.8,2249,293,738,178,434,115,304,118,144,17,110,127,167,66,27,92,190,882
"Jimmer Fredette",2013,23,"SG","SAC",69,0.421,0.417,0.423,0.5,0.859,202690,14,2.5,5.9,0.9,2.3,1.6,3.7,1.2,1.4,0.3,0.8,1,1.3,0.4,0,1,0.9,7.2,967,14.6,0.546,0.381,0.242,0.022,0.064,0.042,0.159,0.016,0.2,0.131,0.239,1.1,-0.1,1.1,0.052,1.1,-2.5,-1.3,0.2,967,172,409,65,156,107,253,85,99,19,52,71,92,31,3,68,64,494
"Manu Ginobili",2013,35,"SG","SAS",60,0.425,0.353,0.48,0.502,0.796,1938,23.2,3.8,9,1.4,3.9,2.4,5.1,2.7,3.4,0.5,2.9,3.4,4.6,1.3,0.2,2.2,1.9,11.8,1393,19,0.56,0.436,0.382,0.026,0.134,0.083,0.306,0.029,0.7,0.173,0.252,2.1,2.4,4.5,0.155,2.1,1.5,3.6,2,1393,229,539,83,235,146,304,164,206,30,171,201,274,80,13,132,114,705
"Ben Gordon",2013,29,"SG","CHA",75,0.408,0.387,0.421,0.482,0.843,2732,20.8,4.1,10.1,1.5,3.9,2.6,6.2,1.4,1.7,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8,11.2,1560,12.7,0.515,0.384,0.167,0.013,0.085,0.048,0.176,0.012,0.8,0.143,0.278,-0.4,-0.2,-0.6,-0.018,-0.2,-3.2,-3.4,-0.6,1560,310,760,113,292,197,468,107,127,18,112,130,141,35,16,136,134,840
"Eric Gordon",2013,24,"SG","NOH",42,0.402,0.324,0.436,0.45,0.842,201569,30.1,5.6,13.9,1.3,4.1,4.3,9.8,4.5,5.3,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17,1264,15.4,0.523,0.296,0.38,0.9,0.064,0.036,0.193,0.019,0.5,0.146,0.294,0.8,0.3,1.1,0.042,0.6,-1.9,-1.3,0.2,1264,235,584,56,173,179,411,187,222,10,67,77,137,45,8,117,75,713
"Andrew Goudelock",2013,24,"SG","LAL",1,0,0,0,0,0,202726,6,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,6,-6.4,0,0,0,0.189,0,0.092,0,0,0,0,0.148,0,0,0,-0.264,-9.7,-6.2,-15.9,0,6,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
"Danny Green",2013,25,"SG","SAS",80,0.448,0.429,0.48,0.581,0.848,201980,27.5,3.7,8.3,2.2,5.2,1.5,3.1,0.8,1,0.5,2.6,3.1,1.8,1.2,0.7,1.2,1.6,10.5,2201,14.1,0.6,0.623,0.119,0.02,0.103,0.064,0.095,0.021,0.018,0.119,0.166,2.6,3.2,5.9,0.128,1.4,1.4,2.8,2.7,2201,297,663,177,413,120,250,67,79,36,208,244,141,92,54,94,124,838
"Willie Green",2013,31,"SG","LAC",72,0.461,0.428,0.486,0.553,0.719,2584,16.5,2.5,5.4,1,2.3,1.5,3.1,0.3,0.4,0.2,1.1,1.3,0.8,0.4,0.2,0.4,1.3,6.3,1188,11.8,0.562,0.43,0.083,0.017,0.079,0.049,0.071,0.013,0.8,0.072,0.166,1.7,0.9,2.5,0.103,-0.2,-0.7,-0.8,0.3,1188,178,386,71,166,107,220,23,32,17,80,97,55,29,12,31,96,450
"Richard Hamilton",2013,34,"SG","CHI",50,0.429,0.308,0.444,0.446,0.857,1888,21.8,4.1,9.5,0.3,1,3.8,8.5,1.3,1.5,0.3,1.3,1.7,2.4,0.5,0.1,1.7,1.9,9.8,1088,10.6,0.481,0.109,0.162,0.017,0.072,0.044,0.199,0.012,0.3,0.142,0.25,-0.6,0.9,0.4,0.016,-2.8,-1.2,-4,-0.6,1088,204,475,16,52,188,423,66,77,16,67,83,119,24,5,84,93,490
"James Harden",2013,23,"SG","HOU",78,0.438,0.368,0.477,0.504,0.851,201935,38.3,7.5,17.1,2.3,6.2,5.2,10.9,8.6,10.2,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,2985,22.9,0.6,0.364,0.592,0.024,0.119,0.072,0.257,0.024,0.01,0.149,0.29,9.8,3,12.8,0.206,5.2,0.5,5.6,5.8,2985,585,1337,179,486,406,851,674,792,62,317,379,455,142,38,295,178,2023
"Devin Harris",2013,29,"SG","ATL",58,0.438,0.335,0.549,0.525,0.727,2734,24.5,3.3,7.6,1.3,4,2,3.7,1.9,2.7,0.1,1.9,2,3.4,1.1,0.2,1.5,1.8,9.9,1421,14.6,0.565,0.519,0.348,0.5,0.087,0.047,0.217,0.023,0.7,0.147,0.195,1.8,1.5,3.3,0.111,-0.5,0.6,0.1,0.8,1421,194,443,77,230,117,213,112,154,6,110,116,197,64,13,88,103,577
"Gerald Henderson",2013,25,"SG","CHA",68,0.447,0.33,0.462,0.466,0.824,201945,31.4,5.6,12.6,0.5,1.5,5.1,11.1,3.8,4.6,0.8,2.9,3.7,2.6,1,0.5,1.6,2.2,15.5,2133,16.4,0.531,0.117,0.366,0.029,0.108,0.067,0.156,0.017,0.013,0.098,0.235,2.9,0.3,3.3,0.073,0.3,-1.4,-1.1,0.5,2133,382,855,33,100,349,755,258,313,55,195,250,177,68,34,108,149,1055
"Cory Higgins",2013,23,"SG","CHA",6,0.316,0.2,0.357,0.342,0.5,202809,5.3,1,3.2,0.2,0.8,0.8,2.3,0.2,0.3,0.2,0.3,0.5,0.8,0.5,0,0,0.8,2.3,32,12.6,0.352,0.263,0.105,0.035,0.074,0.054,0.298,0.049,0,0,0.283,0,0,0,-0.022,-3.5,0.2,-3.3,0,32,6,19,1,5,5,14,1,2,1,2,3,5,3,0,0,5,14
"Justin Holiday",2013,23,"SG","PHI",9,0.333,0.25,0.375,0.375,0.75,203200,15.8,1.8,5.3,0.4,1.8,1.3,3.6,0.7,0.9,0,1.6,1.6,1.7,0.3,0.7,1,0.8,4.7,142,7.6,0.408,0.333,0.167,0,0.115,0.056,0.16,0.011,0.033,0.149,0.196,-0.3,0.1,-0.1,-0.042,-4.4,-0.6,-5,-0.1,142,16,48,4,16,12,32,6,8,0,14,14,15,3,6,9,7,42
"Andre Iguodala",2013,29,"SG","DEN",80,0.451,0.317,0.515,0.502,0.574,2738,34.7,5,11,1.1,3.6,3.8,7.4,1.9,3.4,1,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13,2779,15.2,0.52,0.327,0.307,0.034,0.135,0.085,0.224,0.025,0.015,0.171,0.188,2.4,3.2,5.6,0.097,1.2,1.4,2.6,3.3,2779,396,879,91,287,305,592,155,270,82,341,423,433,139,52,206,127,1038
"Royal Ivey",2013,31,"SG","PHI",53,0.431,0.42,0.446,0.559,0.563,2767,13.2,1.2,2.7,0.7,1.7,0.5,1.1,0.2,0.3,0.3,0.8,1.1,0.6,0.4,0.1,0.4,1.4,3.2,698,8.1,0.563,0.611,0.111,0.025,0.068,0.046,0.067,0.017,0.3,0.117,0.113,0.5,0.5,1,0.066,-3.4,0.6,-2.8,-0.1,698,62,144,37,88,25,56,9,16,16,41,57,32,23,3,20,73,170
"Jarrett Jack",2013,29,"SG","GSW",79,0.452,0.404,0.466,0.499,0.843,101127,29.7,4.9,10.8,1,2.6,3.9,8.3,2.1,2.5,0.3,2.8,3.1,5.6,0.8,0.1,2,1.7,12.9,2349,15.9,0.542,0.237,0.231,0.01,0.101,0.057,0.299,0.013,0.4,0.143,0.21,3.9,1.8,5.6,0.115,1.1,-0.6,0.5,1.4,2349,387,857,82,203,305,654,167,198,21,222,243,439,60,11,157,134,1023
"John Jenkins",2013,21,"SG","ATL",61,0.446,0.384,0.5,0.536,0.843,203098,14.8,2.1,4.8,0.9,2.3,1.3,2.6,1,1.1,0.3,1.3,1.5,0.9,0.2,0.2,0.7,0.6,6.1,902,13,0.576,0.469,0.238,0.022,0.096,0.06,0.098,0.7,0.8,0.11,0.187,1.1,0.6,1.7,0.091,0.4,-1.2,-0.8,0.3,902,131,294,53,138,78,156,59,70,17,77,94,56,12,10,40,37,374
"Joe Johnson",2013,31,"SG","BRK",72,0.423,0.375,0.452,0.493,0.82,2207,36.7,6.2,14.6,2.1,5.5,4.1,9.1,1.8,2.2,0.7,2.3,3,3.5,0.7,0.2,1.7,1.4,16.3,2642,14.1,0.521,0.375,0.153,0.024,0.074,0.049,0.167,0.01,0.4,0.099,0.217,3.9,1.2,5.1,0.092,1.4,-1.4,0,1.3,2642,445,1052,148,395,297,657,132,161,53,165,218,253,49,14,123,99,1170
"Orlando Johnson",2013,23,"SG","IND",51,0.4,0.383,0.419,0.5,0.719,203111,12.1,1.4,3.5,0.7,1.8,0.7,1.7,0.5,0.6,0.4,1.8,2.2,0.9,0.2,0.2,0.6,1,4,619,11.4,0.523,0.522,0.178,0.037,0.159,0.099,0.125,0.9,0.011,0.13,0.164,0.5,1,1.5,0.115,-0.5,0.7,0.2,0.3,619,72,180,36,94,36,86,23,32,20,90,110,47,11,9,29,51,203
"Darius Johnson-Odom",2013,23,"SG","LAL",4,0,0,0,0,0,203130,1.5,0,1,0,0.3,0,0.8,0,0,0.3,0.8,1,0.3,0,0,0,0,0,6,-6.7,0,0.25,0,0.189,0.537,0.367,0.217,0,0,0,0.297,-0.1,0,-0.1,-0.439,-15,-6,-21,0,6,0,4,0,1,0,3,0,0,1,3,4,1,0,0,0,0,0
"Jason Kidd",2013,39,"SG","NYK",76,0.372,0.351,0.452,0.511,0.833,467,26.9,2,5.4,1.5,4.3,0.5,1.1,0.5,0.6,0.7,3.6,4.3,3.3,1.6,0.3,1,1.6,6,2043,13.5,0.532,0.795,0.117,0.028,0.162,0.093,0.178,0.033,0.011,0.15,0.116,2.6,2.8,5.4,0.128,0.6,2.7,3.3,2.7,2043,152,409,114,325,38,84,40,48,50,273,323,249,125,25,76,125,458
"Courtney Lee",2013,27,"SG","BOS",78,0.464,0.372,0.503,0.519,0.861,201584,24.9,3.2,6.8,0.7,2,2.4,4.8,0.8,0.9,0.4,2,2.4,1.8,1.1,0.3,1.1,1.8,7.8,1941,11.7,0.545,0.294,0.136,0.019,0.094,0.058,0.117,0.024,0.9,0.13,0.157,0.9,2.4,3.3,0.082,-1.8,1.2,-0.5,0.7,1941,246,530,58,156,188,374,62,72,31,159,190,143,89,21,84,139,612
"Malcolm Lee",2013,22,"SG","MIN",16,0.382,0.333,0.404,0.434,0.6,202723,18.1,1.8,4.8,0.5,1.5,1.3,3.3,0.8,1.3,0.9,1.5,2.4,1.3,0.8,0.4,0.6,1.9,4.9,289,9.8,0.46,0.316,0.263,0.058,0.098,0.077,0.107,0.021,0.016,0.105,0.147,0.1,0.3,0.4,0.059,-2.4,1.1,-1.3,0,289,29,76,8,24,21,52,12,20,15,24,39,20,12,6,10,30,78
"DeAndre Liggins",2013,24,"SG","OKC",39,0.447,0.368,0.5,0.521,0.5,202732,7.4,0.5,1.2,0.2,0.5,0.4,0.7,0.2,0.5,0.3,1,1.4,0.4,0.5,0.1,0.4,0.8,1.5,290,9.4,0.528,0.404,0.383,0.055,0.147,0.105,0.072,0.032,0.8,0.203,0.108,0.1,0.5,0.6,0.092,-3.2,2.5,-0.7,0.1,290,21,47,7,19,14,28,9,18,13,40,53,15,18,3,14,33,58
"Kevin Martin",2013,29,"SG","OKC",77,0.45,0.426,0.472,0.551,0.89,2755,27.7,4.5,10.1,2.1,4.8,2.5,5.3,2.8,3.2,0.4,1.9,2.3,1.4,0.9,0.1,1.3,1.8,14,2136,16,0.608,0.477,0.316,0.018,0.074,0.048,0.079,0.017,0.3,0.102,0.21,5,2,7,0.157,1.7,-0.7,1,1.6,2136,350,778,158,371,192,407,219,246,31,147,178,106,72,8,101,138,1077
"Roger Mason Jr.",2013,32,"SG","NOH",69,0.433,0.415,0.452,0.541,0.907,2427,17.7,1.9,4.4,1,2.3,1,2.1,0.6,0.6,0.2,1.8,1.9,1.1,0.4,0.2,0.7,1.5,5.3,1219,10,0.57,0.521,0.141,0.011,0.12,0.065,0.095,0.012,0.8,0.136,0.143,1.1,0.3,1.4,0.057,-1.3,-0.5,-1.9,0.1,1219,132,305,66,159,66,146,39,43,11,121,132,74,26,11,51,104,369
"Wesley Matthews",2013,26,"SG","POR",69,0.436,0.398,0.478,0.54,0.797,202083,34.8,5.1,11.7,2.4,6.2,2.7,5.6,2.2,2.7,0.5,2.3,2.8,2.5,1.3,0.3,1.6,2.5,14.8,2403,14.1,0.574,0.526,0.231,0.017,0.076,0.046,0.118,0.02,0.6,0.109,0.191,3.6,1,4.7,0.093,0.7,-0.2,0.5,1.5,2403,352,808,169,425,183,383,149,187,35,156,191,174,90,18,109,172,1022
"O.J. Mayo",2013,25,"SG","DAL",82,0.449,0.407,0.471,0.519,0.82,201564,35.5,5.6,12.5,1.7,4.3,3.9,8.3,2.3,2.8,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,15.3,2913,13.9,0.556,0.34,0.227,0.014,0.096,0.056,0.194,0.016,0.6,0.157,0.209,2.3,1.8,4.2,0.069,0.1,-0.6,-0.5,1.1,2913,461,1026,142,349,319,677,191,233,36,255,291,361,93,23,210,195,1255
"Jodie Meeks",2013,25,"SG","LAL",78,0.387,0.357,0.441,0.502,0.896,201975,21.3,2.6,6.8,1.6,4.4,1.1,2.4,1.1,1.2,0.5,1.7,2.2,0.9,0.7,0.1,0.7,1.3,7.9,1663,11.4,0.54,0.645,0.181,0.025,0.087,0.057,0.064,0.018,0.2,0.083,0.167,1.9,1.1,3,0.085,-0.7,-0.3,-1,0.4,1663,205,530,122,342,83,188,86,96,37,134,171,69,58,5,52,103,618
"Khris Middleton",2013,21,"SG","DET",27,0.44,0.311,0.5,0.489,0.844,203114,17.6,2.3,5.2,0.5,1.7,1.8,3.6,1,1.2,0.1,1.7,1.9,1,0.6,0.1,0.4,2,6.1,475,11.4,0.532,0.319,0.227,0.01,0.114,0.061,0.095,0.017,0.7,0.066,0.159,0.6,0.3,0.9,0.089,-1.9,-0.1,-1.9,0,475,62,141,14,45,48,96,27,32,4,46,50,28,15,4,11,53,165
"E'Twaun Moore",2013,23,"SG","ORL",75,0.396,0.34,0.424,0.452,0.797,202734,22.4,3.2,8,0.9,2.6,2.3,5.3,0.6,0.8,0.6,1.6,2.2,2.7,0.7,0.3,1.4,1.6,7.8,1682,10.7,0.471,0.329,0.099,0.032,0.08,0.056,0.191,0.016,0.011,0.144,0.197,-0.4,0.7,0.2,0.006,-1.6,-0.7,-2.3,-0.1,1682,237,598,67,197,170,401,47,59,48,119,167,206,51,23,105,122,588
"Kevin Murphy",2013,22,"SG","UTA",17,0.25,0.2,0.261,0.268,0,203122,3.1,0.4,1.6,0.1,0.3,0.4,1.4,0,0,0,0.2,0.2,0.1,0.1,0,0.2,0.2,0.9,52,-4.5,0.268,0.179,0,0,0.091,0.045,0.061,0.01,0,0.097,0.271,-0.3,0,-0.3,-0.272,-11.4,-5.4,-16.8,-0.2,52,7,28,1,5,6,23,0,0,0,4,4,2,1,0,3,4,15
"Gary Neal",2013,28,"SG","SAS",68,0.412,0.355,0.454,0.487,0.865,202390,21.8,3.6,8.8,1.3,3.7,2.3,5.1,0.9,1.1,0.2,1.9,2.1,1.9,0.4,0,1,1.4,9.5,1484,11.5,0.512,0.42,0.124,0.011,0.096,0.056,0.135,0.01,0.1,0.099,0.217,0.4,1.5,1.9,0.06,-1.2,-0.9,-2,0,1484,246,597,89,251,157,346,64,74,13,130,143,129,30,2,69,93,645
"Sasha Pavlovic",2013,29,"SG","POR",39,0.353,0.3,0.407,0.429,0.167,2562,13.5,1.1,3.1,0.5,1.5,0.6,1.5,0,0.2,0.2,1.3,1.4,0.8,0.6,0.1,0.4,1.5,2.6,528,6.2,0.423,0.504,0.05,0.015,0.109,0.062,0.089,0.024,0.7,0.103,0.118,-0.3,0.4,0.1,0.009,-4.9,1.6,-3.3,-0.2,528,42,119,18,60,24,59,1,6,7,49,56,32,24,5,14,59,103
"Chris Quinn",2013,29,"SG","CLE",7,0.25,0,0.364,0.25,0.01,200809,11.1,0.6,2.3,0,0.7,0.6,1.6,0.3,0.3,0.1,0.1,0.3,1.3,0.4,0,0.9,0.6,1.4,78,1.3,0.296,0.313,0.125,0.014,0.016,0.015,0.163,0.02,0,0.262,0.131,-0.2,0,-0.2,-0.124,-7.2,-1.9,-9.2,-0.1,78,4,16,0,5,4,11,2,2,1,1,2,9,3,0,6,4,10
"Jason Richardson",2013,32,"SG","PHI",33,0.402,0.341,0.462,0.487,0.606,2202,28.4,4.1,10.2,1.7,5.1,2.4,5.1,0.6,1,0.6,3.3,3.8,1.5,1.2,0.5,0.8,1.7,10.5,936,12.6,0.495,0.497,0.098,0.022,0.134,0.077,0.086,0.023,0.012,0.069,0.185,0.3,1.1,1.4,0.07,-0.9,0.5,-0.5,0.4,936,135,336,57,167,78,169,20,33,19,108,127,51,40,15,26,57,347
"Luke Ridnour",2013,31,"SG","MIN",82,0.453,0.311,0.503,0.493,0.848,2557,30.2,4.5,9.9,0.8,2.6,3.7,7.3,1.7,2,0.5,2,2.5,3.8,1,0.2,1.6,2.3,11.5,2474,13,0.532,0.261,0.202,0.018,0.079,0.048,0.21,0.017,0.5,0.128,0.183,2.6,1.8,4.3,0.084,-1,0.2,-0.8,0.8,2474,367,811,66,212,301,599,139,164,41,165,206,311,82,15,130,187,939
"Austin Rivers",2013,20,"SG","NOH",61,0.372,0.326,0.385,0.408,0.546,203085,23.2,2.4,6.4,0.5,1.4,1.9,5,1,1.8,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2,6.2,1418,5.9,0.431,0.221,0.277,0.013,0.08,0.046,0.139,0.01,0.5,0.145,0.168,-1.2,0.1,-1.1,-0.038,-4.7,-1.6,-6.2,-1.5,1418,145,390,28,86,117,304,59,108,16,93,109,127,26,9,74,122,377
"Terrence Ross",2013,21,"SG","TOR",73,0.407,0.332,0.464,0.478,0.714,203082,17,2.5,6.3,0.9,2.7,1.7,3.6,0.4,0.6,0.5,1.5,2,0.7,0.6,0.2,0.7,1.7,6.4,1239,10.4,0.491,0.429,0.092,0.033,0.106,0.069,0.072,0.018,0.9,0.092,0.196,0,0.8,0.9,0.034,-1.7,-0.7,-2.5,-0.1,1239,186,457,65,196,121,261,30,42,35,109,144,53,43,14,48,122,467
"Brandon Roy",2013,28,"SG","MIN",5,0.314,0,0.423,0.314,0.7,200750,24.4,2.2,7,0,1.8,2.2,5.2,1.4,2,0.6,2.2,2.8,4.6,0.6,0,1.4,1,5.8,122,8.3,0.368,0.257,0.286,0.027,0.106,0.066,0.288,0.013,0,0.151,0.17,-0.1,0.1,0,-0.017,-3.5,-0.8,-4.2,-0.1,122,11,35,0,9,11,26,7,10,3,11,14,23,3,0,7,5,29
"Thabo Sefolosha",2013,28,"SG","OKC",81,0.481,0.419,0.558,0.597,0.826,200757,27.5,2.8,5.8,1.3,3.2,1.4,2.6,0.7,0.9,0.7,3.2,3.9,1.5,1.3,0.5,0.8,2.2,7.6,2229,12.8,0.617,0.554,0.148,0.032,0.124,0.082,0.082,0.024,0.015,0.114,0.114,3.6,3.1,6.8,0.146,0.6,1.8,2.4,2.5,2229,224,466,108,258,116,208,57,69,58,259,317,125,103,44,64,177,613
"Ramon Sessions",2013,26,"SG","CHA",61,0.408,0.308,0.427,0.433,0.839,201196,27.1,4.5,11.1,0.5,1.8,4,9.3,4.8,5.7,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5,14.4,1652,17.7,0.529,0.158,0.513,0.018,0.101,0.059,0.255,0.015,0.3,0.112,0.257,2.9,0,2.9,0.084,1.6,-2,-0.4,0.7,1652,276,676,33,107,243,569,291,347,27,142,169,230,48,7,104,91,876
"Iman Shumpert",2013,22,"SG","NYK",45,0.396,0.402,0.392,0.489,0.766,202697,22.1,2.4,6.1,1.1,2.8,1.3,3.3,0.8,1,0.7,2.3,3,1.7,1,0.2,0.8,2.2,6.8,996,11.7,0.516,0.462,0.171,0.035,0.128,0.08,0.116,0.023,0.6,0.111,0.156,1,1,1.9,0.094,-0.8,0.7,-0.1,0.5,996,109,275,51,127,58,148,36,47,31,105,136,75,43,7,37,99,305
"Alexey Shved",2013,24,"SG","MIN",77,0.372,0.295,0.435,0.439,0.72,203144,23.9,3.1,8.2,1.1,3.7,2,4.5,1.4,1.9,0.5,1.7,2.3,3.7,0.7,0.4,1.9,1.5,8.6,1840,11,0.474,0.454,0.236,0.025,0.086,0.054,0.252,0.015,0.011,0.173,0.206,-0.6,1.4,0.8,0.02,-1.1,-0.6,-1.7,0.1,1840,236,635,85,288,151,347,108,150,41,134,175,286,54,27,147,117,665
"JR Smith",2013,27,"SG","NYK",80,0.422,0.356,0.458,0.484,0.762,2747,33.5,6.6,15.6,1.9,5.5,4.7,10.2,3,3.9,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1,2678,17.6,0.522,0.349,0.249,0.027,0.163,0.093,0.145,0.02,0.8,0.088,0.265,4,2.7,6.7,0.12,1.6,-0.4,1.3,2.2,2678,527,1249,155,436,372,813,237,311,64,361,425,218,100,24,134,226,1446
