"name","yearSeason","agePlayer","position","team","countGames","pctFG","pctFG3","pctFG2","pctEFG","pctFT","idPlayerNBA","minutesPerGame","fgmPerGame","fgaPerGame","fg3mPerGame","fg3aPerGame","fg2mPerGame","fg2aPerGame","ftmPerGame","ftaPerGame","orbPerGame","drbPerGame","trbPerGame","astPerGame","stlPerGame","blkPerGame","tovPerGame","pfPerGame","ptsPerGame","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals"
"Josh Richardson",2017,23,"SG","MIA",53,0.394,0.33,0.444,0.467,0.779,1626196,30.5,3.8,9.7,1.4,4.3,2.4,5.4,1.1,1.5,0.7,2.5,3.2,2.6,1.1,0.7,1.2,2.5,10.2,1614,10.7,0.493,0.442,0.15,0.024,0.092,0.058,0.127,0.019,0.019,0.106,0.168,0.3,1.9,2.2,0.066,-2,0.9,-1.1,0.4,1614,202,513,75,227,127,286,60,77,35,133,168,140,60,39,65,132,539
"Malachi Richardson",2017,21,"SG","SAC",22,0.412,0.286,0.5,0.471,0.789,1627781,9,1.3,3.1,0.4,1.3,0.9,1.8,0.7,0.9,0.1,0.9,1,0.5,0.2,0,0.4,1,3.6,198,9.6,0.517,0.412,0.279,0.018,0.115,0.067,0.087,0.013,0.5,0.095,0.193,0,0.1,0.1,0.028,-3.4,-1.4,-4.8,-0.1,198,28,68,8,28,20,40,15,19,3,20,23,11,5,1,8,23,79
"Austin Rivers",2017,24,"SG","LAC",74,0.442,0.371,0.491,0.518,0.691,203085,27.8,4.4,9.9,1.5,4,2.9,5.8,1.8,2.6,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5,12,2054,11.4,0.545,0.409,0.261,0.011,0.075,0.044,0.15,0.012,0.4,0.124,0.203,1.2,1.3,2.5,0.059,-1.2,-1,-2.2,-0.1,2054,323,731,111,299,212,432,132,191,20,141,161,204,48,10,115,187,889
"Brandon Rush",2017,31,"SG","MIN",47,0.374,0.386,0.356,0.492,0.722,201575,21.9,1.5,4,0.9,2.4,0.6,1.6,0.3,0.4,0.3,1.8,2.1,1,0.5,0.5,0.6,0.9,4.2,1030,6.6,0.505,0.61,0.096,0.018,0.095,0.056,0.058,0.011,0.019,0.126,0.096,0.1,0.3,0.4,0.019,-2,-0.5,-2.5,-0.1,1030,70,187,44,114,26,73,13,18,16,83,99,45,22,23,28,42,197
"Tomas Satoransky",2017,25,"SG","WAS",57,0.415,0.243,0.473,0.446,0.697,203107,12.6,1.1,2.6,0.2,0.6,0.9,1.9,0.4,0.6,0.4,1,1.5,1.6,0.5,0.1,0.7,1.1,2.7,719,8.5,0.477,0.252,0.224,0.039,0.091,0.065,0.167,0.018,0.7,0.19,0.121,0.1,0.5,0.6,0.04,-3.1,0.7,-2.4,-0.1,719,61,147,9,37,52,110,23,33,25,58,83,92,26,6,38,60,154
"Iman Shumpert",2017,26,"SG","CLE",76,0.411,0.36,0.469,0.507,0.789,202697,25.5,2.6,6.4,1.2,3.4,1.4,3,0.9,1.2,0.5,2.4,2.9,1.4,0.8,0.4,1,2,7.5,1937,9,0.536,0.534,0.184,0.023,0.099,0.062,0.078,0.016,0.011,0.129,0.14,0.7,1.4,2,0.05,-2.3,0.1,-2.3,-0.1,1937,201,489,94,261,107,228,71,90,39,179,218,109,62,27,78,150,567
"Jonathon Simmons",2017,27,"SG","SAS",78,0.42,0.294,0.461,0.456,0.75,203613,17.8,2.3,5.4,0.4,1.3,1.9,4.1,1.3,1.7,0.3,1.8,2.1,1.6,0.6,0.3,1,1.9,6.2,1392,9.9,0.504,0.242,0.314,0.017,0.111,0.065,0.132,0.017,0.015,0.137,0.18,-0.1,2.1,2,0.068,-3.7,1.1,-2.6,-0.2,1392,177,421,30,102,147,319,99,132,20,140,160,126,47,25,76,146,483
"Marcus Smart",2017,22,"SG","BOS",79,0.359,0.283,0.42,0.422,0.812,203935,30.4,3.4,9.5,1.2,4.2,2.2,5.3,2.6,3.2,1,2.9,3.9,4.6,1.6,0.4,2,2.4,10.6,2399,12,0.486,0.443,0.334,0.037,0.104,0.071,0.22,0.026,0.012,0.156,0.188,0.5,2.7,3.2,0.064,-1.9,0.6,-1.3,0.4,2399,269,749,94,332,175,417,203,250,78,227,305,364,125,34,159,192,835
"JR Smith",2017,31,"SG","CLE",41,0.346,0.351,0.329,0.479,0.667,2747,29,3,8.7,2.3,6.6,0.7,2.1,0.2,0.4,0.4,2.3,2.8,1.5,1,0.3,0.6,1.9,8.6,1187,8.1,0.484,0.761,0.042,0.016,0.086,0.052,0.073,0.017,0.7,0.067,0.146,0.1,0.8,0.8,0.034,-1.8,-0.2,-2.1,0,1187,123,356,95,271,28,85,10,15,17,96,113,62,40,11,26,77,351
"Tony Snell",2017,25,"SG","MIL",80,0.455,0.406,0.548,0.588,0.81,203503,29.2,3.1,6.8,1.8,4.4,1.3,2.3,0.6,0.7,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,2336,9.7,0.603,0.656,0.107,0.011,0.111,0.062,0.059,0.012,0.5,0.088,0.121,2.1,1.3,3.4,0.071,-1,-0.7,-1.7,0.2,2336,246,541,144,355,102,186,47,58,22,226,248,96,55,14,55,125,683
"Nik Stauskas",2017,23,"SG","PHI",80,0.396,0.368,0.433,0.5,0.813,203917,27.4,3.1,7.9,1.7,4.5,1.5,3.4,1.5,1.9,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5,2188,9,0.54,0.566,0.237,0.011,0.103,0.057,0.129,0.01,0.012,0.155,0.164,0.1,1.4,1.4,0.031,-2.1,-0.8,-2.8,-0.5,2188,251,634,132,359,119,275,122,150,21,205,226,188,45,32,128,144,756
"Garrett Temple",2017,30,"SG","SAC",65,0.424,0.373,0.476,0.519,0.784,202066,26.6,2.8,6.6,1.3,3.4,1.6,3.3,0.9,1.1,0.5,2.3,2.8,2.6,1.3,0.4,1.2,2.2,7.8,1728,11.2,0.545,0.509,0.171,0.022,0.101,0.062,0.144,0.025,0.015,0.144,0.142,0.9,1.3,2.2,0.061,-1.5,0.8,-0.8,0.5,1728,183,432,82,220,101,212,58,74,32,152,184,168,84,28,78,141,506
"Jason Terry",2017,39,"SG","MIL",74,0.432,0.427,0.444,0.582,0.828,1891,18.4,1.4,3.3,1,2.3,0.4,1,0.3,0.4,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1,1365,9.1,0.6,0.704,0.119,0.013,0.077,0.045,0.099,0.017,0.013,0.123,0.098,1.2,0.9,2.1,0.075,-1.4,0.5,-0.9,0.4,1365,105,243,73,171,32,72,24,29,15,91,106,98,46,20,36,95,307
"Klay Thompson",2017,26,"SG","GSW",78,0.468,0.414,0.516,0.565,0.853,202691,34,8.3,17.6,3.4,8.3,4.8,9.3,2.4,2.8,0.6,3,3.7,2.1,0.8,0.5,1.6,1.8,22.3,2649,17.4,0.592,0.47,0.158,0.022,0.092,0.059,0.093,0.012,0.012,0.08,0.261,4.2,2.9,7.1,0.129,2.4,-1.6,0.8,1.9,2649,644,1376,268,647,376,729,186,218,49,236,285,160,66,40,128,139,1742
"Marcus Thornton",2017,29,"SG","WAS",33,0.4,0.35,0.431,0.467,0.852,201977,17.4,2.5,6.4,0.8,2.4,1.7,3.9,0.7,0.8,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,575,10.4,0.494,0.381,0.129,0.043,0.105,0.075,0.101,0.016,0.4,0.101,0.187,0.1,0.4,0.5,0.042,-1.7,-0.7,-2.4,-0.1,575,84,210,28,80,56,130,23,27,22,54,76,41,19,3,25,48,219
"Denzel Valentine",2017,23,"SG","CHI",57,0.354,0.351,0.363,0.481,0.778,1627756,17.1,1.8,5.1,1.3,3.6,0.5,1.4,0.2,0.3,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1,976,7.3,0.492,0.722,0.063,0.012,0.156,0.083,0.093,0.015,0.6,0.142,0.154,-0.5,1.1,0.6,0.031,-3.5,0.1,-3.3,-0.3,976,102,288,73,208,29,80,14,18,11,140,151,63,30,7,49,86,291
"Rashad Vaughn",2017,20,"SG","MIL",41,0.365,0.321,0.413,0.449,0.4,1626173,11.2,1.4,3.8,0.6,2,0.8,1.8,0,0.1,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,458,7.8,0.449,0.519,0.032,0.01,0.113,0.062,0.074,0.021,0.019,0.081,0.172,-0.5,0.4,0,-0.005,-3.2,-0.4,-3.6,-0.2,458,57,156,26,81,31,75,2,5,4,45,49,23,19,10,14,32,142
"Sasha Vujacic",2017,32,"SG","NYK",42,0.309,0.311,0.306,0.393,0.708,2756,9.7,1,3.2,0.5,1.8,0.5,1.5,0.4,0.6,0.3,1.1,1.4,1.2,0.3,0,0.4,0.9,3,408,8.6,0.423,0.544,0.176,0.032,0.124,0.078,0.179,0.016,0.4,0.098,0.173,-0.1,0.2,0.1,0.014,-2.7,-0.5,-3.2,-0.1,408,42,136,23,74,19,62,17,24,12,47,59,52,13,2,16,38,124
"Dwyane Wade",2017,35,"SG","CHI",60,0.434,0.31,0.456,0.457,0.794,2548,29.9,6.9,15.9,0.8,2.4,6.2,13.5,3.7,4.7,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3,1792,18.5,0.508,0.152,0.294,0.038,0.126,0.081,0.223,0.024,0.018,0.113,0.296,0.9,2.5,3.4,0.09,1.6,0.9,2.5,2.1,1792,414,955,45,145,369,810,223,281,63,207,270,228,86,41,138,112,1096
"Dion Waiters",2017,25,"SG","MIA",46,0.424,0.395,0.438,0.488,0.646,203079,30.1,6.1,14.4,1.8,4.7,4.3,9.7,1.8,2.8,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,15.8,1384,14.5,0.507,0.324,0.192,0.014,0.109,0.061,0.238,0.015,0.011,0.125,0.263,0.2,1.5,1.6,0.057,0.3,-0.4,-0.1,0.7,1384,281,663,85,215,196,448,82,127,18,135,153,200,42,20,103,95,729
"C.J. Wilcox",2017,26,"SG","ORL",22,0.258,0.2,0.313,0.306,0.01,203912,4.9,0.4,1.4,0.1,0.7,0.2,0.7,0.1,0.1,0.2,0.4,0.5,0.5,0.1,0,0.3,0.4,1,108,2.9,0.329,0.484,0.065,0.039,0.083,0.061,0.155,0.9,0.7,0.158,0.154,-0.2,0,-0.2,-0.09,-6.2,-1.9,-8.1,-0.2,108,8,31,3,15,5,16,2,2,4,8,12,12,2,1,6,8,21
"James Young",2017,21,"SG","BOS",29,0.431,0.343,0.565,0.534,0.667,203923,7.6,0.9,2,0.4,1.2,0.4,0.8,0.2,0.3,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,2.3,220,10,0.549,0.603,0.155,0.031,0.1,0.066,0.026,0.023,0.7,0.061,0.133,0.1,0.2,0.3,0.076,-1.7,0.4,-1.3,0,220,25,58,12,35,13,23,6,9,6,20,26,4,10,2,4,15,68
"Nick Young",2017,31,"SG","LAL",60,0.43,0.404,0.481,0.564,0.856,201156,25.9,4.5,10.6,2.8,7,1.7,3.5,1.3,1.5,0.4,1.9,2.3,1,0.6,0.2,0.6,2.3,13.2,1556,14.1,0.588,0.665,0.142,0.017,0.082,0.048,0.058,0.012,0.7,0.051,0.195,3,0.2,3.2,0.098,1.7,-1.8,-0.1,0.7,1556,272,633,170,421,102,212,77,90,25,113,138,58,37,14,36,137,791
"Alex Abrines",2018,24,"SG","OKC",75,0.395,0.38,0.443,0.54,0.848,203518,15.1,1.5,3.9,1.1,2.9,0.4,0.9,0.5,0.6,0.3,1.2,1.5,0.4,0.5,0.1,0.3,1.7,4.7,1134,9,0.567,0.759,0.158,0.025,0.089,0.056,0.034,0.017,0.6,0.074,0.127,1.3,1,2.2,0.094,-1.9,0.4,-1.5,0.1,1134,115,291,84,221,31,70,39,46,26,88,114,28,38,8,25,124,353
"Arron Afflalo",2018,32,"SG","ORL",53,0.401,0.386,0.413,0.485,0.846,201167,12.9,1.2,3.1,0.5,1.3,0.7,1.7,0.4,0.5,0.1,1.2,1.2,0.6,0.1,0.2,0.4,1.1,3.4,682,5.8,0.516,0.432,0.16,0.6,0.101,0.053,0.062,0.3,0.011,0.108,0.125,-0.1,0.2,0.1,0.009,-3.8,-1.5,-5.4,-0.6,682,65,162,27,70,38,92,22,26,4,62,66,30,4,9,21,56,179
"Jamel Artis",2018,25,"SG","ORL",15,0.392,0.276,0.46,0.443,0.583,1628503,18.6,2.1,5.3,0.5,1.9,1.5,3.3,0.5,0.8,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1,279,6.9,0.457,0.367,0.152,0.016,0.135,0.075,0.093,0.4,0.9,0.087,0.145,-0.1,0.1,0,-0.006,-3.8,-1.6,-5.4,-0.2,279,31,79,8,29,23,50,7,12,4,34,38,18,2,3,8,11,77
"Dwayne Bacon",2018,22,"SG","CHO",53,0.375,0.256,0.409,0.404,0.8,1628407,13.5,1.4,3.6,0.2,0.8,1.2,2.8,0.4,0.5,0.1,2.3,2.3,0.7,0.3,0,0.4,0.9,3.3,713,5.8,0.431,0.224,0.13,0.6,0.185,0.094,0.075,0.011,0.2,0.102,0.137,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5,713,72,192,11,43,61,149,20,25,4,120,124,38,16,2,23,46,175
"Ron Baker",2018,24,"SG","NYK",29,0.339,0.333,0.346,0.432,0.769,1627758,13.3,0.7,2,0.4,1.1,0.3,0.9,0.7,0.9,0.2,0.9,1,1.6,0.9,0.2,0.6,1.1,2.4,385,9.3,0.504,0.559,0.441,0.014,0.072,0.043,0.155,0.033,0.013,0.204,0.1,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2,385,20,59,11,33,9,26,20,26,5,25,30,47,26,6,18,33,71
"Will Barton",2018,27,"SG","DEN",81,0.452,0.37,0.51,0.528,0.805,203115,33.1,5.7,12.7,1.9,5.2,3.8,7.5,2.2,2.8,0.9,4.2,5,4.1,1,0.6,1.8,2.1,15.7,2683,16.2,0.562,0.411,0.22,0.03,0.142,0.086,0.185,0.015,0.016,0.117,0.207,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1,2683,465,1028,156,422,309,606,182,226,70,339,409,331,82,52,149,168,1268
"Nicolas Batum",2018,29,"SG","CHO",64,0.415,0.336,0.473,0.486,0.831,201587,31,4.2,10.2,1.4,4.3,2.8,5.9,1.7,2,0.9,3.9,4.8,5.5,1,0.4,2,1.1,11.6,1981,14.4,0.523,0.422,0.2,0.031,0.138,0.084,0.262,0.016,0.01,0.156,0.183,1.7,1.8,3.5,0.084,0.5,-0.1,0.4,1.2,1981,270,650,92,274,178,376,108,130,57,249,306,349,65,23,131,72,740
"Jerryd Bayless",2018,29,"SG","PHI",39,0.416,0.37,0.474,0.519,0.795,201573,23.7,2.8,6.7,1.4,3.7,1.4,3,0.9,1.1,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,925,7.5,0.546,0.557,0.168,0.018,0.073,0.047,0.08,0.012,0.5,0.141,0.151,0.2,0.9,1.1,0.055,-2.7,-0.2,-2.8,-0.2,925,109,262,54,146,55,116,35,44,15,65,80,54,23,6,46,91,307
"Kent Bazemore",2018,28,"SG","ATL",65,0.42,0.394,0.438,0.5,0.796,203145,27.5,4.4,10.4,1.7,4.2,2.7,6.2,2.5,3.1,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,1789,14.5,0.547,0.405,0.297,0.016,0.139,0.077,0.201,0.027,0.022,0.17,0.225,0.2,2,2.2,0.059,-0.4,1,0.6,1.2,1789,284,676,108,274,176,402,160,201,25,223,248,228,100,45,157,147,836
"Bradley Beal",2018,24,"SG","WAS",82,0.46,0.375,0.507,0.527,0.791,203078,36.3,8.3,18.1,2.4,6.5,5.9,11.6,3.6,4.5,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2,22.6,2977,18.4,0.564,0.357,0.249,0.023,0.115,0.069,0.21,0.016,0.011,0.115,0.276,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1,2977,683,1484,199,530,484,954,292,369,61,302,363,373,96,36,214,160,1857
"Malik Beasley",2018,21,"SG","DEN",62,0.41,0.341,0.469,0.489,0.667,1627736,9.4,1.2,2.9,0.5,1.3,0.7,1.5,0.4,0.5,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,583,9,0.509,0.461,0.185,0.027,0.11,0.069,0.074,0.013,0.01,0.111,0.162,0.1,0.3,0.3,0.028,-2.4,-1.4,-3.8,-0.3,583,73,178,28,82,45,96,22,33,14,57,71,31,15,7,24,36,196
"Patrick Beverley",2018,29,"SG","LAC",11,0.403,0.4,0.407,0.504,0.824,201976,30.4,4.4,10.8,2.2,5.5,2.2,5.4,1.3,1.5,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,334,12.4,0.53,0.504,0.143,0.053,0.094,0.074,0.138,0.028,0.013,0.165,0.196,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2,334,48,119,24,60,24,59,14,17,16,29,45,32,19,5,25,34,134
"Jabari Bird",2018,23,"SG","BOS",13,0.577,0.429,0.632,0.635,0.462,1628444,8.8,1.2,2,0.2,0.5,0.9,1.5,0.5,1,0.5,1,1.5,0.6,0.2,0.1,0.6,0.5,3,115,12.1,0.615,0.269,0.5,0.058,0.122,0.09,0.105,0.013,0.7,0.201,0.154,0.1,0.2,0.2,0.098,-2.7,-0.4,-3.1,0,115,15,26,3,7,12,19,6,13,6,13,19,8,3,1,8,7,39
"Antonio Blakeney",2018,21,"SG","CHI",19,0.371,0.288,0.418,0.423,0.769,1628469,16.5,2.8,7.5,0.8,2.7,2,4.8,1.6,2.1,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1,7.9,314,10.1,0.471,0.364,0.273,0.013,0.103,0.056,0.101,0.011,0.3,0.064,0.237,-0.2,0.1,0,-0.006,-2.8,-2.4,-5.2,-0.3,314,53,143,15,52,38,91,30,39,4,29,33,20,7,1,11,19,151
"Vander Blue",2018,25,"SG","LAL",5,0.2,0,0.333,0.2,0.5,203505,9,0.2,1,0,0.4,0.2,0.6,0.2,0.4,0,0.2,0.2,0.6,0.2,0,0.6,0.4,0.6,45,-1.8,0.255,0.4,0.4,0,0.023,0.012,0.082,0.011,0,0.338,0.084,-0.1,0,-0.1,-0.103,-7.6,-0.7,-8.4,-0.1,45,1,5,0,2,1,3,1,2,0,1,1,3,1,0,3,2,3
"Bogdan Bogdanovic",2018,25,"SG","SAC",78,0.446,0.392,0.485,0.529,0.84,203992,27.9,4.4,9.9,1.7,4.2,2.8,5.7,1.3,1.5,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,2175,13.5,0.556,0.426,0.154,0.016,0.105,0.058,0.183,0.017,0.7,0.132,0.196,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,2175,344,772,129,329,215,443,100,119,31,192,223,258,72,16,125,172,917
"Devin Booker",2018,21,"SG","PHO",54,0.432,0.383,0.46,0.501,0.878,1626164,34.5,8.4,19.5,2.7,7.1,5.7,12.4,5.4,6.1,0.5,4,4.5,4.7,0.9,0.3,3.6,3.1,24.9,1865,18.1,0.561,0.364,0.312,0.015,0.127,0.07,0.244,0.012,0.6,0.139,0.317,1.9,0.6,2.4,0.063,2.9,-2,0.9,1.4,1865,455,1054,147,384,308,670,289,329,26,218,244,253,47,14,194,168,1346
"MarShon Brooks",2018,29,"SG","MEM",7,0.5,0.594,0.457,0.593,0.87,202705,27.6,7.3,14.6,2.7,4.6,4.6,10,2.9,3.3,1.1,1.9,3,3.6,1.6,0.4,2.3,0.9,20.1,193,26.1,0.629,0.314,0.225,0.047,0.08,0.063,0.259,0.029,0.015,0.125,0.298,0.6,0.2,0.7,0.179,7.5,-0.4,7.1,0.4,193,51,102,19,32,32,70,20,23,8,13,21,25,11,3,16,6,141
"Jaylen Brown",2018,21,"SG","BOS",70,0.465,0.395,0.507,0.54,0.644,1627759,30.7,5.3,11.5,1.7,4.4,3.6,7.1,2.1,3.3,0.9,4,4.9,1.6,1,0.4,1.8,2.6,14.5,2152,13.6,0.562,0.381,0.29,0.034,0.14,0.088,0.085,0.016,0.01,0.12,0.214,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8,2152,373,803,121,306,252,497,150,233,66,280,346,114,70,26,124,181,1017
"Markel Brown",2018,26,"SG","HOU",4,0.286,0.2,0.5,0.357,0,203900,7.8,0.5,1.8,0.3,1.3,0.3,0.5,0,0,0.3,1,1.3,0.5,0,0,0.5,1.5,1.3,31,-1.2,0.357,0.714,0,0.037,0.144,0.091,0.087,0,0,0.222,0.128,-0.1,0,0,-0.063,-8.8,-2,-10.8,-0.1,31,2,7,1,5,1,2,0,0,1,4,5,2,0,0,2,6,5
"Sterling Brown",2018,22,"SG","MIL",54,0.4,0.352,0.439,0.478,0.875,1628425,14.4,1.5,3.8,0.6,1.7,0.9,2.1,0.4,0.4,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4,776,9.1,0.503,0.444,0.117,0.041,0.175,0.108,0.045,0.02,0.014,0.104,0.14,0,0.7,0.7,0.043,-2.8,-0.2,-3.1,-0.2,776,82,205,32,91,50,114,21,24,27,116,143,25,31,13,25,80,217
"Alec Burks",2018,26,"SG","UTA",64,0.411,0.331,0.452,0.467,0.863,202692,16.5,2.7,6.5,0.7,2.2,1.9,4.3,1.7,1.9,0.3,2.7,3,1,0.6,0.1,0.9,1.2,7.7,1059,13.1,0.527,0.343,0.3,0.021,0.184,0.103,0.1,0.018,0.6,0.114,0.225,0.2,1.6,1.9,0.084,-1.3,0.4,-0.9,0.3,1059,170,414,47,142,123,272,107,124,19,173,192,67,37,8,60,75,494
"Jimmy Butler",2018,28,"SG","MIN",59,0.474,0.35,0.509,0.512,0.854,202710,36.7,7.4,15.6,1.2,3.4,6.2,12.2,6.2,7.2,1.3,4,5.3,4.9,2,0.4,1.8,1.3,22.2,2164,23.7,0.59,0.217,0.461,0.042,0.127,0.084,0.206,0.027,0.01,0.089,0.249,7.1,1.8,8.9,0.198,5,0.7,5.8,4.2,2164,437,921,70,200,367,721,363,425,79,235,314,288,116,24,108,78,1307
"Kentavious Caldwell-Pope",2018,24,"SG","LAL",74,0.426,0.383,0.473,0.526,0.789,203484,33.2,4.6,10.8,2.1,5.6,2.4,5.2,2.1,2.6,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2,13.4,2458,13.2,0.561,0.52,0.243,0.026,0.141,0.084,0.094,0.021,0.5,0.099,0.169,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4,2458,340,798,159,415,181,383,153,194,60,327,387,162,106,16,97,145,992
"Ian Clark",2018,26,"SG","NOP",74,0.448,0.318,0.533,0.511,0.763,203546,19.7,3,6.7,0.8,2.6,2.2,4.1,0.6,0.8,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,7.4,1455,9.4,0.529,0.394,0.119,0.8,0.084,0.047,0.104,0.011,0.5,0.099,0.172,0.3,0.8,1.1,0.037,-2.7,-0.8,-3.5,-0.6,1455,222,495,62,195,160,300,45,59,10,117,127,110,33,10,57,120,551
"Gian Clavell",2018,24,"SG","DAL",7,0.333,0.4,0,0.5,0.01,1628492,9.1,0.9,2.6,0.9,2.1,0,0.4,0.3,0.3,0.1,0.9,1,0.4,0.3,0,0.3,1.1,2.9,64,7.4,0.53,0.833,0.111,0.017,0.108,0.061,0.067,0.016,0,0.096,0.148,0,0,0.1,0.042,-2.7,0.5,-2.2,0,64,6,18,6,15,0,3,2,2,1,6,7,3,2,0,2,8,20
"Pat Connaughton",2018,25,"SG","POR",82,0.423,0.352,0.506,0.518,0.841,1626192,18.1,2,4.8,0.9,2.6,1.1,2.2,0.5,0.5,0.4,1.5,2,1.1,0.3,0.3,0.5,1.5,5.4,1488,9.3,0.539,0.538,0.113,0.027,0.091,0.059,0.087,0.8,0.012,0.095,0.134,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1,1488,165,390,74,210,91,180,37,44,36,125,161,91,23,22,43,120,441
"Charles Cooke",2018,23,"SG","NOP",13,0.143,0.125,0.167,0.179,0.5,1628429,2.9,0.2,1.1,0.1,0.6,0.1,0.5,0.1,0.2,0,0.2,0.2,0.1,0.1,0,0.1,0,0.5,38,-5.1,0.202,0.571,0.143,0,0.055,0.029,0.032,0.013,0,0.063,0.181,-0.2,0,-0.2,-0.239,-10.4,-4,-14.4,-0.1,38,2,14,1,8,1,6,1,2,0,2,2,1,1,0,1,0,6
"Allen Crabbe",2018,25,"SG","BRK",75,0.407,0.378,0.461,0.529,0.852,203459,29.3,4.5,11,2.7,7.1,1.8,3.9,1.5,1.8,0.4,3.9,4.3,1.6,0.6,0.5,1,2.2,13.2,2197,12.3,0.558,0.643,0.163,0.013,0.144,0.078,0.084,0.01,0.012,0.081,0.19,1.8,1.4,3.2,0.07,0,-0.7,-0.7,0.7,2197,337,827,201,532,136,295,115,135,28,296,324,117,47,35,78,168,990
"Jamal Crawford",2018,37,"SG","MIN",80,0.415,0.331,0.477,0.485,0.903,2037,20.7,3.9,9.3,1.3,3.9,2.6,5.4,1.3,1.4,0.3,1,1.2,2.3,0.5,0.1,1.2,1.1,10.3,1653,13,0.519,0.423,0.152,0.014,0.055,0.035,0.169,0.012,0.5,0.107,0.237,0.9,0.3,1.3,0.037,0.1,-2.5,-2.3,-0.1,1653,308,742,104,314,204,428,102,113,21,78,99,185,40,9,95,85,822
"Jordan Crawford",2018,29,"SG","NOP",5,0.444,0.571,0.308,0.593,0.01,202348,10.6,2.4,5.4,1.6,2.8,0.8,2.6,0.2,0.2,0.4,0.4,0.8,2.6,0.2,0.2,1,1.4,6.6,53,19.1,0.601,0.519,0.037,0.042,0.04,0.041,0.377,0.9,0.015,0.154,0.265,0.1,0,0.2,0.15,4.9,-0.7,4.2,0.1,53,12,27,8,14,4,13,1,1,2,2,4,13,1,1,5,7,33
"Troy Daniels",2018,26,"SG","PHO",79,0.403,0.4,0.419,0.563,0.875,203584,20.5,2.9,7.3,2.3,5.8,0.6,1.5,0.7,0.8,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9,1622,9.8,0.583,0.797,0.111,0.8,0.077,0.042,0.045,0.8,0.2,0.085,0.172,1.4,0,1.4,0.042,-0.5,-2.1,-2.6,-0.3,1622,232,575,183,458,49,117,56,64,12,115,127,48,26,5,56,137,703
"DeMar DeRozan",2018,28,"SG","TOR",80,0.456,0.31,0.494,0.488,0.825,201942,33.9,8.1,17.7,1.1,3.6,7,14.1,5.8,7,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23,2711,21,0.555,0.203,0.396,0.025,0.104,0.065,0.25,0.015,0.6,0.095,0.296,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2,2711,645,1413,89,287,556,1126,461,559,59,256,315,417,85,22,175,151,1840
"Tyler Dorsey",2018,21,"SG","ATL",56,0.377,0.362,0.393,0.471,0.714,1628416,17.4,2.6,6.8,1.3,3.6,1.3,3.3,0.8,1.1,0.3,2,2.3,1.4,0.3,0.1,0.7,1.1,7.2,974,10,0.494,0.521,0.165,0.019,0.129,0.074,0.125,0.9,0.4,0.083,0.2,0,0.4,0.4,0.02,-1.4,-1.5,-2.9,-0.2,974,144,382,72,199,72,183,45,63,17,113,130,79,17,5,37,63,405
