"name","yearSeason","agePlayer","position","team","countGames","pctFG","pctFG3","pctFG2","pctEFG","pctFT","idPlayerNBA","minutesPerGame","fgmPerGame","fgaPerGame","fg3mPerGame","fg3aPerGame","fg2mPerGame","fg2aPerGame","ftmPerGame","ftaPerGame","orbPerGame","drbPerGame","trbPerGame","astPerGame","stlPerGame","blkPerGame","tovPerGame","pfPerGame","ptsPerGame","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals"
"Jae Crowder",2017,26,"SF","BOS",72,0.463,0.398,0.54,0.572,0.811,203109,32.4,4.6,10,2.2,5.5,2.4,4.5,2.4,3,0.7,5.1,5.8,2.2,1,0.3,1.1,2.2,13.9,2335,14.9,0.613,0.547,0.301,0.023,0.173,0.099,0.101,0.016,0.8,0.089,0.17,4.1,2.5,6.7,0.137,1,-0.1,0.9,1.7,2335,333,720,157,394,176,326,176,217,48,367,415,155,73,23,80,161,999
"Luol Deng",2017,31,"SF","LAL",56,0.387,0.309,0.436,0.447,0.73,2736,26.5,2.9,7.6,0.9,2.9,2,4.6,0.8,1.1,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6,1486,10.1,0.47,0.389,0.149,0.045,0.177,0.108,0.07,0.016,0.011,0.087,0.142,0.1,0.8,0.9,0.029,-1.4,-0.6,-2.1,0,1486,164,424,51,165,113,259,46,63,63,232,295,74,48,20,43,61,425
"Jarell Eddie",2017,25,"SF","PHO",5,0.316,0.25,0.667,0.421,0.889,204067,12.4,1.2,3.8,0.8,3.2,0.4,0.6,1.6,1.8,0.2,1.2,1.4,0,0.2,0,0.2,0.2,4.8,62,9.7,0.523,0.842,0.474,0.017,0.108,0.061,0,0.8,0,0.042,0.162,0.1,0,0.1,0.054,-0.8,-1.7,-2.4,0,62,6,19,4,16,2,3,8,9,1,6,7,0,1,0,1,1,24
"James Ennis III",2017,26,"SF","MEM",64,0.455,0.372,0.516,0.534,0.782,203516,23.5,2.3,5,0.8,2.1,1.5,2.9,1.3,1.7,1.1,3,4,1,0.7,0.3,0.9,2.6,6.7,1501,10.6,0.581,0.427,0.343,0.051,0.149,0.099,0.065,0.016,0.012,0.138,0.13,1.4,1.7,3.1,0.101,-1.9,0.7,-1.2,0.3,1501,146,321,51,137,95,184,86,110,69,190,259,64,46,19,59,165,429
"Danilo Gallinari",2017,28,"SF","DEN",63,0.447,0.389,0.491,0.531,0.902,201568,33.9,5.3,11.9,2,5.1,3.3,6.8,5.5,6.1,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,18.2,2134,17.4,0.622,0.432,0.516,0.02,0.147,0.084,0.091,0.9,0.5,0.082,0.2,6.2,0.7,6.8,0.154,2.8,-1.4,1.4,1.9,2134,335,750,126,324,209,426,349,387,39,286,325,135,40,15,82,93,1145
"Rudy Gay",2017,30,"SF","SAC",30,0.455,0.372,0.483,0.502,0.855,200752,33.8,6.7,14.7,1.4,3.8,5.3,11,3.9,4.6,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,1013,17.9,0.559,0.256,0.312,0.04,0.175,0.108,0.141,0.022,0.023,0.128,0.258,0.8,1,1.8,0.087,1.4,0.5,1.9,1,1013,201,442,42,113,159,329,118,138,35,155,190,83,44,26,74,79,562
"Alonzo Gee",2017,29,"SF","DEN",13,0.214,0,0.273,0.214,0.556,202087,6.8,0.2,1.1,0,0.2,0.2,0.8,0.4,0.7,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,0.8,89,3.1,0.306,0.214,0.643,0.05,0.135,0.093,0.082,0.027,0.9,0.182,0.105,-0.1,0.1,-0.1,-0.032,-7.5,0.7,-6.7,-0.1,89,3,14,0,3,3,11,5,9,4,11,15,6,5,1,4,14,11
"Paul George",2017,26,"SF","IND",75,0.461,0.393,0.501,0.534,0.898,202331,35.9,8.3,18,2.6,6.6,5.7,11.4,4.5,5,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,2689,20.2,0.587,0.368,0.277,0.025,0.179,0.103,0.161,0.022,0.9,0.127,0.289,3.9,3.1,7.1,0.126,3,0.1,3.1,3.4,2689,622,1348,195,496,427,852,336,374,58,434,492,251,119,27,220,206,1775
"Aaron Gordon",2017,21,"SF","ORL",80,0.454,0.288,0.528,0.499,0.719,203932,28.7,4.9,10.8,1,3.3,4,7.5,2,2.7,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,2298,14.5,0.53,0.309,0.251,0.053,0.141,0.096,0.105,0.014,0.014,0.085,0.201,2,1.7,3.7,0.077,-0.3,-0.7,-1,0.6,2298,393,865,77,267,316,598,156,217,116,289,405,150,65,40,89,172,1019
"Gerald Green",2017,31,"SF","BOS",47,0.409,0.351,0.463,0.494,0.805,101123,11.4,2,4.9,0.8,2.4,1.2,2.6,0.7,0.9,0.3,1.4,1.8,0.7,0.2,0.1,0.5,1,5.6,538,11.9,0.524,0.478,0.177,0.033,0.139,0.087,0.098,0.8,0.011,0.091,0.227,0.1,0.4,0.6,0.05,-1,-2,-3,-0.1,538,95,232,39,111,56,121,33,41,16,68,84,33,9,7,25,48,262
"Maurice Harkless",2017,23,"SF","POR",77,0.503,0.351,0.572,0.558,0.621,203090,28.9,4.1,8.1,0.9,2.5,3.2,5.6,1,1.6,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8,10,2223,13.1,0.57,0.311,0.199,0.062,0.108,0.085,0.059,0.019,0.025,0.112,0.152,2.3,1.9,4.2,0.091,-0.8,0.1,-0.6,0.8,2223,314,624,68,194,246,430,77,124,125,216,341,88,85,70,86,214,773
"Gordon Hayward",2017,26,"SF","UTA",73,0.471,0.398,0.506,0.536,0.844,202330,34.5,7.5,15.8,2,5.1,5.4,10.7,5,5.9,0.7,4.7,5.4,3.5,1,0.3,1.9,1.6,21.9,2516,22.2,0.595,0.324,0.371,0.023,0.154,0.09,0.182,0.015,0.6,0.094,0.276,7.1,3.3,10.4,0.199,4.6,0.5,5,4.5,2516,545,1156,149,374,396,782,362,429,49,345,394,252,73,20,140,117,1601
"Mario Hezonja",2017,21,"SF","ORL",65,0.355,0.299,0.398,0.42,0.8,1626209,14.8,1.8,5.1,0.7,2.2,1.1,2.9,0.6,0.8,0.3,1.9,2.2,1,0.5,0.2,0.9,1.1,4.9,960,7.2,0.45,0.436,0.152,0.022,0.147,0.083,0.096,0.015,0.013,0.141,0.188,-1.4,0.8,-0.7,-0.033,-4.1,-0.9,-5,-0.7,960,117,330,43,144,74,186,40,50,20,126,146,62,30,15,58,74,317
"Solomon Hill",2017,25,"SF","NOP",80,0.383,0.348,0.428,0.481,0.805,203524,29.7,2.3,6,1.2,3.4,1.1,2.6,1.3,1.6,0.6,3.2,3.8,1.8,0.9,0.4,1,2.3,7,2374,8,0.527,0.565,0.268,0.023,0.114,0.068,0.081,0.015,0.011,0.133,0.115,0.4,2.3,2.7,0.055,-3.5,0.8,-2.7,-0.4,2374,183,478,94,270,89,208,103,128,51,256,307,141,72,32,82,182,563
"Rondae Hollis-Jefferson",2017,22,"SF","BRK",78,0.434,0.224,0.463,0.447,0.751,1626178,22.6,3,6.9,0.2,0.9,2.8,6.1,2.4,3.2,1.2,4.6,5.8,2,1.1,0.6,1.5,2.3,8.7,1761,13.7,0.517,0.124,0.467,0.058,0.211,0.136,0.134,0.022,0.019,0.151,0.187,0.4,2.2,2.6,0.07,-2.2,0.9,-1.3,0.3,1761,235,542,15,67,220,475,190,253,96,356,452,154,82,44,116,177,675
"Andre Iguodala",2017,33,"SF","GSW",76,0.528,0.362,0.651,0.605,0.706,2738,26.3,2.9,5.5,0.8,2.3,2,3.1,0.9,1.3,0.7,3.3,4,3.4,1,0.5,0.8,1.3,7.6,1998,14.3,0.624,0.427,0.246,0.03,0.131,0.083,0.167,0.018,0.015,0.112,0.112,4.1,2.9,6.9,0.167,0.8,1.7,2.5,2.3,1998,219,415,64,177,155,238,72,102,51,253,304,261,76,39,58,97,574
"Joe Ingles",2017,29,"SF","UTA",82,0.452,0.441,0.471,0.589,0.735,204060,24,2.5,5.5,1.5,3.4,1,2.1,0.6,0.8,0.3,2.9,3.2,2.7,1.2,0.1,1.3,2,7.1,1972,12.4,0.604,0.619,0.151,0.014,0.136,0.076,0.172,0.026,0.3,0.182,0.139,2,3,5,0.123,-0.7,2.3,1.6,1.8,1972,204,451,123,279,81,172,50,68,23,238,261,225,96,8,107,163,581
"Brandon Ingram",2017,19,"SF","LAL",79,0.402,0.294,0.443,0.442,0.621,1627742,28.8,3.5,8.7,0.7,2.4,2.8,6.3,1.7,2.7,0.8,3.2,4,2.1,0.6,0.5,1.5,2,9.4,2279,8.5,0.474,0.273,0.312,0.028,0.127,0.076,0.105,0.011,0.013,0.129,0.168,-1,0.7,-0.3,-0.007,-3,-1.4,-4.4,-1.4,2279,276,686,55,187,221,499,133,214,60,256,316,166,50,36,116,158,740
"LeBron James",2017,32,"SF","CLE",74,0.548,0.363,0.611,0.594,0.674,2544,37.8,9.9,18.2,1.7,4.6,8.3,13.5,4.8,7.2,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,2794,27,0.619,0.254,0.395,0.04,0.207,0.126,0.413,0.016,0.013,0.161,0.3,9.8,3,12.9,0.221,6.4,1.2,7.6,6.7,2794,736,1344,124,342,612,1002,358,531,97,542,639,646,92,44,303,134,1954
"Richard Jefferson",2017,36,"SF","CLE",79,0.446,0.333,0.58,0.536,0.741,2210,20.4,1.9,4.3,0.8,2.4,1.2,2,1,1.4,0.4,2.2,2.6,1,0.3,0.1,0.7,1.9,5.7,1614,8.3,0.574,0.542,0.315,0.02,0.116,0.069,0.066,0.8,0.5,0.118,0.122,1.3,0.8,2.1,0.063,-2.5,-0.6,-3.1,-0.4,1614,153,343,62,186,91,157,80,108,28,175,203,78,26,10,52,153,448
"Joe Johnson",2017,35,"SF","UTA",78,0.436,0.411,0.454,0.521,0.818,2207,23.6,3.5,8,1.4,3.3,2.1,4.7,0.8,1,0.4,2.7,3.1,1.8,0.5,0.2,0.9,1.2,9.2,1843,12.8,0.542,0.412,0.123,0.021,0.128,0.076,0.126,0.01,0.8,0.095,0.185,1.7,2.1,3.8,0.099,0.4,0.1,0.4,1.1,1843,273,626,106,258,167,368,63,77,33,210,243,144,36,18,69,93,715
"Stanley Johnson",2017,20,"SF","DET",77,0.353,0.292,0.398,0.415,0.679,1626169,17.8,1.7,4.7,0.6,2,1.1,2.7,0.5,0.7,0.5,2,2.5,1.4,0.7,0.3,0.9,1.6,4.4,1371,7.2,0.436,0.422,0.145,0.028,0.127,0.075,0.105,0.021,0.015,0.155,0.148,-1.4,1.8,0.4,0.012,-4.4,1.4,-3,-0.3,1371,129,365,45,154,84,211,36,53,36,153,189,105,56,24,71,121,339
"Wesley Johnson",2017,29,"SF","LAC",68,0.365,0.246,0.537,0.438,0.647,202325,11.9,1.1,2.9,0.4,1.7,0.6,1.2,0.2,0.3,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.2,2.7,810,8.4,0.448,0.59,0.085,0.037,0.208,0.125,0.039,0.018,0.03,0.08,0.125,-0.3,1.2,0.9,0.051,-3.1,1.1,-2,0,810,73,200,29,118,44,82,11,17,26,155,181,23,29,30,18,83,186
"Dahntay Jones",2017,36,"SF","CLE",1,0.375,0,0.5,0.375,0.75,2563,12,3,8,0,2,3,6,3,4,1,1,2,1,0,0,1,1,9,12,14.7,0.461,0.25,0.5,0.095,0.089,0.092,0.145,0,0,0.093,0.399,0,0,0,-0.03,-0.4,-4.4,-4.8,0,12,3,8,0,2,3,6,3,4,1,1,2,1,0,0,1,1,9
"Derrick Jones Jr.",2017,19,"SF","PHO",32,0.562,0.273,0.591,0.574,0.707,1627884,17,2.1,3.8,0.1,0.3,2,3.4,0.9,1.3,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2,5.3,545,12,0.604,0.091,0.339,0.076,0.082,0.079,0.031,0.012,0.019,0.086,0.117,0.9,0.2,1.1,0.098,-1.6,-0.7,-2.3,0,545,68,121,3,11,65,110,29,41,39,40,79,12,14,13,13,63,168
"James Jones",2017,36,"SF","CLE",48,0.478,0.47,0.5,0.647,0.65,2592,7.9,0.9,1.9,0.6,1.4,0.3,0.5,0.3,0.4,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,2.8,381,11.1,0.655,0.717,0.217,0.9,0.095,0.054,0.052,0.8,0.021,0.09,0.13,0.6,0.2,0.8,0.102,-0.1,-0.3,-0.3,0.2,381,44,92,31,66,13,26,13,20,3,34,37,14,6,10,10,37,132
"Michael Kidd-Gilchrist",2017,23,"SF","CHO",81,0.477,0.111,0.483,0.478,0.784,203077,29,3.6,7.6,0,0.1,3.6,7.5,1.9,2.4,1.9,5,7,1.4,1,1,0.7,2.3,9.2,2349,14.3,0.528,0.015,0.314,0.073,0.193,0.132,0.074,0.017,0.029,0.074,0.146,2.7,3.1,5.8,0.119,-1.6,0.9,-0.7,0.7,2349,295,618,1,9,294,609,152,194,156,409,565,114,81,77,56,187,743
"Mindaugas Kuzminskas",2017,27,"SF","NYK",68,0.428,0.321,0.517,0.501,0.809,1627851,14.9,2.3,5.4,0.8,2.5,1.5,3,0.8,1,0.7,1.2,1.9,1,0.4,0.2,0.8,1.2,6.3,1016,12.4,0.533,0.455,0.184,0.05,0.084,0.067,0.103,0.014,0.9,0.113,0.192,0.8,0.4,1.2,0.055,-0.6,-1.4,-1.9,0,1016,158,369,54,168,104,201,55,68,47,79,126,69,29,11,51,79,425
"Jake Layman",2017,22,"SF","POR",35,0.292,0.255,0.342,0.365,0.765,1627774,7.1,0.7,2.5,0.4,1.5,0.4,1.1,0.4,0.5,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2,249,4.9,0.404,0.573,0.191,0.027,0.08,0.053,0.062,0.018,0.01,0.102,0.19,-0.4,0.1,-0.3,-0.054,-5.2,-1.2,-6.4,-0.3,249,26,89,13,51,13,38,13,17,6,18,24,11,9,3,11,22,78
"Kawhi Leonard",2017,25,"SF","SAS",74,0.485,0.38,0.529,0.541,0.88,202695,33.4,8.6,17.7,2,5.2,6.6,12.5,6.3,7.2,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,2474,27.6,0.61,0.295,0.406,0.037,0.157,0.098,0.189,0.027,0.018,0.091,0.311,8.9,4.7,13.6,0.264,7.1,2.2,9.4,7.1,2474,636,1312,147,387,489,925,469,533,80,350,430,260,133,55,154,122,1888
"Caris LeVert",2017,22,"SF","BRK",57,0.45,0.321,0.571,0.528,0.72,1627747,21.7,3,6.7,1,3.2,2,3.4,1.2,1.6,0.4,2.9,3.3,1.9,0.9,0.1,1,1.6,8.2,1237,12.3,0.556,0.484,0.245,0.02,0.139,0.08,0.137,0.019,0.5,0.123,0.166,0.8,1,1.8,0.07,-1.3,0.3,-1.1,0.3,1237,171,380,59,184,112,196,67,93,23,165,188,110,49,8,59,91,468
"Timothe Luwawu-Cabarrot",2017,21,"SF","PHI",69,0.402,0.311,0.475,0.471,0.854,1627789,17.2,2.1,5.2,0.7,2.3,1.4,2.9,1.5,1.8,0.4,1.8,2.2,1.1,0.5,0.1,1.1,2.2,6.4,1190,8.5,0.536,0.446,0.341,0.023,0.115,0.069,0.096,0.013,0.7,0.15,0.178,0,0.8,0.8,0.034,-3.9,-0.7,-4.6,-0.8,1190,145,361,50,161,95,200,105,123,25,124,149,75,32,10,73,154,445
"Luc Mbah a Moute",2017,30,"SF","LAC",80,0.505,0.391,0.552,0.562,0.678,201601,22.3,2.4,4.7,0.5,1.4,1.9,3.4,0.7,1.1,0.6,1.6,2.1,0.5,1,0.4,0.6,1.5,6.1,1787,10.2,0.581,0.291,0.23,0.028,0.077,0.053,0.031,0.023,0.016,0.1,0.116,1.3,1.8,3.1,0.084,-1.6,1.3,-0.2,0.8,1787,191,378,43,110,148,268,59,87,44,126,170,39,81,35,46,122,484
"Khris Middleton",2017,25,"SF","MIL",29,0.45,0.433,0.459,0.518,0.88,203114,30.7,5.2,11.5,1.6,3.6,3.6,7.9,2.8,3.2,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,889,15,0.57,0.312,0.276,0.015,0.145,0.081,0.175,0.023,0.7,0.148,0.225,0.7,0.9,1.6,0.085,-0.4,0.1,-0.3,0.4,889,150,333,45,104,105,229,81,92,11,112,123,99,41,7,65,79,426
"CJ Miles",2017,29,"SF","IND",76,0.434,0.413,0.471,0.565,0.903,101139,23.4,3.7,8.5,2.2,5.4,1.5,3.1,1.1,1.2,0.4,2.6,3,0.6,0.6,0.3,0.5,2,10.7,1776,13.8,0.592,0.632,0.144,0.019,0.124,0.072,0.041,0.013,0.012,0.055,0.184,2.7,1.4,4,0.109,1.2,-0.7,0.5,1.1,1776,281,647,169,409,112,238,84,93,30,199,229,48,46,25,40,151,815
"Mike Miller",2017,36,"SF","DEN",20,0.391,0.4,0.333,0.565,0.01,2034,7.6,0.5,1.2,0.4,1,0.1,0.2,0.1,0.1,0.1,1.8,1.9,1.1,0.1,0,0.7,0.5,1.4,151,7.6,0.586,0.87,0.087,0.015,0.261,0.139,0.183,0.6,0,0.352,0.104,0,0.1,0.1,0.018,-2,0.5,-1.5,0,151,9,23,8,20,1,3,2,2,2,36,38,22,2,0,13,9,28
"Marcus Morris Sr.",2017,27,"SF","DET",79,0.418,0.331,0.466,0.477,0.784,202694,32.5,5.3,12.7,1.5,4.5,3.8,8.2,1.8,2.3,1,3.7,4.6,2,0.7,0.3,1.1,2.1,14,2565,12.4,0.508,0.355,0.184,0.032,0.128,0.078,0.094,0.01,0.8,0.074,0.203,1.4,2.4,3.9,0.072,-0.8,-0.3,-1.1,0.6,2565,421,1007,118,357,303,650,145,185,77,289,366,160,52,25,87,168,1105
"Shabazz Muhammad",2017,24,"SF","MIN",78,0.482,0.338,0.528,0.523,0.774,203498,19.4,3.7,7.7,0.6,1.9,3.1,5.8,1.9,2.4,1.1,1.7,2.8,0.4,0.3,0.1,0.7,1.1,9.9,1516,14.9,0.566,0.242,0.318,0.064,0.106,0.085,0.037,0.7,0.3,0.076,0.215,2.5,0.2,2.7,0.086,0.5,-2.9,-2.4,-0.1,1516,288,598,49,145,239,453,147,190,84,136,220,35,22,6,56,86,772
"Kelly Oubre Jr.",2017,21,"SF","WAS",79,0.421,0.287,0.52,0.482,0.758,1626162,20.3,2.4,5.6,0.7,2.4,1.7,3.2,0.9,1.3,0.8,2.5,3.3,0.6,0.7,0.2,0.6,2.5,6.3,1605,9.1,0.516,0.425,0.224,0.043,0.14,0.092,0.04,0.018,0.9,0.093,0.146,0.6,1.5,2,0.061,-3.2,0,-3.2,-0.5,1605,186,442,54,188,132,254,75,99,61,200,261,47,58,17,50,195,501
"Chandler Parsons",2017,28,"SF","MEM",34,0.338,0.269,0.388,0.394,0.814,202718,19.9,2.2,6.5,0.7,2.7,1.5,3.8,1,1.3,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,6.2,675,7.7,0.436,0.419,0.194,0.01,0.136,0.071,0.128,0.015,0.7,0.091,0.178,-0.5,0.7,0.2,0.015,-3.6,-0.2,-3.8,-0.3,675,75,222,25,93,50,129,35,43,6,78,84,55,20,5,24,52,210
"Paul Pierce",2017,39,"SF","LAC",25,0.4,0.349,0.481,0.507,0.769,1718,11.1,1.1,2.8,0.6,1.7,0.5,1.1,0.4,0.5,0,1.9,1.9,0.4,0.2,0.2,0.6,1.6,3.2,277,5.7,0.535,0.614,0.186,0.4,0.185,0.097,0.05,0.7,0.015,0.174,0.148,-0.2,0.3,0.1,0.015,-4.7,0.1,-4.7,-0.2,277,28,70,15,43,13,27,10,13,1,47,48,10,4,5,16,40,81
"Otto Porter Jr.",2017,23,"SF","WAS",80,0.516,0.434,0.576,0.608,0.832,203490,32.6,5.2,10,1.9,4.3,3.3,5.8,1.2,1.5,1.5,5,6.4,1.5,1.5,0.5,0.6,2.4,13.4,2605,17.3,0.628,0.425,0.148,0.051,0.171,0.111,0.067,0.022,0.013,0.049,0.151,6.4,3,9.4,0.173,2.4,0.9,3.3,3.5,2605,414,803,148,341,266,462,99,119,118,396,514,121,116,42,44,193,1075
"Taurean Prince",2017,22,"SF","ATL",59,0.4,0.324,0.443,0.458,0.787,1627752,16.6,1.9,4.8,0.6,1.7,1.4,3.1,1.3,1.6,0.4,2.2,2.7,0.9,0.7,0.5,1,1.6,5.7,981,9.8,0.513,0.358,0.33,0.028,0.146,0.088,0.084,0.022,0.024,0.157,0.172,-0.4,1.5,1.1,0.054,-3.5,1.7,-1.8,0,981,114,285,33,102,81,183,74,94,25,132,157,55,43,27,61,96,335
"Andre Roberson",2017,25,"SF","OKC",79,0.464,0.245,0.609,0.513,0.423,203460,30.1,2.7,5.9,0.6,2.3,2.2,3.5,0.6,1.4,1.2,3.9,5.1,1,1.2,1,0.6,2.6,6.6,2376,9.6,0.51,0.397,0.24,0.046,0.142,0.094,0.046,0.019,0.027,0.091,0.101,1.1,3.1,4.2,0.085,-2.5,1.4,-1,0.6,2376,215,463,45,184,170,279,47,111,98,305,403,79,94,79,51,204,522
"Glenn Robinson III",2017,23,"SF","IND",69,0.467,0.392,0.512,0.54,0.711,203922,20.7,2.3,4.9,0.7,1.8,1.6,3.1,0.8,1.1,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1,1427,11.5,0.564,0.37,0.225,0.045,0.147,0.097,0.047,0.014,0.012,0.091,0.128,1.3,1.2,2.5,0.085,-0.5,0.2,-0.3,0.6,1427,158,338,49,125,109,213,54,76,57,189,246,47,41,20,37,63,419
"Damjan Rudez",2017,30,"SF","ORL",45,0.352,0.313,0.458,0.466,0,204014,7,0.7,2,0.4,1.4,0.2,0.5,0,0,0.1,0.4,0.6,0.4,0.3,0,0.2,0.7,1.8,314,6.3,0.466,0.727,0,0.017,0.071,0.043,0.092,0.019,0.3,0.093,0.136,-0.1,0.2,0.1,0.008,-4.2,-0.3,-4.5,-0.2,314,31,88,20,64,11,24,0,0,5,20,25,20,12,1,9,31,82
"Thabo Sefolosha",2017,32,"SF","ATL",62,0.441,0.342,0.484,0.492,0.733,200757,25.7,2.8,6.4,0.7,1.9,2.1,4.4,0.9,1.2,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2,1596,11.9,0.519,0.304,0.19,0.038,0.147,0.093,0.099,0.03,0.017,0.119,0.133,0.6,2.7,3.3,0.098,-2.1,2.5,0.4,1,1596,174,395,41,120,133,275,55,75,54,216,270,107,96,31,58,97,444
"Kyle Singler",2017,28,"SF","OKC",32,0.41,0.189,0.587,0.452,0.765,202713,12,1.1,2.6,0.2,1.2,0.8,1.4,0.4,0.5,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,385,5.9,0.486,0.446,0.205,0.023,0.115,0.069,0.032,0.9,0.01,0.108,0.112,0,0.3,0.3,0.034,-4.1,-0.2,-4.3,-0.2,385,34,83,7,37,27,46,13,17,8,40,48,9,7,5,11,29,88
"Evan Turner",2017,28,"SF","POR",65,0.426,0.263,0.47,0.454,0.825,202323,25.5,3.6,8.5,0.5,1.8,3.1,6.7,1.3,1.6,0.6,3.2,3.8,3.2,0.8,0.4,1.5,1.9,9,1658,11.4,0.491,0.214,0.187,0.024,0.142,0.083,0.184,0.016,0.012,0.143,0.185,0,1.2,1.2,0.035,-2.3,-0.1,-2.5,-0.2,1658,235,552,31,118,204,434,85,103,36,211,247,205,53,24,100,121,586
"T.J. Warren",2017,23,"SF","PHO",66,0.495,0.265,0.527,0.511,0.773,203933,31,6.1,12.3,0.4,1.5,5.7,10.8,1.8,2.3,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4,2048,15.6,0.539,0.12,0.189,0.065,0.117,0.09,0.058,0.018,0.015,0.061,0.192,3,1.1,4.1,0.096,0.1,-0.7,-0.6,0.7,2048,403,814,26,98,377,716,119,154,125,214,339,75,76,39,57,175,951
"Andrew Wiggins",2017,21,"SF","MIN",82,0.452,0.356,0.473,0.484,0.76,203952,37.2,8.6,19.1,1.3,3.5,7.4,15.6,5,6.6,1.2,2.8,4,2.3,1,0.4,2.3,2.2,23.6,3048,16.5,0.534,0.184,0.345,0.038,0.088,0.063,0.106,0.014,0.8,0.094,0.29,3.3,0.9,4.2,0.066,0.7,-2.4,-1.7,0.2,3048,709,1570,103,289,606,1281,412,542,102,226,328,189,82,30,187,183,1933
"Reggie Williams",2017,30,"SF","NOP",6,0.348,0.455,0.25,0.457,0.857,202130,13.2,1.3,3.8,0.8,1.8,0.5,2,1,1.2,0.3,0.7,1,0.7,0.5,0,0,0.3,4.5,79,11.7,0.518,0.478,0.304,0.027,0.054,0.04,0.072,0.019,0,0,0.146,0.1,0.1,0.2,0.098,-0.4,-0.4,-0.8,0,79,8,23,5,11,3,12,6,7,2,4,6,4,3,0,0,2,27
"Justise Winslow",2017,20,"SF","MIA",18,0.356,0.2,0.384,0.371,0.617,1626159,34.7,4.4,12.5,0.4,1.9,4.1,10.6,1.6,2.6,1.3,3.9,5.2,3.7,1.4,0.3,1.8,2.9,10.9,625,8.2,0.399,0.156,0.209,0.04,0.127,0.083,0.155,0.021,0.8,0.118,0.198,-0.9,0.8,-0.1,-0.009,-4.6,0.8,-3.8,-0.3,625,80,225,7,35,73,190,29,47,23,71,94,66,26,6,33,52,196
"Metta World Peace",2017,37,"SF","LAL",25,0.279,0.237,0.333,0.346,0.625,1897,6.4,0.8,2.7,0.4,1.5,0.4,1.2,0.4,0.6,0.2,0.6,0.8,0.4,0.4,0.1,0.3,0.7,2.3,160,6.5,0.38,0.559,0.235,0.033,0.106,0.068,0.098,0.03,0.01,0.085,0.219,-0.3,0.1,-0.2,-0.061,-5.5,-0.7,-6.1,-0.2,160,19,68,9,38,10,30,10,16,5,15,20,11,10,2,7,18,57
"Paul Zipser",2017,22,"SF","CHI",44,0.398,0.333,0.451,0.473,0.775,1627835,19.2,2,5,0.8,2.3,1.3,2.8,0.7,0.9,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5,843,6.9,0.503,0.448,0.181,0.019,0.142,0.08,0.061,0.9,0.015,0.144,0.144,-0.3,0.8,0.5,0.03,-4.2,-0.2,-4.4,-0.5,843,88,221,33,99,55,122,31,40,15,110,125,36,15,16,40,78,240
"Tony Allen",2018,36,"SF","NOP",22,0.484,0.333,0.506,0.505,0.524,2754,12.4,2,4.1,0.2,0.5,1.8,3.6,0.5,1,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7,273,8.7,0.514,0.132,0.231,0.082,0.104,0.093,0.046,0.019,0.9,0.159,0.189,-0.2,0.2,0.1,0.017,-5.2,-0.3,-5.5,-0.2,273,44,91,4,12,40,79,11,21,20,27,47,9,11,3,19,49,103
"Justin Anderson",2018,24,"SF","PHI",38,0.431,0.33,0.535,0.515,0.737,1626147,13.7,2.3,5.3,0.9,2.7,1.4,2.6,0.7,1,0.7,1.8,2.4,0.7,0.4,0.2,0.4,1.4,6.2,519,13,0.54,0.51,0.188,0.054,0.136,0.096,0.071,0.014,0.011,0.068,0.193,0.6,0.7,1.2,0.115,-0.6,-0.3,-0.9,0.1,519,87,202,34,103,53,99,28,38,25,68,93,25,15,7,16,54,236
