"name","yearSeason","agePlayer","position","team","countGames","pctFG","pctFG3","pctFG2","pctEFG","pctFT","idPlayerNBA","minutesPerGame","fgmPerGame","fgaPerGame","fg3mPerGame","fg3aPerGame","fg2mPerGame","fg2aPerGame","ftmPerGame","ftaPerGame","orbPerGame","drbPerGame","trbPerGame","astPerGame","stlPerGame","blkPerGame","tovPerGame","pfPerGame","ptsPerGame","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals"
"Cartier Martin",2013,28,"SF","WAS",41,0.381,0.397,0.358,0.496,0.714,201858,16.9,2.3,6.1,1.4,3.6,0.9,2.6,0.5,0.7,0.3,2.2,2.4,0.5,0.5,0.1,0.8,1.4,6.6,694,9.7,0.511,0.579,0.111,0.017,0.143,0.08,0.048,0.014,0.7,0.108,0.195,-0.2,0.9,0.7,0.047,-1.6,-0.5,-2.1,0,694,96,252,58,146,38,106,20,28,11,89,100,20,19,6,32,58,270
"Luc Mbah a Moute",2013,26,"SF","MIL",58,0.401,0.351,0.406,0.418,0.571,201601,22.9,2.6,6.5,0.2,0.6,2.4,5.9,1.2,2.2,1.5,2.9,4.4,0.9,0.7,0.2,1.2,1.4,6.7,1326,9.1,0.447,0.098,0.334,0.07,0.14,0.104,0.061,0.016,0.8,0.139,0.165,-0.8,1.2,0.5,0.017,-3.5,-0.6,-4.1,-0.7,1326,151,377,13,37,138,340,72,126,89,167,256,55,42,14,70,82,387
"CJ Miles",2013,25,"SF","CLE",65,0.415,0.384,0.451,0.518,0.869,101139,21,3.9,9.4,1.9,5,2,4.4,1.4,1.6,0.4,2.3,2.7,1,0.8,0.3,1.1,2.1,11.2,1364,15.3,0.551,0.534,0.174,0.019,0.134,0.074,0.081,0.019,0.01,0.095,0.239,1.8,0.8,2.6,0.092,2,-0.9,1.1,1.1,1364,255,614,126,328,129,286,93,107,24,150,174,63,49,17,69,138,729
"Darius Miller",2013,22,"SF","NOH",52,0.407,0.393,0.423,0.509,0.01,203121,13.3,0.8,2.1,0.4,1.1,0.4,1,0.2,0.2,0.2,1.3,1.5,0.8,0.3,0.2,0.4,1.7,2.3,694,6.3,0.529,0.519,0.074,0.013,0.122,0.067,0.093,0.013,0.014,0.171,0.09,0.2,0.3,0.5,0.034,-3.6,0.9,-2.7,-0.1,694,44,108,22,56,22,52,8,8,8,70,78,44,17,12,23,89,118
"Mike Miller",2013,32,"SF","MIA",59,0.433,0.417,0.482,0.591,0.727,2034,15.3,1.7,3.9,1.2,3,0.5,0.9,0.1,0.2,0.3,2.4,2.7,1.7,0.4,0.1,0.6,1.1,4.8,900,13.5,0.596,0.758,0.048,0.026,0.18,0.107,0.162,0.012,0.4,0.129,0.144,1.6,1,2.6,0.137,1.8,-0.3,1.5,0.8,900,100,231,73,175,27,56,8,11,18,139,157,99,21,4,35,63,281
"Steve Novak",2013,29,"SF","NYK",81,0.414,0.425,0.367,0.587,0.909,200779,20.3,2.2,5.3,1.8,4.3,0.4,1,0.4,0.4,0.2,1.7,1.9,0.4,0.3,0.1,0.1,1.2,6.6,1641,11.3,0.602,0.816,0.077,0.012,0.1,0.054,0.033,0.9,0.4,0.026,0.13,3.2,0.8,4,0.116,1,-1,0.1,0.9,1641,178,430,149,351,29,79,30,33,17,135,152,35,28,8,12,97,535
"Travis Outlaw",2013,28,"SF","SAC",38,0.418,0.28,0.472,0.458,0.731,2566,11.7,1.9,4.7,0.4,1.3,1.6,3.3,1,1.4,0.4,1.2,1.6,0.6,0.3,0.2,0.5,0.9,5.3,444,13,0.5,0.282,0.294,0.043,0.117,0.079,0.077,0.013,0.014,0.087,0.219,0.3,0.1,0.3,0.037,-0.5,-1.9,-2.4,0,444,74,177,14,50,60,127,38,52,17,44,61,21,11,8,19,35,200
"Chandler Parsons",2013,24,"SF","HOU",76,0.486,0.385,0.559,0.567,0.729,202718,36.3,6,12.4,2,5.2,4,7.2,1.5,2,1,4.3,5.3,3.5,1,0.4,1.9,1.9,15.5,2758,15.3,0.584,0.421,0.165,0.033,0.132,0.083,0.156,0.014,0.9,0.127,0.183,4.9,2.1,7,0.121,2,0,2,2.8,2758,456,939,152,395,304,544,113,155,79,325,404,269,75,32,147,148,1177
"Paul Pierce",2013,35,"SF","BOS",77,0.436,0.38,0.466,0.502,0.787,1718,33.4,6.2,14.2,1.9,5,4.3,9.2,4.3,5.5,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6,2575,19.1,0.559,0.35,0.387,0.021,0.197,0.112,0.251,0.017,0.9,0.143,0.274,3.5,3.7,7.2,0.135,3,0.7,3.6,3.6,2575,476,1092,145,382,331,710,333,423,45,442,487,370,84,30,214,210,1430
"Mickael Pietrus",2013,30,"SF","TOR",19,0.347,0.313,0.412,0.449,0.667,2554,20.3,1.8,5.2,1.1,3.4,0.7,1.8,0.6,0.9,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.7,5.3,386,6,0.472,0.653,0.184,0.015,0.097,0.055,0.035,0.017,0.012,0.131,0.147,-0.3,0.2,0,-0.004,-3.8,-0.9,-4.8,-0.3,386,34,98,20,64,14,34,12,18,5,31,36,9,12,6,16,33,100
"Quincy Pondexter",2013,24,"SF","MEM",59,0.428,0.395,0.463,0.528,0.787,202347,21.1,2.2,5.1,1,2.6,1.2,2.5,1,1.3,0.7,1.5,2.2,1,0.6,0.1,0.7,1.6,6.4,1243,11,0.565,0.508,0.251,0.04,0.086,0.063,0.076,0.015,0.4,0.112,0.139,1.7,1.5,3.2,0.125,-0.8,0.6,-0.1,0.6,1243,128,299,60,152,68,147,59,75,43,89,132,61,35,6,42,95,375
"Quentin Richardson",2013,32,"SF","NYK",1,0.091,0.25,0,0.136,0.01,2047,29,1,11,1,4,0,7,2,2,5,5,10,1,0,0,2,1,5,29,0.7,0.21,0.364,0.182,0.195,0.209,0.202,0.048,0,0,0.144,0.224,-0.1,0,-0.1,-0.181,-7.9,-7.1,-14.9,-0.1,29,1,11,1,4,0,7,2,2,5,5,10,1,0,0,2,1,5
"Brandon Rush",2013,27,"SF","GSW",2,0.667,0,0.857,0.667,0.667,201575,12.5,3,4.5,0,1,3,3.5,1,1.5,0,0.5,0.5,1,0,0,1.5,2.5,7,25,11.9,0.678,0.222,0.333,0,0.043,0.022,0.145,0,0,0.225,0.239,0,0,0,0.051,-2.7,1.7,-1,0,25,6,9,0,2,6,7,2,3,0,1,1,2,0,0,3,5,14
"John Salmons",2013,33,"SF","SAC",76,0.399,0.371,0.42,0.48,0.773,2422,30,3.2,8.1,1.3,3.5,1.9,4.5,1.1,1.4,0.4,2.3,2.7,3,0.7,0.3,1.1,1.9,8.8,2278,10.2,0.509,0.436,0.18,0.016,0.09,0.052,0.148,0.011,0.9,0.114,0.145,1.8,-0.1,1.6,0.034,-1.1,-1.5,-2.5,-0.3,2278,244,612,99,267,145,345,85,110,33,174,207,226,51,25,85,143,672
"Tornike Shengelia",2013,21,"SF","BRK",19,0.435,0.5,0.429,0.457,0.563,203129,4.9,0.5,1.2,0.1,0.1,0.5,1.1,0.5,0.8,0.5,0.7,1.2,0.2,0.2,0.1,0.6,0.6,1.6,93,8.5,0.499,0.087,0.696,0.114,0.179,0.146,0.051,0.017,0.8,0.268,0.203,-0.1,0.1,0,-0.017,-5.2,-1.3,-6.5,-0.1,93,10,23,1,2,9,21,9,16,9,14,23,3,3,1,11,11,30
"Kyle Singler",2013,24,"SF","DET",82,0.428,0.35,0.464,0.483,0.806,202713,28,3.4,7.8,0.9,2.4,2.5,5.4,1.2,1.5,1.3,2.7,4,0.9,0.7,0.5,1.2,2.6,8.8,2293,10,0.517,0.312,0.193,0.054,0.113,0.083,0.053,0.013,0.013,0.123,0.158,1.1,1.2,2.3,0.048,-2.2,-0.8,-3,-0.6,2293,275,642,70,200,205,442,100,124,109,221,330,77,57,37,98,217,720
"Jerry Stackhouse",2013,38,"SF","BRK",37,0.384,0.337,0.434,0.471,0.87,711,14.7,1.8,4.6,0.8,2.4,1,2.2,0.5,0.6,0.1,0.8,0.9,0.9,0.2,0.1,0.6,0.8,4.9,544,8.5,0.5,0.517,0.134,0.011,0.061,0.036,0.104,0.7,0.6,0.116,0.175,0.2,0.2,0.4,0.037,-1.6,-1.7,-3.3,-0.2,544,66,172,30,89,36,83,20,23,5,28,33,35,7,4,24,31,182
"Jeff Taylor",2013,23,"SF","CHA",77,0.431,0.344,0.486,0.497,0.728,78299,19.6,2.2,5.2,0.7,2,1.5,3.2,1,1.3,0.7,1.3,1.9,0.8,0.6,0.2,0.6,1.8,6.1,1507,10.3,0.531,0.386,0.258,0.038,0.077,0.057,0.07,0.016,0.8,0.097,0.149,1.2,0,1.2,0.039,-2.1,-1.5,-3.6,-0.6,1507,172,399,53,154,119,245,75,103,51,99,150,63,47,15,48,136,472
"Lance Thomas",2013,24,"SF","NOH",59,0.5,0,0.5,0.5,0.729,202498,10.9,0.9,1.8,0,0,0.9,1.8,0.7,1,0.7,1.2,1.9,0.3,0.2,0.1,0.2,1.3,2.5,646,10.1,0.565,0,0.557,0.08,0.133,0.106,0.04,0.9,0.9,0.096,0.105,1,0.2,1.2,0.087,-2.3,-0.7,-3,-0.2,646,53,106,0,0,53,106,43,59,44,71,115,17,11,7,14,78,149
"Anthony Tolliver",2013,27,"SF","ATL",62,0.38,0.338,0.446,0.484,0.863,201229,15.5,1.3,3.5,0.7,2.1,0.6,1.3,0.7,0.8,0.5,2,2.5,0.5,0.2,0.2,0.6,1.1,4.1,963,8.4,0.531,0.616,0.236,0.037,0.145,0.092,0.048,0.8,0.01,0.131,0.132,0.3,0.9,1.2,0.059,-2.5,-0.5,-3.1,-0.3,963,82,216,45,133,37,83,44,51,31,124,155,32,15,12,36,66,253
"Hedo Turkoglu",2013,33,"SF","ORL",11,0.264,0.042,0.448,0.274,0.5,2045,17.2,1.3,4.8,0.1,2.2,1.2,2.6,0.3,0.5,0.4,2,2.4,2.1,0.6,0.1,1.1,1,2.9,189,3.4,0.288,0.453,0.113,0.024,0.132,0.078,0.172,0.019,0.4,0.177,0.163,-0.6,0.1,-0.5,-0.116,-7.5,-0.7,-8.2,-0.3,189,14,53,1,24,13,29,3,6,4,22,26,23,7,1,12,11,32
"Evan Turner",2013,24,"SF","PHI",82,0.419,0.365,0.428,0.446,0.74,202323,35.3,5.4,12.8,0.7,1.9,4.7,10.9,1.9,2.5,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4,13.3,2892,12.1,0.478,0.151,0.198,0.021,0.185,0.101,0.197,0.013,0.5,0.14,0.212,-0.7,2.9,2.1,0.035,-2.2,-0.2,-2.3,-0.3,2892,441,1053,58,159,383,894,154,208,56,461,517,354,71,17,187,197,1094
"Gerald Wallace",2013,30,"SF","BRK",69,0.397,0.282,0.461,0.448,0.637,2222,30.1,2.6,6.6,0.7,2.4,2,4.3,1.8,2.8,1,3.6,4.6,2.6,1.4,0.7,1.6,1.7,7.7,2076,11.6,0.49,0.356,0.415,0.039,0.143,0.091,0.133,0.025,0.017,0.169,0.145,0.6,2.5,3.1,0.072,-1.2,1.8,0.7,1.3,2076,182,458,46,163,136,295,121,190,69,250,319,181,97,46,110,118,531
"Martell Webster",2013,26,"SF","WAS",76,0.442,0.422,0.463,0.551,0.848,101110,28.9,3.7,8.4,1.8,4.3,1.9,4,2.2,2.6,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2,11.4,2200,13.9,0.601,0.517,0.311,0.027,0.122,0.074,0.107,0.012,0.6,0.111,0.169,3.9,2.4,6.3,0.138,0.5,0.3,0.8,1.6,2200,281,636,139,329,142,307,168,198,53,241,294,143,49,17,90,166,869
"James White",2013,30,"SF","NYK",57,0.431,0.341,0.48,0.491,0.579,200778,7.6,0.9,2,0.2,0.7,0.6,1.3,0.2,0.3,0.1,0.8,0.8,0.5,0.2,0.1,0.3,0.8,2.2,435,9.1,0.503,0.353,0.164,0.013,0.12,0.065,0.103,0.016,0.8,0.12,0.152,0.1,0.3,0.5,0.051,-3.3,0.2,-3.1,-0.1,435,50,116,14,41,36,75,11,19,5,43,48,29,13,4,17,44,125
"Marvin Williams",2013,26,"SF","UTA",73,0.423,0.325,0.477,0.481,0.778,101107,23.7,2.7,6.4,0.7,2.3,2,4.2,1.1,1.4,0.8,2.8,3.6,1.1,0.5,0.5,0.8,1.3,7.2,1727,10.9,0.515,0.353,0.211,0.037,0.143,0.089,0.069,0.011,0.017,0.105,0.151,1.1,1.1,2.3,0.063,-0.8,-0.4,-1.2,0.4,1727,199,470,54,166,145,304,77,99,55,208,263,77,37,38,60,98,529
"Reggie Williams",2013,26,"SF","CHA",40,0.432,0.306,0.583,0.515,0.476,202130,9.5,1.4,3.3,0.6,1.8,0.9,1.5,0.3,0.5,0.2,1.1,1.3,1,0.3,0,0.5,0.5,3.7,380,13.2,0.517,0.545,0.159,0.023,0.133,0.077,0.182,0.017,0.2,0.119,0.192,0.2,0.1,0.3,0.035,0.2,-1.6,-1.4,0.1,380,57,132,22,72,35,60,10,21,8,43,51,39,12,1,19,19,146
"Terrence Williams",2013,25,"SF","BOS",24,0.495,0.333,0.524,0.521,0.429,201944,13.3,2,4,0.2,0.6,1.8,3.4,0.4,0.9,0.2,1.7,1.8,1.6,0.5,0.1,0.9,0.5,4.6,318,12.3,0.518,0.155,0.216,0.015,0.144,0.082,0.197,0.018,0.5,0.172,0.191,-0.1,0.4,0.3,0.046,-1.9,-0.5,-2.4,0,318,48,97,5,15,43,82,9,21,4,40,44,38,11,2,22,13,110
"Metta World Peace",2013,33,"SF","LAL",75,0.403,0.342,0.464,0.488,0.734,1897,33.7,4.4,11,1.9,5.5,2.5,5.5,1.7,2.3,1.3,3.6,5,1.5,1.6,0.6,1.3,2.6,12.4,2530,12.5,0.517,0.5,0.205,0.045,0.115,0.081,0.069,0.025,0.012,0.098,0.175,1.9,2.6,4.6,0.086,-0.5,0.9,0.4,1.5,2530,332,824,141,412,191,412,124,169,101,271,372,112,122,42,98,198,929
"Dorell Wright",2013,27,"SF","PHI",79,0.396,0.374,0.429,0.508,0.851,2748,22.6,3,7.6,1.7,4.6,1.3,3,1.5,1.8,0.5,3.3,3.8,1.9,0.8,0.4,0.8,1.2,9.2,1783,16,0.551,0.603,0.235,0.026,0.17,0.096,0.131,0.018,0.015,0.088,0.187,2.8,2.1,4.9,0.132,1.9,0.6,2.6,2.1,1783,237,599,135,361,102,238,120,141,42,260,302,150,62,35,64,98,729
"Al-Farouq Aminu",2014,23,"SF","NOP",80,0.474,0.271,0.496,0.487,0.664,202329,25.6,2.9,6.2,0.2,0.6,2.8,5.6,1.1,1.7,1.6,4.6,6.2,1.4,1,0.5,1.1,1.8,7.2,2045,13.2,0.516,0.097,0.277,0.072,0.212,0.141,0.084,0.021,0.016,0.137,0.143,1.3,1.8,3.1,0.072,-0.9,0.3,-0.6,0.7,2045,234,494,13,48,221,446,91,137,129,367,496,114,82,38,88,147,572
"Alan Anderson",2014,31,"SF","BRK",78,0.4,0.339,0.464,0.487,0.78,101187,22.7,2.5,6.2,1.1,3.2,1.4,3,1.2,1.5,0.5,1.7,2.2,1,0.6,0.1,0.8,1.9,7.2,1773,9.5,0.525,0.511,0.243,0.027,0.091,0.059,0.073,0.014,0.5,0.104,0.159,0.8,0.9,1.7,0.047,-1.8,-1,-2.8,-0.4,1773,194,485,84,248,110,237,92,118,40,135,175,81,48,11,62,147,564
"Giannis Antetokounmpo",2014,19,"SF","MIL",77,0.414,0.347,0.44,0.463,0.683,203507,24.6,2.2,5.4,0.5,1.5,1.7,3.9,1.8,2.6,1,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,1897,10.8,0.518,0.282,0.483,0.046,0.163,0.102,0.121,0.017,0.026,0.194,0.15,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,1897,173,418,41,118,132,300,138,202,78,261,339,150,60,61,122,173,525
"Trevor Ariza",2014,28,"SF","WAS",77,0.456,0.407,0.509,0.562,0.772,2772,35.4,5.1,11.1,2.3,5.7,2.7,5.3,1.9,2.5,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,2723,15.8,0.59,0.518,0.226,0.041,0.163,0.101,0.108,0.024,0.6,0.123,0.178,4.3,3.7,8,0.141,1.3,1,2.3,3,2723,389,853,180,442,209,411,149,193,99,376,475,191,126,20,132,179,1107
"Darrell Arthur",2014,25,"SF","DEN",68,0.395,0.375,0.399,0.424,0.855,201589,17.1,2.4,6,0.4,0.9,2,5.1,0.8,0.9,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,5.9,1161,9.4,0.459,0.156,0.151,0.048,0.147,0.098,0.08,0.016,0.03,0.117,0.181,-0.5,1.2,0.7,0.029,-4,0.8,-3.2,-0.4,1161,162,410,24,64,138,346,53,62,52,158,210,61,39,47,58,185,401
"Harrison Barnes",2014,21,"SF","GSW",78,0.399,0.347,0.419,0.448,0.718,203084,28.3,3.5,8.7,0.8,2.4,2.6,6.3,1.7,2.3,0.8,3.1,4,1.5,0.8,0.3,1.1,2,9.5,2204,9.8,0.486,0.28,0.267,0.033,0.119,0.077,0.076,0.015,0.7,0.1,0.168,0.4,2.8,3.2,0.07,-2.2,0.5,-1.6,0.2,2204,271,679,66,190,205,489,130,181,66,245,311,116,65,20,84,158,738
"Matt Barnes",2014,33,"SF","LAC",63,0.438,0.343,0.549,0.53,0.733,2440,27.5,3.7,8.4,1.5,4.5,2.1,3.9,1,1.4,1,3.7,4.6,2,0.9,0.4,1.3,2.9,9.9,1735,12,0.552,0.537,0.171,0.04,0.144,0.093,0.106,0.016,0.012,0.13,0.166,1.5,2,3.5,0.097,-0.4,0.2,-0.2,0.8,1735,231,527,97,283,134,244,66,90,60,232,292,125,56,28,85,185,625
"Shane Battier",2014,35,"SF","MIA",73,0.382,0.348,0.492,0.515,0.652,2203,20.1,1.4,3.8,1,2.9,0.4,0.9,0.2,0.3,0.5,1.4,1.9,0.9,0.7,0.5,0.3,1.7,4.1,1468,8.7,0.523,0.764,0.084,0.03,0.086,0.059,0.06,0.018,0.023,0.069,0.1,1,1.4,2.4,0.078,-0.6,0.6,0,0.7,1468,105,275,73,210,32,65,15,23,34,104,138,63,50,39,21,124,298
"Nicolas Batum",2014,25,"SF","POR",82,0.465,0.361,0.566,0.554,0.803,201587,36,4.6,10,1.8,4.9,2.9,5.1,2,2.5,1.4,6,7.5,5.1,0.9,0.7,2.5,1.9,13,2956,15.8,0.589,0.491,0.248,0.043,0.178,0.111,0.209,0.013,0.013,0.186,0.165,4.8,3.1,7.9,0.128,2.2,1.2,3.4,4,2956,381,819,145,402,236,417,163,203,116,495,611,420,75,57,208,156,1070
"Michael Beasley",2014,25,"SF","MIA",55,0.499,0.389,0.518,0.528,0.772,201563,15.1,3.2,6.5,0.4,1,2.8,5.5,1.1,1.4,0.6,2.6,3.1,0.8,0.4,0.4,1,1.7,7.9,831,16.8,0.559,0.152,0.223,0.049,0.205,0.13,0.088,0.015,0.022,0.128,0.257,0.5,1.1,1.6,0.092,-1.1,-0.9,-2,0,831,177,355,21,54,156,301,61,79,31,141,172,42,23,21,57,93,436
"Marco Belinelli",2014,27,"SF","SAS",80,0.485,0.43,0.525,0.576,0.847,201158,25.2,4.2,8.7,1.6,3.7,2.6,5,1.4,1.6,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,2016,15,0.605,0.422,0.188,0.01,0.112,0.063,0.132,0.013,0.3,0.112,0.19,3.5,2.4,5.9,0.14,1,0.3,1.3,1.7,2016,337,695,126,293,211,402,111,131,18,208,226,179,50,7,95,130,911
"Corey Brewer",2014,27,"SF","MIN",81,0.481,0.28,0.552,0.517,0.718,201147,32.2,4.8,10,0.7,2.6,4.1,7.4,2,2.8,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,12.3,2609,12.7,0.55,0.261,0.281,0.026,0.062,0.043,0.079,0.029,0.9,0.104,0.165,2.4,2.7,5.2,0.095,-1.7,1.5,-0.2,1.2,2609,388,807,59,211,329,596,163,227,63,144,207,135,151,30,105,210,998
"Chase Budinger",2014,25,"SF","MIN",41,0.394,0.35,0.433,0.476,0.821,201978,18.3,2.4,6.2,1,2.9,1.4,3.3,0.8,1,0.5,2,2.5,0.8,0.5,0,0.6,1.4,6.7,751,9.7,0.505,0.472,0.154,0.027,0.125,0.075,0.062,0.012,0.2,0.081,0.167,0.3,0.6,0.9,0.059,-1.7,-0.8,-2.5,-0.1,751,100,254,42,120,58,134,32,39,19,84,103,31,19,2,24,58,274
"Reggie Bullock",2014,22,"SF","LAC",43,0.355,0.301,0.438,0.446,0.778,0,9.2,1,2.8,0.5,1.7,0.5,1.1,0.2,0.2,0.3,1,1.3,0.3,0.2,0,0.3,0.6,2.7,395,6.7,0.46,0.603,0.074,0.032,0.117,0.076,0.043,0.011,0.2,0.094,0.154,-0.2,0.3,0.2,0.019,-2.5,-0.9,-3.3,-0.1,395,43,121,22,73,21,48,7,9,11,43,54,12,9,1,13,26,115
"DeMarre Carroll",2014,27,"SF","ATL",73,0.47,0.362,0.548,0.546,0.773,201960,32.1,4.1,8.8,1.3,3.7,2.8,5.1,1.5,1.9,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6,11.1,2341,13.9,0.575,0.417,0.22,0.053,0.145,0.1,0.089,0.023,0.7,0.101,0.152,3.2,2.6,5.8,0.119,-0.1,0.7,0.7,1.6,2341,302,642,97,268,205,374,109,141,107,296,403,134,108,21,79,188,810
"Wilson Chandler",2014,26,"SF","DEN",62,0.416,0.348,0.478,0.499,0.724,201163,31.1,5,11.9,2,5.7,3,6.2,1.8,2.5,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6,1927,12.4,0.526,0.476,0.206,0.032,0.133,0.082,0.093,0.012,0.012,0.089,0.195,1.8,1.2,3.1,0.076,-0.1,-0.6,-0.8,0.6,1927,307,738,122,351,185,387,110,152,58,236,294,114,46,31,79,193,846
"Josh Childress",2014,30,"SF","NOP",4,0,0,0,0,0,2735,6,0,0,0,0,0,0,0,0,0,0.8,0.8,0.5,0.3,0,0.3,0.3,0,24,3.9,0,0,0,0,0.147,0.073,0.107,0.022,0,1,0.019,0,0,0,-0.003,-4.1,0.9,-3.3,0,24,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,1,0
"Dionte Christmas",2014,27,"SF","PHO",31,0.355,0.29,0.419,0.427,0.75,202091,6.4,0.7,2,0.3,1,0.4,1,0.6,0.8,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3,198,11.1,0.489,0.5,0.387,0.074,0.141,0.108,0.058,0.5,0.011,0.076,0.174,0.2,0.1,0.3,0.083,-0.5,-1.3,-1.8,0,198,22,62,9,31,13,31,18,24,13,25,38,8,2,3,6,19,71
"Victor Claver",2014,25,"SF","POR",21,0.405,0.167,0.583,0.44,0.909,201964,8.8,0.8,2,0.1,0.9,0.7,1.1,0.5,0.5,0.4,1.4,1.9,0.6,0.1,0.1,0.5,0.8,2.2,184,8.8,0.502,0.429,0.262,0.053,0.174,0.114,0.091,0.8,0.011,0.19,0.137,0,0.2,0.2,0.047,-3.2,0,-3.2,-0.1,184,17,42,3,18,14,24,10,11,9,30,39,12,3,3,11,16,47
"Chris Copeland",2014,29,"SF","IND",41,0.47,0.418,0.579,0.611,0.714,203142,6.5,1.3,2.9,0.8,1.9,0.5,0.9,0.2,0.3,0.2,0.6,0.8,0.4,0.1,0.2,0.3,0.9,3.7,265,17.6,0.621,0.675,0.12,0.031,0.101,0.068,0.126,0.6,0.02,0.102,0.237,0.6,0.4,1,0.186,4.2,0.3,4.5,0.4,265,55,117,33,79,22,38,10,14,7,25,32,18,3,7,14,38,153
"Robert Covington",2014,23,"SF","HOU",7,0.429,0.364,0.667,0.571,0,203496,4.9,0.9,2,0.6,1.6,0.3,0.4,0,0,0.3,0.4,0.7,0,0.3,0,0.1,0.4,2.3,34,15,0.571,0.786,0,0.069,0.093,0.082,0,0.029,0,0.067,0.193,0.1,0,0.1,0.122,1.5,-0.8,0.7,0,34,6,14,4,11,2,3,0,0,2,3,5,0,2,0,1,3,16
"Jae Crowder",2014,23,"SF","DAL",78,0.439,0.331,0.552,0.524,0.754,203109,16.1,1.7,3.8,0.6,1.9,1,1.9,0.6,0.8,0.6,1.9,2.5,0.8,0.8,0.3,0.5,1.3,4.6,1254,11.9,0.551,0.51,0.206,0.043,0.135,0.089,0.067,0.024,0.014,0.113,0.132,1.2,1.1,2.3,0.089,-0.7,0.8,0.2,0.7,1254,130,296,50,151,80,145,46,61,46,148,194,60,59,21,41,100,356
"Gigi Datome",2014,26,"SF","DET",34,0.351,0.179,0.466,0.387,0.8,203540,7,1,2.9,0.2,1.1,0.8,1.7,0.2,0.3,0.4,0.9,1.4,0.3,0.2,0,0.3,0.6,2.4,238,8,0.409,0.402,0.103,0.061,0.155,0.106,0.07,0.013,0.3,0.098,0.202,-0.2,0.1,-0.1,-0.023,-3.7,-2.3,-6,-0.2,238,34,97,7,39,27,58,8,10,14,32,46,11,6,1,11,20,83
"Chris Douglas-Roberts",2014,27,"SF","CHA",49,0.44,0.386,0.5,0.542,0.805,201604,20.7,2.3,5.1,1,2.7,1.2,2.4,1.3,1.7,0.3,2.1,2.4,1,0.6,0.3,0.7,1.2,6.9,1016,12.2,0.588,0.524,0.325,0.018,0.115,0.066,0.079,0.015,0.012,0.111,0.147,1.1,1.2,2.4,0.113,-1.1,0.5,-0.5,0.4,1016,111,252,51,132,60,120,66,82,16,103,119,51,29,16,36,61,339
"Jared Dudley",2014,28,"SF","LAC",74,0.438,0.36,0.518,0.529,0.655,201162,23.4,2.6,6,1.1,3,1.6,3,0.5,0.8,0.5,1.7,2.2,1.4,0.6,0.1,0.8,2,6.9,1729,8.9,0.541,0.503,0.13,0.024,0.077,0.051,0.086,0.012,0.4,0.106,0.135,1.2,1.2,2.4,0.068,-1.4,-0.1,-1.5,0.2,1729,196,447,81,225,115,222,38,58,36,124,160,104,41,10,56,146,511
"Mike Dunleavy",2014,33,"SF","CHI",82,0.43,0.38,0.467,0.51,0.854,2399,31.5,4.1,9.4,1.5,4,2.6,5.5,1.7,2,0.6,3.6,4.2,2.3,0.8,0.6,1.3,2,11.3,2584,12.6,0.549,0.419,0.212,0.021,0.13,0.076,0.123,0.013,0.014,0.113,0.17,2.4,4.1,6.5,0.121,-0.3,1.1,0.8,1.8,2584,333,774,123,324,210,450,140,164,46,299,345,186,64,46,108,163,929
"Kevin Durant",2014,25,"SF","OKC",81,0.503,0.391,0.549,0.56,0.873,201142,38.5,10.5,20.8,2.4,6.1,8.1,14.8,8.7,9.9,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32,3122,29.8,0.635,0.291,0.477,0.022,0.186,0.108,0.267,0.017,0.015,0.122,0.33,14.8,4.4,19.2,0.295,8.8,1.4,10.2,9.6,3122,849,1688,192,491,657,1197,703,805,58,540,598,445,103,59,285,174,2593
"Shane Edwards",2014,26,"SF","CLE",2,0.333,0,0.333,0.333,0,202197,6,0.5,1.5,0,0,0.5,1.5,0,0,0.5,0.5,1,0,0,0,0.5,0.5,1,12,-1,0.333,0,0,0.091,0.096,0.093,0,0,0,0.25,0.149,0,0,0,-0.141,-8.7,-4.6,-13.3,0,12,1,3,0,0,1,3,0,0,1,1,2,0,0,0,1,1,2
