"name","yearSeason","agePlayer","position","team","countGames","pctFG","pctFG3","pctFG2","pctEFG","pctFT","idPlayerNBA","minutesPerGame","fgmPerGame","fgaPerGame","fg3mPerGame","fg3aPerGame","fg2mPerGame","fg2aPerGame","ftmPerGame","ftaPerGame","orbPerGame","drbPerGame","trbPerGame","astPerGame","stlPerGame","blkPerGame","tovPerGame","pfPerGame","ptsPerGame","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals"
"Nikola Pekovic",2012,26,"C","MIN",47,0.564,0,0.564,0.564,0.743,201593,26.9,5.4,9.7,0,0,5.4,9.7,3,4,3.9,3.5,7.4,0.7,0.6,0.7,1.9,2.1,13.9,1264,21.4,0.607,0,0.412,0.158,0.146,0.152,0.046,0.012,0.018,0.14,0.219,3.6,0.9,4.5,0.17,2.3,-1.3,1,1,1264,256,454,0,0,256,454,139,187,181,165,346,31,29,31,87,98,651
"Kendrick Perkins",2012,27,"C","OKC",65,0.489,0,0.489,0.489,0.652,2570,26.8,2,4,0,0,2,4,1.1,1.7,1.8,4.7,6.6,1.2,0.4,1.1,1.8,2.9,5.1,1744,8.7,0.528,0,0.427,0.084,0.188,0.139,0.064,0.7,0.03,0.275,0.111,0,2.1,2,0.056,-3,0.9,-2.1,0,1744,128,262,0,0,128,262,73,112,120,306,426,78,25,73,118,189,329
"Johan Petro",2012,26,"C","NJN",59,0.419,0.01,0.417,0.421,0.838,101130,15.6,1.8,4.4,0,0,1.8,4.4,0.5,0.6,1.2,2.6,3.8,0.8,0.4,0.4,0.6,2.1,4.2,920,10.3,0.452,0.004,0.142,0.083,0.203,0.141,0.082,0.012,0.019,0.121,0.156,0.1,0.6,0.7,0.034,-3.9,-0.9,-4.7,-0.6,920,109,260,1,1,108,259,31,37,68,156,224,45,21,23,38,122,250
"Dexter Pittman",2012,23,"C","MIA",35,0.468,0,0.468,0.468,0.643,202354,8.6,1.3,2.7,0,0,1.3,2.7,0.5,0.8,0.8,1.3,2,0.3,0.2,0.2,0.5,2.1,3,301,10.4,0.498,0,0.298,0.111,0.168,0.141,0.049,0.014,0.022,0.138,0.19,0.1,0.5,0.6,0.101,-5.9,-0.1,-6,-0.3,301,44,94,0,0,44,94,18,28,27,44,71,9,8,8,17,73,106
"Joel Przybilla",2012,32,"C","POR",27,0.458,0,0.458,0.458,0.611,2038,16.6,0.8,1.8,0,0,0.8,1.8,0.4,0.7,1.1,4,5.1,0.2,0.1,0.6,0.8,2.4,2,449,6,0.492,0,0.375,0.074,0.289,0.179,0.019,0.5,0.028,0.282,0.079,-0.2,0.5,0.3,0.034,-5.3,-0.2,-5.5,-0.4,449,22,48,0,0,22,48,11,18,29,109,138,6,4,16,22,66,55
"Samardo Samuels",2012,23,"C","CLE",54,0.455,0,0.455,0.455,0.701,202396,15.3,1.9,4.3,0,0,1.9,4.3,1.5,2.2,1.2,2.2,3.3,0.4,0.4,0.4,1,2.1,5.4,825,11.1,0.517,0,0.506,0.084,0.168,0.124,0.042,0.013,0.018,0.165,0.184,0.2,0.5,0.7,0.039,-4,-1.3,-5.3,-0.7,825,105,231,0,0,105,231,82,117,63,117,180,20,20,20,56,113,292
"Kevin Seraphin",2012,22,"C","WAS",57,0.531,0,0.533,0.531,0.671,202338,20.6,3.6,6.7,0,0,3.6,6.7,0.8,1.2,1.8,3.1,4.9,0.6,0.3,1.3,1.2,2.3,7.9,1176,15.8,0.549,0.003,0.183,0.098,0.171,0.134,0.048,0.8,0.05,0.138,0.182,1.2,1.1,2.3,0.094,-1.4,-0.3,-1.7,0.1,1176,203,382,0,1,203,381,47,70,103,177,280,33,19,76,66,133,453
"Brian Skinner",2012,35,"C","MEM",1,0,0,0,0,0,1730,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,-14.7,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,-0.248,-12.5,-3,-15.5,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Greg Smith",2012,21,"C","HOU",8,0.636,0,0.636,0.636,0,202962,8.6,0.9,1.4,0,0,0.9,1.4,0,0,0.6,1.9,2.5,0.1,0.3,0.6,0.1,2.1,1.8,69,12.3,0.636,0,0,0.083,0.255,0.168,0.022,0.015,0.054,0.083,0.079,0.1,0.1,0.2,0.165,-4.2,3.4,-0.8,0,69,7,11,0,0,7,11,0,0,5,15,20,1,2,5,1,17,14
"Tiago Splitter",2012,27,"C","SAS",59,0.618,0,0.618,0.618,0.691,201168,19,3.6,5.8,0,0,3.6,5.8,2.1,3.1,1.6,3.6,5.2,1.1,0.4,0.8,1.5,2.3,9.3,1121,20.5,0.649,0,0.528,0.097,0.214,0.157,0.092,0.01,0.03,0.171,0.207,3,1.6,4.6,0.197,0.9,1.1,2,1.1,1121,212,343,0,0,212,343,125,181,93,213,306,65,21,47,87,134,549
"Greg Stiemsma",2012,26,"C","BOS",55,0.545,0,0.545,0.545,0.707,201880,13.9,1.2,2.2,0,0,1.2,2.2,0.5,0.7,0.9,2.3,3.2,0.5,0.7,1.5,0.6,2.6,2.9,766,13.6,0.579,0,0.339,0.077,0.19,0.136,0.056,0.026,0.085,0.192,0.108,0.6,2.2,2.7,0.17,-4,5.5,1.4,0.7,766,66,121,0,0,66,121,29,41,48,129,177,28,37,85,33,144,161
"Kurt Thomas",2012,39,"C","POR",53,0.465,0,0.465,0.465,0.7,703,15.2,1.4,3,0,0,1.4,3,0.3,0.4,0.7,2.8,3.5,0.9,0.5,0.6,0.6,2.3,3,803,9.5,0.483,0,0.127,0.055,0.221,0.137,0.087,0.016,0.03,0.158,0.112,0.2,0.9,1.1,0.067,-4,2.1,-1.9,0,803,73,157,0,0,73,157,14,20,39,149,188,46,24,31,31,123,160
"Trey Thompkins",2012,21,"C","LAC",24,0.393,0.308,0.417,0.426,0.714,202717,5,1,2.5,0.2,0.5,0.8,2,0.2,0.3,0.2,0.8,1,0.1,0.1,0.1,0.3,0.4,2.4,119,12,0.445,0.213,0.115,0.04,0.202,0.12,0.045,0.014,0.021,0.086,0.272,-0.1,0.1,0,0.004,-3.2,-2.5,-5.7,-0.1,119,24,61,4,13,20,48,5,7,4,20,24,3,3,3,6,10,57
"Jeremy Tyler",2012,20,"C","GSW",42,0.421,0,0.423,0.421,0.558,202719,13.5,2.1,5,0,0,2.1,5,0.7,1.2,1.3,2,3.3,0.4,0.4,0.5,0.9,2,4.9,568,10.4,0.442,0.005,0.249,0.108,0.171,0.14,0.045,0.015,0.027,0.134,0.218,-0.5,0.4,-0.2,-0.014,-5.5,-2.3,-7.8,-0.8,568,88,209,0,1,88,208,29,52,54,86,140,16,16,20,36,84,205
"Anderson Varejao",2012,29,"C","CLE",25,0.514,0,0.523,0.514,0.672,2760,31.4,4.6,8.9,0,0.2,4.6,8.7,1.7,2.6,4.4,7.1,11.5,1.7,1.4,0.7,1.8,2.5,10.8,785,18.9,0.542,0.018,0.288,0.152,0.268,0.208,0.097,0.023,0.016,0.152,0.169,1.2,0.9,2.1,0.131,1.3,-0.2,1.1,0.6,785,114,222,0,4,114,218,43,64,109,178,287,43,35,17,45,62,271
"Nikola Vucevic",2012,21,"C","PHI",51,0.45,0.375,0.452,0.455,0.529,202696,15.9,2.6,5.7,0.1,0.2,2.5,5.5,0.4,0.7,1.7,3.1,4.8,0.6,0.4,0.7,0.6,2.2,5.5,812,14.3,0.462,0.027,0.117,0.12,0.217,0.168,0.062,0.013,0.031,0.097,0.196,0.2,1.6,1.8,0.109,-2.5,0.3,-2.2,0,812,131,291,3,8,128,283,18,34,88,158,246,31,20,34,33,111,283
"Ben Wallace",2012,37,"C","DET",62,0.395,0.25,0.402,0.401,0.34,1112,15.8,0.5,1.4,0,0.1,0.5,1.3,0.3,0.8,1.3,3,4.3,0.7,0.8,0.8,0.5,1,1.4,980,10.7,0.398,0.047,0.547,0.096,0.237,0.164,0.064,0.026,0.041,0.242,0.066,-0.1,1.6,1.4,0.07,-1.8,2.4,0.6,0.7,980,34,86,1,4,33,82,16,47,81,188,269,43,47,51,34,60,85
"Darryl Watkins",2012,27,"C","NOH",5,0.5,0,0.5,0.5,0.5,201208,19.6,1.4,2.8,0,0,1.4,2.8,1.8,3.6,1.6,3.8,5.4,0.6,1,0.8,1.6,2.8,4.6,98,10.8,0.525,0,0.01286,0.099,0.227,0.164,0.047,0.028,0.034,0.267,0.144,-0.1,0.2,0.1,0.056,-5,1.1,-3.9,0,98,7,14,0,0,7,14,9,18,8,19,27,3,5,4,8,14,23
"Hassan Whiteside",2012,22,"C","SAC",18,0.444,0,0.444,0.444,0.417,202355,6.1,0.7,1.5,0,0,0.7,1.5,0.3,0.7,0.9,1.3,2.2,0,0.2,0.8,0.3,0.7,1.6,109,16.2,0.449,0,0.444,0.154,0.243,0.196,0,0.014,0.1,0.134,0.148,0,0.2,0.2,0.073,-2,0.4,-1.6,0,109,12,27,0,0,12,27,5,12,16,23,39,0,3,15,5,12,29
"Chris Wilcox",2012,29,"C","BOS",28,0.598,0,0.598,0.598,0.615,2404,17.2,2.3,3.8,0,0,2.3,3.8,0.9,1.4,1.4,3,4.4,0.4,0.4,0.3,1.1,2.3,5.4,481,12.4,0.612,0,0.364,0.098,0.197,0.149,0.041,0.012,0.014,0.195,0.154,0.4,0.9,1.3,0.132,-2.7,0.6,-2.1,0,481,64,107,0,0,64,107,24,39,38,84,122,12,11,9,30,64,152
"Jordan Williams",2012,21,"C","NJN",43,0.507,0,0.507,0.507,0.652,202716,14.8,1.8,3.5,0,0,1.8,3.5,1,1.5,1.5,2.1,3.6,0.3,0.5,0.3,0.5,1.4,4.6,635,14.5,0.544,0,0.434,0.117,0.169,0.143,0.029,0.018,0.018,0.113,0.147,1,0.4,1.3,0.101,-0.9,-1.2,-2.1,0,635,77,152,0,0,77,152,43,66,66,90,156,11,21,15,23,61,197
"Shelden Williams",2012,28,"C","NJN",58,0.478,0,0.478,0.478,0.731,200749,22,1.7,3.5,0,0,1.7,3.5,1.3,1.8,2.4,3.6,6,0.6,0.8,0.7,1.1,2.6,4.6,1276,11.9,0.543,0,0.517,0.125,0.196,0.159,0.043,0.02,0.023,0.211,0.112,1.1,1,2.1,0.078,-2.7,-0.6,-3.3,-0.4,1276,96,201,0,0,96,201,76,104,141,209,350,35,47,39,66,149,268
"Brandan Wright",2012,24,"C","DAL",49,0.618,0,0.621,0.618,0.634,201148,16.1,2.9,4.8,0,0,2.9,4.7,1.1,1.7,1.3,2.3,3.6,0.3,0.4,1.3,0.4,1.2,6.9,791,21.6,0.632,0.004,0.352,0.089,0.158,0.124,0.029,0.015,0.064,0.072,0.17,2.2,1.3,3.5,0.215,1.9,1.8,3.7,1.1,791,144,233,0,1,144,232,52,82,62,112,174,13,22,63,21,61,340
"Lavoy Allen",2013,23,"C","PHI",79,0.454,0,0.455,0.454,0.717,202730,21.1,2.6,5.7,0,0,2.6,5.7,0.5,0.8,2,3,5,0.9,0.3,0.7,0.7,2.3,5.8,1669,11.5,0.474,0.002,0.132,0.105,0.165,0.134,0.067,0.8,0.026,0.103,0.148,0.9,1.6,2.5,0.072,-3,-0.3,-3.3,-0.6,1669,206,454,0,1,206,453,43,60,159,236,395,73,24,55,55,180,455
"Chris Andersen",2013,34,"C","MIA",42,0.577,0.667,0.575,0.585,0.677,2365,14.9,1.7,2.9,0,0.1,1.6,2.9,1.5,2.2,1.4,2.7,4.1,0.4,0.4,1,0.6,2.1,4.9,624,17.4,0.631,0.024,0.756,0.119,0.215,0.17,0.04,0.014,0.058,0.128,0.144,1.6,1.1,2.7,0.207,-1,0.8,-0.2,0.3,624,71,123,2,3,69,120,63,93,57,115,172,17,16,44,24,89,207
"Joel Anthony",2013,30,"C","MIA",62,0.515,0,0.515,0.515,0.607,201202,9.1,0.6,1.1,0,0,0.6,1.1,0.3,0.5,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,566,10.4,0.542,0,0.412,0.104,0.144,0.125,0.031,0.012,0.061,0.215,0.086,0.4,0.8,1.2,0.1,-2.3,0.9,-1.3,0.1,566,35,68,0,0,35,68,17,28,45,70,115,13,13,42,22,49,87
"Omer Asik",2013,26,"C","HOU",82,0.541,0,0.542,0.541,0.562,201600,30,4,7.5,0,0,4,7.5,2,3.6,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,2464,14.9,0.558,0.002,0.487,0.128,0.31,0.22,0.046,0.9,0.027,0.188,0.163,2,3.5,5.5,0.108,-1.3,-0.3,-1.6,0.3,2464,332,614,0,1,332,613,168,299,275,681,956,75,46,87,173,223,832
"Aron Baynes",2013,26,"C","SAS",16,0.5,0,0.514,0.5,0.583,203382,8.8,1.1,2.3,0,0.1,1.1,2.2,0.4,0.8,0.8,1.3,2,0.3,0.1,0.4,0.7,1.4,2.7,141,8.8,0.521,0.028,0.333,0.104,0.155,0.131,0.052,0.4,0.031,0.21,0.171,0,0.2,0.1,0.05,-6.4,-0.6,-7,-0.2,141,18,36,0,1,18,35,7,12,12,20,32,5,1,6,11,23,43
"Andris Biedrins",2013,26,"C","GSW",53,0.476,0,0.476,0.476,0.308,2740,9.3,0.2,0.4,0,0,0.2,0.4,0.1,0.2,0.6,2.2,2.9,0.3,0.3,0.8,0.3,1.9,0.5,495,7.7,0.449,0,0.619,0.078,0.257,0.17,0.037,0.015,0.066,0.344,0.037,0.1,1,1.1,0.102,-4.8,3.8,-1,0.1,495,10,21,0,0,10,21,4,13,34,119,153,14,15,42,14,101,24
"Bismack Biyombo",2013,20,"C","CHA",80,0.451,0,0.451,0.451,0.521,202687,27.3,2,4.3,0,0,2,4.3,0.9,1.8,2.4,4.9,7.3,0.4,0.4,1.8,1,2.4,4.8,2186,10.1,0.472,0,0.41,0.099,0.209,0.152,0.025,0.7,0.053,0.167,0.102,0.1,1.3,1.4,0.031,-3.6,-0.8,-4.4,-1.3,2186,156,346,0,0,156,346,74,142,194,388,582,35,28,143,82,195,386
"Andray Blatche",2013,26,"C","BRK",82,0.512,0.136,0.524,0.514,0.685,101154,19,4.2,8.2,0,0.3,4.2,8,1.8,2.6,2,3.1,5.1,1,1,0.7,1.5,2,10.3,1555,21.9,0.547,0.033,0.32,0.122,0.196,0.158,0.105,0.03,0.027,0.138,0.265,2.4,2.5,4.9,0.153,1.3,0.9,2.2,1.6,1555,346,676,3,22,343,654,148,216,161,256,417,85,86,54,123,163,843
"Andrew Bogut",2013,28,"C","GSW",32,0.451,0.01,0.448,0.454,0.5,101106,24.6,2.6,5.8,0,0,2.6,5.7,0.6,1.2,2.1,5.5,7.7,2.1,0.6,1.7,1.1,2.7,5.8,786,13.8,0.463,0.005,0.207,0.098,0.241,0.172,0.125,0.013,0.055,0.148,0.134,0.4,1.4,1.7,0.106,-1.4,2.8,1.4,0.7,786,83,184,1,1,82,183,19,38,68,177,245,67,20,55,35,85,186
"Chris Bosh",2013,28,"C","MIA",74,0.535,0.284,0.557,0.546,0.798,2547,33.2,6.6,12.3,0.3,1,6.3,11.3,3.3,4.1,1.8,5,6.8,1.7,0.9,1.4,1.7,2.3,16.6,2454,20,0.592,0.082,0.333,0.07,0.176,0.126,0.084,0.014,0.034,0.11,0.227,5.6,3.4,9,0.175,1.5,-0.2,1.3,2.1,2454,485,907,21,74,464,833,241,302,131,370,501,123,66,101,128,168,1232
"Elton Brand",2013,33,"C","DAL",72,0.473,0,0.474,0.473,0.71,1882,21.2,3.1,6.6,0,0,3.1,6.6,0.9,1.3,1.8,4.2,6,1,0.7,1.3,0.8,2.7,7.2,1527,15.2,0.499,0.002,0.195,0.097,0.215,0.157,0.071,0.017,0.046,0.099,0.172,1.2,2.2,3.4,0.107,-1.7,0.9,-0.9,0.4,1527,226,478,0,1,226,477,66,93,130,300,430,70,50,90,57,192,518
"Kwame Brown",2013,30,"C","PHI",22,0.459,0,0.459,0.459,0.368,2198,12.2,0.8,1.7,0,0,0.8,1.7,0.3,0.9,1,2.3,3.4,0.4,0.3,0.5,0.4,1.7,1.9,269,8.8,0.452,0,0.514,0.094,0.221,0.155,0.047,0.012,0.029,0.15,0.091,0,0.4,0.4,0.071,-4.9,0,-4.9,-0.2,269,17,37,0,0,17,37,7,19,23,51,74,9,6,10,8,37,41
"Tyson Chandler",2013,30,"C","NYK",66,0.638,0,0.638,0.638,0.694,2199,32.8,3.9,6.1,0,0,3.9,6.1,2.7,3.9,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,2164,18.9,0.671,0,0.645,0.141,0.243,0.19,0.045,0.01,0.03,0.145,0.13,6.7,2.6,9.3,0.207,1.5,-0.3,1.3,1.8,2164,255,400,0,0,255,400,179,258,269,434,703,62,42,75,87,188,689
"Nick Collison",2013,32,"C","OKC",81,0.595,0,0.603,0.595,0.769,2555,19.5,2.2,3.7,0,0,2.2,3.6,0.7,1,1.5,2.6,4.1,1.5,0.6,0.4,0.9,2.4,5.1,1583,13.6,0.624,0.014,0.264,0.096,0.142,0.121,0.113,0.017,0.014,0.173,0.115,3.2,2.1,5.2,0.158,-0.2,1.1,0.9,1.2,1583,176,296,0,4,176,292,60,78,123,210,333,121,51,30,69,197,412
"DeMarcus Cousins",2013,22,"C","SAC",75,0.465,0.182,0.471,0.467,0.738,202326,30.5,6.4,13.8,0.1,0.3,6.4,13.5,4.2,5.6,3,7,9.9,2.7,1.4,0.7,3,3.6,17.1,2289,20.2,0.524,0.021,0.408,0.109,0.27,0.187,0.153,0.024,0.019,0.155,0.281,2,2.3,4.4,0.092,0.7,-0.5,0.2,1.2,2289,482,1036,4,22,478,1014,312,423,222,524,746,199,108,55,225,269,1280
"Eddy Curry",2013,30,"C","DAL",2,0.5,0,0.5,0.5,0.25,2201,12.5,2,4,0,0,2,4,0.5,2,1,1,2,0,0,0,1.5,3.5,4.5,25,-0.2,0.461,0,0.5,0.091,0.087,0.089,0,0,0,0.235,0.233,-0.1,0,-0.1,-0.146,-11.2,-3.7,-14.9,-0.1,25,4,8,0,0,4,8,1,4,2,2,4,0,0,0,3,7,9
"Samuel Dalembert",2013,31,"C","MIL",47,0.542,0.01,0.54,0.543,0.691,2223,16.3,2.9,5.4,0,0,2.9,5.4,0.8,1.2,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,765,18.6,0.565,0.004,0.217,0.142,0.249,0.194,0.045,0.011,0.051,0.155,0.187,0.9,1.2,2.2,0.137,-0.8,0.2,-0.6,0.3,765,137,253,1,1,136,252,38,55,105,171,276,21,17,53,51,90,313
"DeSagana Diop",2013,31,"C","CHA",22,0.296,0,0.308,0.296,0,2205,10.3,0.4,1.2,0,0,0.4,1.2,0,0,0.5,1.9,2.3,0.6,0.2,0.7,0.4,0.9,0.7,226,6.6,0.292,0.037,0.037,0.049,0.214,0.129,0.085,0.012,0.057,0.226,0.071,-0.3,0.2,-0.1,-0.017,-5.2,0.5,-4.7,-0.2,226,8,27,0,1,8,26,0,1,10,41,51,13,5,16,8,19,16
"Andre Drummond",2013,19,"C","DET",60,0.608,0.5,0.609,0.61,0.371,203083,20.7,3.5,5.7,0,0,3.5,5.7,1,2.7,2.8,4.8,7.6,0.5,1,1.6,1,2.4,7.9,1243,21.6,0.578,0.006,0.465,0.154,0.272,0.212,0.041,0.025,0.061,0.122,0.172,2.2,2.3,4.5,0.172,1,1.5,2.5,1.4,1243,208,342,1,2,207,340,59,159,169,288,457,30,59,95,57,144,476
"Tim Duncan",2013,36,"C","SAS",69,0.502,0.286,0.504,0.503,0.817,1495,30.1,7.1,14.1,0,0.1,7.1,14,3.6,4.3,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,2078,24.4,0.554,0.007,0.307,0.073,0.296,0.191,0.155,0.012,0.064,0.117,0.278,3.4,4.9,8.3,0.191,2.4,2.9,5.3,3.8,2078,490,976,2,7,488,969,245,300,124,562,686,184,50,183,147,117,1227
"Festus Ezeli",2013,23,"C","GSW",78,0.438,0,0.438,0.438,0.531,203105,14.4,0.9,2.2,0,0,0.9,2.2,0.6,1,1.8,2.2,4,0.3,0.3,0.9,0.8,2,2.4,1120,9.3,0.467,0,0.479,0.143,0.164,0.154,0.027,0.01,0.052,0.235,0.107,0,1.5,1.5,0.066,-4,0.7,-3.4,-0.4,1120,74,169,0,0,74,169,43,81,141,172,313,22,23,74,63,157,191
"Enes Freedom",2013,20,"C","UTA",70,0.544,0.01,0.542,0.545,0.795,202683,15.4,2.9,5.4,0,0,2.9,5.4,1.3,1.7,1.9,2.4,4.3,0.4,0.4,0.5,1.4,1.7,7.2,1078,17.6,0.588,0.003,0.309,0.145,0.186,0.165,0.05,0.014,0.023,0.19,0.224,1.2,1,2.3,0.101,-0.7,-1.4,-2.1,0,1078,206,379,1,1,205,378,93,117,135,169,304,31,28,32,101,116,506
"Kevin Garnett",2013,36,"C","BOS",68,0.496,0.125,0.504,0.498,0.786,708,29.7,6.2,12.5,0,0.2,6.2,12.3,2.3,3,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,2022,19.2,0.535,0.019,0.236,0.045,0.258,0.155,0.144,0.02,0.024,0.105,0.245,1.8,3.8,5.6,0.133,0.9,1.7,2.6,2.3,2022,422,850,2,16,420,834,158,201,75,455,530,159,78,62,110,154,1004
"Marc Gasol",2013,28,"C","MEM",80,0.494,0.071,0.501,0.494,0.848,201188,35,5.4,10.9,0,0.2,5.4,10.7,3.4,4,2.3,5.5,7.8,4,1,1.7,2,3.2,14.1,2796,19.5,0.559,0.016,0.364,0.076,0.189,0.131,0.191,0.016,0.041,0.135,0.192,6.1,5.4,11.5,0.197,2.1,3.1,5.2,5.1,2796,429,869,1,14,428,855,268,316,184,438,622,318,80,139,157,255,1127
"Drew Gooden",2013,31,"C","MIL",16,0.328,0.2,0.339,0.336,0.688,2400,9.4,1.3,3.8,0.1,0.3,1.2,3.5,0.7,1,0.8,1.1,1.9,0.4,0.3,0.4,0.6,1.3,3.3,151,7.7,0.382,0.082,0.262,0.089,0.133,0.11,0.061,0.017,0.029,0.117,0.222,-0.3,0.2,-0.1,-0.034,-6.1,-0.6,-6.7,-0.2,151,20,61,1,5,19,56,11,16,13,18,31,6,5,6,9,21,52
"Marcin Gortat",2013,28,"C","PHO",61,0.521,0,0.524,0.521,0.652,101162,30.8,4.8,9.3,0,0,4.8,9.2,1.5,2.3,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1,11.1,1876,15.4,0.543,0.005,0.244,0.076,0.24,0.156,0.065,0.011,0.039,0.136,0.172,1.3,2.1,3.4,0.086,-0.8,0.3,-0.5,0.7,1876,295,566,0,3,295,563,90,138,128,388,516,75,40,98,99,127,680
"Aaron Gray",2013,28,"C","TOR",42,0.533,0,0.533,0.533,0.523,201189,12.2,1.1,2.1,0,0,1.1,2.1,0.5,1,1.1,2,3.2,0.8,0.2,0.1,0.9,2,2.8,513,9,0.544,0,0.489,0.109,0.2,0.154,0.099,0.7,0.8,0.248,0.131,0.2,0.4,0.5,0.05,-3.9,-0.4,-4.3,-0.3,513,48,90,0,0,48,90,23,44,48,85,133,33,7,5,36,85,119
"Josh Harrellson",2013,23,"C","MIA",6,0.444,0.2,0.75,0.5,0.5,202725,5.2,0.7,1.5,0.2,0.8,0.5,0.7,0.2,0.3,0.5,0.7,1.2,0,0.2,0.2,0.5,0.7,1.7,31,8.5,0.506,0.556,0.222,0.126,0.15,0.139,0,0.017,0.026,0.233,0.199,0,0,0,0.002,-4.5,-1.4,-5.9,0,31,4,9,1,5,3,4,1,2,3,4,7,0,1,1,3,4,10
"Al Harrington",2013,32,"C","ORL",10,0.351,0.267,0.444,0.421,0.75,1733,11.9,2,5.7,0.8,3,1.2,2.7,0.3,0.4,0.6,2.1,2.7,1,0.4,0.1,0.7,1.8,5.1,119,10.3,0.434,0.526,0.07,0.057,0.199,0.128,0.137,0.018,0.6,0.106,0.251,-0.1,0.1,0,-0.012,-3,-1.5,-4.5,-0.1,119,20,57,8,30,12,27,3,4,6,21,27,10,4,1,7,18,51
"Spencer Hawes",2013,24,"C","PHI",82,0.464,0.356,0.477,0.483,0.777,201150,27.2,4.6,9.9,0.4,1.1,4.2,8.8,1.5,1.9,2.1,5.1,7.2,2.2,0.3,1.4,1.6,2.8,11,2233,16,0.514,0.107,0.194,0.085,0.217,0.149,0.135,0.6,0.039,0.13,0.209,1.7,2.8,4.5,0.096,-1.1,0.6,-0.5,0.9,2233,376,811,31,87,345,724,122,157,173,417,590,183,24,113,131,233,905
"Chuck Hayes",2013,29,"C","SAC",74,0.442,0,0.444,0.442,0.625,101236,16.3,1.1,2.6,0,0,1.1,2.6,0.4,0.6,1.5,2.5,4,1.5,0.4,0.2,0.6,1.5,2.7,1209,10.7,0.469,0.005,0.253,0.105,0.182,0.142,0.131,0.013,0.012,0.172,0.094,1.1,0.4,1.5,0.06,-1.2,-0.2,-1.4,0.2,1209,84,190,0,1,84,189,30,48,113,186,299,112,31,18,44,114,198
"Brendan Haywood",2013,33,"C","CHA",61,0.431,0,0.433,0.431,0.455,2217,19,1.5,3.5,0,0,1.5,3.5,0.5,1.1,2,2.7,4.8,0.5,0.3,0.8,0.8,2,3.5,1162,8.7,0.441,0.005,0.306,0.12,0.167,0.143,0.039,0.7,0.034,0.169,0.115,-0.2,0.4,0.1,0.006,-4.2,-1.8,-6,-1.2,1162,93,216,0,1,93,215,30,66,125,165,290,29,16,49,50,125,216
"Roy Hibbert",2013,26,"C","IND",79,0.448,0.25,0.449,0.449,0.741,201579,28.7,4.9,10.9,0,0.1,4.9,10.8,2.1,2.8,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5,11.9,2269,17.3,0.489,0.005,0.261,0.148,0.174,0.161,0.089,0.9,0.067,0.145,0.225,1.3,4.9,6.1,0.129,-1.7,1.4,-0.3,0.9,2269,385,859,1,4,384,855,166,224,296,360,656,113,39,206,162,279,937
"JJ Hickson",2013,24,"C","POR",80,0.562,0,0.563,0.562,0.679,201581,29,5.2,9.3,0,0,5.2,9.3,2.3,3.4,3.3,7,10.4,1.1,0.6,0.6,1.8,2,12.7,2323,19.7,0.591,0.003,0.36,0.132,0.285,0.207,0.066,0.011,0.017,0.144,0.199,4.6,2.3,6.9,0.142,1.3,-1.1,0.2,1.3,2323,418,744,0,2,418,742,182,268,266,562,828,88,48,51,145,160,1018
"Ryan Hollins",2013,28,"C","LAC",60,0.614,0,0.614,0.614,0.75,200797,11.1,1.2,1.9,0,0,1.2,1.9,1.1,1.5,0.8,1.5,2.3,0.2,0.1,0.6,0.7,2.2,3.4,663,11.3,0.674,0,0.772,0.091,0.157,0.125,0.024,0.5,0.043,0.224,0.136,1,0.8,1.7,0.125,-4,0.2,-3.9,-0.3,663,70,114,0,0,70,114,66,88,50,89,139,11,6,34,44,133,206
"Al Horford",2013,26,"C","ATL",74,0.543,0.5,0.544,0.545,0.644,201143,37.2,7.8,14.3,0,0.1,7.7,14.2,1.8,2.8,2.6,7.6,10.2,3.2,1.1,1.1,2,2.2,17.4,2756,19.8,0.56,0.006,0.196,0.082,0.23,0.157,0.153,0.015,0.022,0.113,0.218,4.7,4.1,8.8,0.153,1.3,0.6,1.9,2.7,2756,576,1060,3,6,573,1054,134,208,195,562,757,240,78,78,147,163,1289
